UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
112367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",391,"R",0,"R",391,"R",267,"R",68,"R",295,"R",75,"Z",0,"R",391,"R",0,"Z",0,"R",295,"R",75
112385,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",154,"R",0,"R",154,"R",16,"R",10,"R",48,"R",31,"R",0,"R",154,"R",9,"R",4,"R",57,"R",37
112394,"R",74,"R",0,"R",74,"R",20,"R",27,"R",41,"R",55,"R",0,"R",74,"R",4,"R",0,"R",45,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
112455,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",7,"R",12,"R",41,"R",70,"Z",0,"R",59,"R",0,"Z",0,"R",41,"R",69
112561,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",166,"R",0,"R",166,"R",26,"R",16,"R",59,"R",36,"R",0,"R",166,"R",7,"R",7,"R",66,"R",40
112570,"R",31,"R",0,"R",31,"R",9,"R",29,"R",14,"R",45,"R",0,"R",31,"R",0,"R",0,"R",14,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
112686,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",390,"R",0,"R",390,"R",23,"R",6,"R",69,"R",18,"R",0,"R",390,"R",18,"R",20,"R",87,"R",22
112826,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",240,"R",0,"R",240,"R",19,"R",8,"R",51,"R",21,"R",0,"R",240,"R",15,"R",22,"R",66,"R",28
113096,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",978,"R",0,"R",978,"R",78,"R",8,"R",277,"R",28,"R",0,"R",978,"R",82,"R",91,"R",359,"R",37
113111,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",497,"R",0,"R",497,"R",69,"R",14,"R",157,"R",32,"R",0,"R",497,"R",26,"R",47,"R",183,"R",37
113193,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",717,"R",0,"R",717,"R",108,"R",15,"R",274,"R",38,"R",0,"R",717,"R",60,"R",46,"R",334,"R",47
113218,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",535,"R",0,"R",535,"R",44,"R",8,"R",166,"R",31,"R",0,"R",535,"R",41,"R",37,"R",207,"R",39
113333,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2145,"R",0,"R",2145,"R",1099,"R",51,"R",1396,"R",65,"R",0,"R",2145,"R",78,"R",64,"R",1474,"R",69
113449,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",86,"R",0,"R",86,"R",17,"R",20,"R",69,"R",80,"Z",0,"R",86,"R",0,"Z",0,"R",69,"R",80
113573,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1397,"R",0,"R",1397,"R",107,"R",8,"R",357,"R",26,"R",0,"R",1397,"R",102,"R",123,"R",459,"R",33
113582,"R",18,"R",0,"R",18,"R",10,"R",56,"R",10,"R",56,"Z",0,"R",18,"R",0,"Z",0,"R",10,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
113634,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1254,"R",0,"R",1254,"R",332,"R",26,"R",600,"R",48,"R",0,"R",1254,"R",70,"R",87,"R",670,"R",53
113698,"R",307,"R",0,"R",307,"R",194,"R",63,"R",216,"R",70,"R",0,"R",307,"R",1,"R",0,"R",217,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
113856,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2025,"R",0,"R",2025,"R",397,"R",20,"R",663,"R",33,"R",0,"R",2025,"R",134,"R",207,"R",797,"R",39
113980,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2476,"R",0,"R",2476,"R",376,"R",15,"R",907,"R",37,"R",0,"R",2476,"R",201,"R",207,"R",1108,"R",45
114266,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",763,"R",0,"R",763,"R",91,"R",12,"R",226,"R",30,"R",0,"R",763,"R",77,"R",80,"R",303,"R",40
114460,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",6,"R",6,"R",80,"R",80,"Z",0,"R",100,"R",0,"Z",0,"R",80,"R",80
114637,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",65,"R",0,"R",65,"R",44,"R",68,"R",60,"R",92,"R",0,"R",65,"R",0,"R",0,"R",60,"R",92
114761,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",17,"R",49,"R",30,"R",86,"R",0,"R",35,"R",1,"R",0,"R",31,"R",89
114789,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2130,"R",0,"R",2130,"R",192,"R",9,"R",498,"R",23,"R",0,"R",2130,"R",137,"R",175,"R",635,"R",30
114813,"R",211,"R",0,"R",211,"R",139,"R",66,"R",142,"R",67,"R",0,"R",211,"R",4,"R",0,"R",146,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
114859,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1934,"R",0,"R",1934,"R",221,"R",11,"R",635,"R",33,"R",0,"R",1934,"R",172,"R",133,"R",807,"R",42
114938,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",414,"R",0,"R",414,"R",60,"R",14,"R",150,"R",36,"R",0,"R",414,"R",37,"R",25,"R",187,"R",45
114947,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",127,"R",0,"R",127,"R",104,"R",82,"R",109,"R",86,"R",0,"R",127,"R",1,"R",0,"R",110,"R",87
115001,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1270,"R",0,"R",1270,"R",175,"R",14,"R",400,"R",31,"R",0,"R",1270,"R",105,"R",97,"R",505,"R",40
115126,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1112,"R",0,"R",1112,"R",169,"R",15,"R",459,"R",41,"R",0,"R",1112,"R",93,"R",71,"R",552,"R",50
115296,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1488,"R",0,"R",1488,"R",150,"R",10,"R",465,"R",31,"R",0,"R",1488,"R",106,"R",115,"R",571,"R",38
115357,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",15,"R",29,"R",36,"R",69,"Z",0,"R",52,"R",0,"Z",0,"R",36,"R",69
115393,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",871,"R",0,"R",871,"R",97,"R",11,"R",250,"R",29,"R",0,"R",871,"R",61,"R",69,"R",311,"R",36
115409,"R",217,"R",1,"R",216,"R",185,"R",86,"R",198,"R",92,"R",0,"R",216,"R",2,"R",0,"R",200,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
115658,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",1,"R",13,"R",5,"R",63,"Z",0,"R",8,"R",0,"Z",0,"R",5,"R",63
115728,"R",85,"R",0,"R",85,"R",29,"R",34,"R",41,"R",48,"R",0,"R",85,"R",2,"R",42,"R",43,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
115755,"R",1344,"R",0,"R",1344,"R",234,"R",17,"R",659,"R",49,"R",0,"R",1344,"R",64,"R",23,"R",723,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
115773,"R",9,"R",0,"R",9,"R",3,"R",33,"R",5,"R",56,"Z",0,"R",9,"R",0,"Z",0,"R",5,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
115861,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1167,"R",0,"R",1167,"R",170,"R",15,"R",430,"R",37,"R",0,"R",1167,"R",99,"R",114,"R",529,"R",45
115931,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",441,"R",1,"R",440,"R",249,"R",57,"R",348,"R",79,"Z",0,"R",440,"R",3,"R",0,"R",351,"R",80
116350,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",12,"R",22,"R",35,"R",65,"Z",0,"R",54,"R",0,"Z",0,"R",35,"R",65
