UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
215336,"R",42,"Z",0,"R",42,"R",35,"R",35,"R",0,"R",1,"R",6,"R",38,"Z",0,"R",38,"R",32,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",3
215530,"R",14,"R",0,"R",14,"R",13,"R",13,"R",0,"R",0,"R",1,"R",12,"Z",0,"R",12,"R",11,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",1
215886,"R",34,"R",0,"R",34,"R",29,"R",29,"R",5,"R",0,"R",0,"R",11,"Z",0,"R",11,"R",10,"R",23,"Z",0,"R",23,"R",19,"R",0,"Z",0,"R",0,"R",0
215983,"R",5,"R",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0
216074,"R",43,"R",0,"R",43,"R",40,"R",40,"R",0,"R",0,"R",3,"R",29,"Z",0,"R",29,"R",26,"R",0,"Z",0,"R",0,"R",0,"R",14,"Z",0,"R",14,"R",14
216223,"R",68,"R",0,"R",68,"R",21,"R",41,"R",0,"R",0,"R",27,"R",65,"Z",0,"R",65,"R",39,"R",3,"Z",0,"R",3,"R",2,"R",0,"Z",0,"R",0,"R",0
216579,"R",82,"R",0,"R",82,"R",35,"R",54,"R",0,"R",10,"R",18,"R",44,"Z",0,"R",44,"R",19,"R",5,"Z",0,"R",5,"R",4,"R",33,"Z",0,"R",33,"R",31
216746,"R",65,"R",0,"R",65,"R",60,"R",60,"R",0,"R",0,"R",5,"R",12,"Z",0,"R",12,"R",11,"R",9,"Z",0,"R",9,"R",9,"R",44,"Z",0,"R",44,"R",40
217323,"R",650,"R",0,"R",650,"R",226,"R",407,"R",6,"R",0,"R",237,"R",494,"Z",0,"R",494,"R",309,"R",124,"Z",0,"R",124,"R",78,"R",32,"Z",0,"R",32,"R",20
217581,"R",45,"R",0,"R",45,"R",1,"R",32,"R",0,"R",0,"R",13,"R",33,"Z",0,"R",33,"R",22,"R",5,"Z",0,"R",5,"R",4,"R",7,"Z",0,"R",7,"R",6
217794,"R",87,"R",0,"R",87,"R",48,"R",58,"R",0,"R",5,"R",24,"R",71,"Z",0,"R",71,"R",56,"R",16,"Z",0,"R",16,"R",2,"R",0,"Z",0,"R",0,"R",0
217828,"R",56,"R",0,"R",56,"R",20,"R",37,"R",4,"R",0,"R",15,"R",41,"Z",0,"R",41,"R",30,"R",0,"Z",0,"R",0,"R",0,"R",15,"Z",0,"R",15,"R",7
218159,"R",46,"R",0,"R",46,"R",2,"R",23,"R",0,"R",0,"R",23,"R",34,"Z",0,"R",34,"R",16,"R",6,"Z",0,"R",6,"R",4,"R",6,"Z",0,"R",6,"R",3
218195,"R",42,"R",0,"R",42,"R",6,"R",20,"R",1,"R",0,"R",21,"R",23,"Z",0,"R",23,"R",12,"R",0,"Z",0,"R",0,"R",0,"R",19,"Z",0,"R",19,"R",8
219037,"R",36,"R",0,"R",36,"R",0,"R",29,"R",0,"R",0,"R",7,"R",31,"Z",0,"R",31,"R",26,"R",5,"Z",0,"R",5,"R",3,"R",0,"Z",0,"R",0,"R",0
219125,"R",20,"R",0,"R",20,"R",4,"R",19,"Z",0,"Z",0,"R",1,"R",17,"Z",0,"R",17,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3
219453,"R",66,"R",0,"R",66,"R",12,"R",58,"R",0,"R",0,"R",8,"R",44,"Z",0,"R",44,"R",37,"R",6,"Z",0,"R",6,"R",6,"R",16,"Z",0,"R",16,"R",15
219587,"R",41,"R",0,"R",41,"R",29,"R",31,"R",1,"R",1,"R",8,"R",29,"Z",0,"R",29,"R",27,"R",6,"Z",0,"R",6,"R",2,"R",6,"Z",0,"R",6,"R",2
219851,"R",40,"R",0,"R",40,"R",38,"R",38,"R",0,"R",0,"R",2,"R",15,"Z",0,"R",15,"R",15,"R",25,"Z",0,"R",25,"R",23,"R",0,"Z",0,"R",0,"R",0
220163,"R",24,"R",0,"R",24,"R",4,"R",19,"R",5,"Z",0,"R",0,"R",16,"Z",0,"R",16,"R",14,"R",4,"Z",0,"R",4,"R",2,"R",4,"Z",0,"R",4,"R",3
220491,"R",10,"R",0,"R",10,"R",0,"R",6,"R",0,"R",0,"R",4,"R",7,"Z",0,"R",7,"R",4,"R",1,"Z",0,"R",1,"R",0,"R",2,"Z",0,"R",2,"R",2
220765,"R",142,"R",0,"R",142,"R",37,"R",73,"R",0,"R",0,"R",69,"R",97,"Z",0,"R",97,"R",58,"R",15,"Z",0,"R",15,"R",9,"R",30,"Z",0,"R",30,"R",6
221829,"R",154,"R",0,"R",154,"R",29,"R",109,"R",4,"R",0,"R",41,"R",67,"Z",0,"R",67,"R",50,"R",0,"Z",0,"R",0,"R",0,"R",87,"Z",0,"R",87,"R",59
223056,"R",40,"R",0,"R",40,"R",5,"R",33,"R",1,"R",1,"R",5,"R",29,"Z",0,"R",29,"R",25,"R",11,"Z",0,"R",11,"R",8,"R",0,"Z",0,"R",0,"R",0
223852,"R",36,"R",0,"R",36,"R",22,"R",32,"R",0,"R",1,"R",3,"R",32,"Z",0,"R",32,"R",32,"R",4,"Z",0,"R",4,"R",0,"R",0,"Z",0,"R",0,"R",0
224013,"R",13,"R",0,"R",13,"R",6,"R",7,"R",0,"R",0,"R",6,"R",11,"Z",0,"R",11,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
224156,"R",71,"R",0,"R",71,"R",13,"R",45,"Z",0,"Z",0,"R",26,"R",33,"Z",0,"R",33,"R",20,"R",9,"Z",0,"R",9,"R",7,"R",29,"Z",0,"R",29,"R",18
224758,"R",29,"R",1,"R",28,"R",2,"R",8,"R",1,"R",2,"R",17,"R",21,"R",1,"R",20,"R",4,"R",1,"R",0,"R",1,"R",0,"R",7,"R",0,"R",7,"R",4
224828,"R",15,"R",0,"R",15,"R",4,"R",8,"R",0,"R",5,"R",2,"R",12,"Z",0,"R",12,"R",5,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0
226125,"R",109,"R",0,"R",109,"R",24,"R",60,"R",1,"R",31,"R",17,"R",101,"Z",0,"R",101,"R",56,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",4
226860,"R",31,"R",0,"R",31,"R",28,"R",28,"R",0,"R",0,"R",3,"R",21,"Z",0,"R",21,"R",18,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",10
227058,"R",133,"R",0,"R",133,"R",13,"R",49,"R",0,"R",3,"R",81,"R",100,"Z",0,"R",100,"R",28,"R",12,"Z",0,"R",12,"R",6,"R",21,"Z",0,"R",21,"R",15
227298,"R",99,"R",0,"R",99,"R",70,"R",79,"R",0,"R",0,"R",20,"R",63,"Z",0,"R",63,"R",52,"R",16,"Z",0,"R",16,"R",15,"R",20,"Z",0,"R",20,"R",12
227313,"R",156,"R",0,"R",156,"R",19,"R",107,"R",0,"R",0,"R",49,"R",116,"Z",0,"R",116,"R",76,"R",23,"Z",0,"R",23,"R",20,"R",17,"Z",0,"R",17,"R",11
227322,"R",169,"R",0,"R",169,"R",7,"R",120,"R",0,"R",0,"R",49,"R",128,"Z",0,"R",128,"R",84,"R",19,"Z",0,"R",19,"R",16,"R",22,"Z",0,"R",22,"R",20
228088,"R",18,"Z",0,"R",18,"R",5,"R",11,"R",1,"R",2,"R",4,"R",9,"Z",0,"R",9,"R",8,"R",2,"Z",0,"R",2,"R",1,"R",7,"Z",0,"R",7,"R",2
228185,"R",25,"R",0,"R",25,"R",6,"R",19,"R",0,"R",1,"R",5,"R",8,"Z",0,"R",8,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",17,"Z",0,"R",17,"R",17
228200,"R",412,"R",0,"R",412,"R",251,"R",290,"R",0,"R",0,"R",122,"R",391,"Z",0,"R",391,"R",279,"R",5,"Z",0,"R",5,"R",4,"R",16,"Z",0,"R",16,"R",7
228219,"R",411,"R",0,"R",411,"R",289,"R",306,"R",1,"R",0,"R",104,"R",376,"Z",0,"R",376,"R",285,"R",16,"Z",0,"R",16,"R",16,"R",19,"Z",0,"R",19,"R",5
228282,"R",109,"R",0,"R",109,"R",76,"R",83,"R",3,"R",4,"R",19,"R",103,"Z",0,"R",103,"R",80,"R",3,"Z",0,"R",3,"R",2,"R",3,"Z",0,"R",3,"R",1
229425,"R",21,"R",0,"R",21,"R",1,"R",13,"R",0,"R",1,"R",7,"R",21,"Z",0,"R",21,"R",13,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
229522,"R",24,"R",0,"R",24,"R",3,"R",6,"R",0,"R",0,"R",18,"R",19,"Z",0,"R",19,"R",5,"R",2,"Z",0,"R",2,"R",1,"R",3,"Z",0,"R",3,"R",0
229656,"R",46,"R",0,"R",46,"R",4,"R",20,"R",0,"R",1,"R",25,"R",24,"Z",0,"R",24,"R",10,"R",2,"Z",0,"R",2,"R",1,"R",20,"Z",0,"R",20,"R",9
230010,"R",228,"R",2,"R",226,"R",129,"R",151,"R",1,"R",1,"R",73,"R",50,"R",0,"R",50,"R",27,"R",0,"R",0,"R",0,"R",0,"R",178,"R",2,"R",176,"R",124
230065,"R",90,"R",0,"R",90,"R",17,"R",63,"R",1,"R",2,"R",24,"R",46,"Z",0,"R",46,"R",33,"R",3,"Z",0,"R",3,"R",2,"R",41,"Z",0,"R",41,"R",28
230144,"R",29,"R",0,"R",29,"R",15,"R",27,"R",0,"R",0,"R",2,"R",16,"Z",0,"R",16,"R",14,"R",9,"Z",0,"R",9,"R",9,"R",4,"Z",0,"R",4,"R",4
230162,"R",311,"R",3,"R",308,"R",177,"R",191,"R",0,"R",5,"R",112,"R",13,"R",0,"R",13,"R",7,"R",0,"R",0,"R",0,"R",0,"R",298,"R",3,"R",295,"R",184
230214,"R",28,"R",0,"R",28,"Z",0,"R",17,"Z",0,"Z",0,"R",11,"R",16,"Z",0,"R",16,"R",11,"R",0,"Z",0,"R",0,"R",0,"R",12,"Z",0,"R",12,"R",6
230490,"R",223,"R",6,"R",217,"R",27,"R",142,"R",3,"R",72,"R",0,"R",48,"R",1,"R",47,"R",25,"R",0,"R",0,"R",0,"R",0,"R",175,"R",5,"R",170,"R",117
230676,"R",101,"R",0,"R",101,"R",81,"R",89,"R",0,"R",0,"R",12,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",100,"Z",0,"R",100,"R",88
231004,"R",71,"R",0,"R",71,"R",20,"R",45,"R",1,"R",0,"R",25,"R",38,"Z",0,"R",38,"R",20,"R",7,"Z",0,"R",7,"R",7,"R",26,"Z",0,"R",26,"R",18
231280,"R",17,"R",0,"R",17,"Z",0,"R",10,"Z",0,"Z",0,"R",7,"R",12,"Z",0,"R",12,"R",8,"R",1,"Z",0,"R",1,"R",0,"R",4,"Z",0,"R",4,"R",2
231688,"R",24,"Z",0,"R",24,"R",22,"R",22,"Z",0,"Z",0,"R",2,"R",24,"Z",0,"R",24,"R",22,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
232919,"R",54,"R",0,"R",54,"R",36,"R",36,"R",0,"R",0,"R",18,"R",44,"Z",0,"R",44,"R",29,"R",10,"Z",0,"R",10,"R",7,"R",0,"Z",0,"R",0,"R",0
233286,"R",51,"R",0,"R",51,"R",9,"R",35,"R",0,"R",1,"R",15,"R",43,"Z",0,"R",43,"R",27,"R",6,"Z",0,"R",6,"R",6,"R",2,"Z",0,"R",2,"R",2
233666,"R",10,"R",1,"R",9,"R",0,"R",4,"R",0,"R",0,"R",5,"R",7,"R",1,"R",6,"R",2,"R",2,"R",0,"R",2,"R",1,"R",1,"R",0,"R",1,"R",1
234119,"R",13,"R",0,"R",13,"R",5,"R",8,"R",0,"R",0,"R",5,"R",13,"Z",0,"R",13,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
234924,"R",39,"R",0,"R",39,"R",8,"R",29,"Z",0,"Z",0,"R",10,"R",24,"Z",0,"R",24,"R",17,"R",3,"Z",0,"R",3,"R",3,"R",12,"Z",0,"R",12,"R",9
235088,"R",314,"R",0,"R",314,"R",262,"R",288,"R",0,"R",0,"R",26,"R",177,"Z",0,"R",177,"R",177,"R",79,"Z",0,"R",79,"R",79,"R",58,"Z",0,"R",58,"R",32
235158,"R",46,"R",0,"R",46,"R",17,"R",36,"R",0,"R",0,"R",10,"R",27,"Z",0,"R",27,"R",21,"R",6,"Z",0,"R",6,"R",5,"R",13,"Z",0,"R",13,"R",10
235307,"R",90,"R",0,"R",90,"R",1,"R",69,"R",0,"R",0,"R",21,"R",69,"Z",0,"R",69,"R",50,"R",14,"Z",0,"R",14,"R",13,"R",7,"Z",0,"R",7,"R",6
235352,"R",31,"R",0,"R",31,"R",10,"R",26,"R",0,"R",0,"R",5,"R",8,"Z",0,"R",8,"R",5,"R",2,"Z",0,"R",2,"R",1,"R",21,"Z",0,"R",21,"R",20
235501,"R",335,"R",0,"R",335,"R",245,"R",245,"R",0,"R",0,"R",90,"R",228,"Z",0,"R",228,"R",164,"R",47,"Z",0,"R",47,"R",36,"R",60,"Z",0,"R",60,"R",45
235583,"R",35,"R",0,"R",35,"R",0,"R",22,"R",0,"R",1,"R",12,"R",17,"Z",0,"R",17,"R",9,"R",5,"Z",0,"R",5,"R",3,"R",13,"Z",0,"R",13,"R",10
236744,"R",18,"R",0,"R",18,"R",8,"R",10,"R",0,"R",0,"R",8,"R",13,"Z",0,"R",13,"R",9,"R",1,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",0
237127,"R",36,"R",0,"R",36,"R",24,"R",24,"R",0,"R",0,"R",12,"R",35,"Z",0,"R",35,"R",23,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
237145,"R",4,"R",0,"R",4,"R",4,"R",4,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
237172,"R",32,"R",0,"R",32,"R",28,"R",28,"R",0,"R",1,"R",3,"R",25,"Z",0,"R",25,"R",22,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",6
237242,"R",32,"R",0,"R",32,"R",30,"R",30,"R",0,"R",2,"R",0,"R",14,"Z",0,"R",14,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",18,"Z",0,"R",18,"R",16
237473,"R",117,"R",0,"R",117,"R",0,"R",100,"R",0,"R",0,"R",17,"R",58,"Z",0,"R",58,"R",58,"R",0,"Z",0,"R",0,"R",0,"R",59,"Z",0,"R",59,"R",42
237491,"R",32,"R",0,"R",32,"R",26,"R",26,"R",0,"R",0,"R",6,"R",26,"Z",0,"R",26,"R",26,"R",0,"Z",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",0
237561,"R",22,"R",0,"R",22,"R",12,"R",12,"R",0,"R",0,"R",10,"R",14,"Z",0,"R",14,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",4
237729,"R",36,"R",0,"R",36,"R",21,"R",29,"R",0,"R",0,"R",7,"R",35,"Z",0,"R",35,"R",29,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
238096,"R",2,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",1,"R",2,"Z",0,"R",2,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
239877,"R",25,"R",0,"R",25,"R",14,"R",19,"R",1,"R",0,"R",5,"R",14,"Z",0,"R",14,"R",11,"R",4,"Z",0,"R",4,"R",4,"R",7,"Z",0,"R",7,"R",4
240709,"R",43,"R",0,"R",43,"R",6,"R",29,"R",0,"R",0,"R",14,"R",35,"Z",0,"R",35,"R",22,"R",4,"Z",0,"R",4,"R",3,"R",4,"Z",0,"R",4,"R",4
240879,"R",407,"R",0,"R",407,"R",5,"R",207,"R",0,"R",200,"R",0,"R",340,"Z",0,"R",340,"R",173,"R",0,"Z",0,"R",0,"R",0,"R",67,"Z",0,"R",67,"R",34
241906,"R",258,"R",0,"R",258,"R",176,"R",176,"R",0,"R",0,"R",82,"R",258,"Z",0,"R",258,"R",176,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
242413,"R",65,"R",0,"R",65,"R",59,"R",59,"R",0,"R",0,"R",6,"R",64,"Z",0,"R",64,"R",58,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
242750,"R",47,"R",0,"R",47,"R",31,"R",31,"R",0,"R",0,"R",16,"R",47,"Z",0,"R",47,"R",31,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
242945,"R",239,"R",0,"R",239,"R",80,"R",156,"R",0,"R",1,"R",82,"R",228,"Z",0,"R",228,"R",150,"R",0,"Z",0,"R",0,"R",0,"R",11,"Z",0,"R",11,"R",6
242954,"R",124,"R",0,"R",124,"R",30,"R",90,"R",0,"R",0,"R",34,"R",120,"Z",0,"R",120,"R",88,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",2
244613,"R",123,"R",1,"R",122,"R",69,"R",90,"R",0,"R",1,"R",31,"R",38,"R",1,"R",37,"R",28,"R",19,"R",0,"R",19,"R",13,"R",66,"R",0,"R",66,"R",49
245281,"R",16,"R",0,"R",16,"R",3,"R",6,"R",0,"R",0,"R",10,"R",15,"Z",0,"R",15,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
245980,"R",10,"R",0,"R",10,"R",2,"R",5,"R",0,"R",0,"R",5,"R",9,"Z",0,"R",9,"R",5,"R",1,"Z",0,"R",1,"R",0,"R",0,"Z",0,"R",0,"R",0
245999,"R",384,"R",0,"R",384,"R",63,"R",102,"R",0,"R",8,"R",274,"R",144,"Z",0,"R",144,"R",15,"R",0,"Z",0,"R",0,"R",0,"R",240,"Z",0,"R",240,"R",87
246017,"R",420,"R",0,"R",420,"R",56,"R",237,"R",11,"Z",0,"R",172,"R",48,"Z",0,"R",48,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",372,"Z",0,"R",372,"R",223
246035,"R",116,"Z",0,"R",116,"R",59,"R",78,"Z",0,"R",19,"R",19,"R",82,"Z",0,"R",82,"R",57,"R",24,"Z",0,"R",24,"R",14,"R",10,"Z",0,"R",10,"R",7
246071,"R",21,"R",0,"R",21,"R",13,"R",13,"R",0,"R",0,"R",8,"R",12,"Z",0,"R",12,"R",7,"R",2,"Z",0,"R",2,"R",2,"R",7,"Z",0,"R",7,"R",4
246406,"R",40,"R",0,"R",40,"R",2,"R",10,"R",1,"R",16,"R",13,"R",40,"Z",0,"R",40,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
246415,"R",3,"R",0,"R",3,"R",1,"R",1,"R",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
246460,"R",111,"R",0,"R",111,"R",55,"R",64,"R",0,"R",14,"R",33,"R",82,"Z",0,"R",82,"R",42,"R",0,"Z",0,"R",0,"R",0,"R",29,"Z",0,"R",29,"R",22
246895,"R",200,"R",0,"R",200,"R",36,"R",173,"R",0,"R",0,"R",27,"R",83,"Z",0,"R",83,"R",73,"R",11,"Z",0,"R",11,"R",10,"R",106,"Z",0,"R",106,"R",90
247010,"R",29,"R",0,"R",29,"R",13,"R",20,"R",0,"R",2,"R",7,"R",19,"Z",0,"R",19,"R",12,"R",5,"Z",0,"R",5,"R",4,"R",5,"Z",0,"R",5,"R",4
247047,"R",43,"R",0,"R",43,"R",16,"R",32,"R",0,"R",0,"R",11,"R",30,"Z",0,"R",30,"R",19,"R",1,"Z",0,"R",1,"R",1,"R",12,"Z",0,"R",12,"R",12
247153,"R",78,"Z",0,"R",78,"R",27,"R",34,"Z",0,"R",0,"R",44,"R",68,"Z",0,"R",68,"R",29,"R",8,"Z",0,"R",8,"R",4,"R",2,"Z",0,"R",2,"R",1
247409,"R",73,"R",0,"R",73,"R",40,"R",57,"R",0,"R",0,"R",16,"R",65,"Z",0,"R",65,"R",52,"R",6,"Z",0,"R",6,"R",4,"R",2,"Z",0,"R",2,"R",1
248192,"R",21,"R",0,"R",21,"R",4,"R",13,"R",0,"R",1,"R",7,"R",16,"Z",0,"R",16,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",3
248527,"R",10,"R",0,"R",10,"R",1,"R",6,"R",0,"R",1,"R",3,"R",10,"Z",0,"R",10,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
248624,"R",20,"R",0,"R",20,"R",5,"R",18,"R",0,"R",0,"R",2,"R",14,"Z",0,"R",14,"R",13,"R",2,"Z",0,"R",2,"R",2,"R",4,"Z",0,"R",4,"R",3
248633,"R",22,"R",0,"R",22,"R",15,"R",15,"R",0,"R",0,"R",7,"R",16,"Z",0,"R",16,"R",14,"R",4,"Z",0,"R",4,"R",1,"R",2,"Z",0,"R",2,"R",0
248660,"R",35,"R",0,"R",35,"R",0,"R",14,"R",0,"R",0,"R",21,"R",31,"Z",0,"R",31,"R",13,"R",1,"Z",0,"R",1,"R",0,"R",3,"Z",0,"R",3,"R",1
248703,"R",111,"R",0,"R",111,"R",4,"R",73,"R",0,"R",0,"R",38,"R",78,"Z",0,"R",78,"R",45,"R",14,"Z",0,"R",14,"R",14,"R",19,"Z",0,"R",19,"R",14
249238,"R",155,"R",0,"R",155,"R",18,"R",87,"Z",0,"Z",0,"R",68,"R",109,"Z",0,"R",109,"R",59,"R",15,"Z",0,"R",15,"R",10,"R",31,"Z",0,"R",31,"R",18
250744,"R",109,"Z",0,"R",109,"R",42,"R",54,"Z",0,"R",0,"R",55,"R",103,"Z",0,"R",103,"R",53,"R",1,"Z",0,"R",1,"R",1,"R",5,"Z",0,"R",5,"R",0
250993,"R",17,"R",0,"R",17,"R",8,"R",8,"R",0,"R",0,"R",9,"R",9,"Z",0,"R",9,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",2
260336,"R",23,"R",0,"R",23,"R",19,"R",19,"R",0,"R",0,"R",4,"R",17,"Z",0,"R",17,"R",14,"R",5,"Z",0,"R",5,"R",4,"R",1,"Z",0,"R",1,"R",1
260363,"R",10,"R",0,"R",10,"R",5,"R",5,"R",0,"R",0,"R",5,"R",5,"Z",0,"R",5,"R",1,"R",3,"Z",0,"R",3,"R",2,"R",2,"Z",0,"R",2,"R",2
260664,"R",373,"R",0,"R",373,"R",282,"R",288,"R",0,"R",0,"R",85,"R",175,"Z",0,"R",175,"R",131,"R",12,"Z",0,"R",12,"R",10,"R",186,"Z",0,"R",186,"R",147
260929,"R",57,"R",0,"R",57,"R",8,"R",47,"Z",0,"Z",0,"R",10,"R",32,"Z",0,"R",32,"R",29,"R",7,"Z",0,"R",7,"R",6,"R",18,"Z",0,"R",18,"R",12
260965,"R",40,"R",0,"R",40,"R",1,"R",25,"Z",0,"Z",0,"R",15,"R",35,"Z",0,"R",35,"R",20,"R",3,"Z",0,"R",3,"R",3,"R",2,"Z",0,"R",2,"R",2
261676,"R",42,"R",0,"R",42,"R",18,"R",32,"R",0,"R",0,"R",10,"R",29,"Z",0,"R",29,"R",22,"R",9,"Z",0,"R",9,"R",6,"R",4,"Z",0,"R",4,"R",4
261685,"R",40,"R",0,"R",40,"R",17,"R",28,"R",0,"R",0,"R",12,"R",34,"Z",0,"R",34,"R",24,"R",3,"Z",0,"R",3,"R",1,"R",3,"Z",0,"R",3,"R",3
261719,"R",190,"R",0,"R",190,"R",27,"R",50,"Z",0,"R",0,"R",140,"R",128,"Z",0,"R",128,"R",42,"R",17,"Z",0,"R",17,"R",7,"R",45,"Z",0,"R",45,"R",1
261773,"R",31,"Z",0,"R",31,"R",29,"R",29,"R",0,"R",0,"R",2,"R",27,"Z",0,"R",27,"R",27,"R",3,"Z",0,"R",3,"R",2,"R",1,"Z",0,"R",1,"R",0
262341,"R",214,"R",0,"R",214,"R",91,"R",123,"R",0,"R",0,"R",91,"R",99,"Z",0,"R",99,"R",50,"R",61,"Z",0,"R",61,"R",35,"R",54,"Z",0,"R",54,"R",38
262369,"R",85,"R",0,"R",85,"R",43,"R",53,"R",2,"R",1,"R",29,"R",62,"Z",0,"R",62,"R",35,"R",5,"Z",0,"R",5,"R",2,"R",18,"Z",0,"R",18,"R",16
262466,"R",3,"R",0,"R",3,"R",3,"R",3,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
362700,"R",56,"R",0,"R",56,"R",5,"R",35,"R",0,"R",0,"R",21,"R",36,"Z",0,"R",36,"R",21,"R",2,"Z",0,"R",2,"R",1,"R",18,"Z",0,"R",18,"R",13
362782,"R",18,"R",0,"R",18,"R",17,"R",17,"R",0,"R",0,"R",1,"R",10,"Z",0,"R",10,"R",10,"R",1,"Z",0,"R",1,"R",1,"R",7,"Z",0,"R",7,"R",6
363013,"R",33,"R",0,"R",33,"R",25,"R",25,"R",0,"R",0,"R",8,"R",28,"Z",0,"R",28,"R",20,"R",5,"Z",0,"R",5,"R",5,"R",0,"Z",0,"R",0,"R",0
363077,"P",32,"P",0,"P",32,"P",6,"P",21,"P",1,"P",1,"P",9,"P",32,"P",0,"P",32,"P",21,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0
363679,"R",30,"R",0,"R",30,"R",3,"R",27,"R",0,"R",0,"R",3,"R",16,"Z",0,"R",16,"R",16,"R",6,"Z",0,"R",6,"R",6,"R",8,"Z",0,"R",8,"R",5
364627,"R",59,"R",0,"R",59,"R",24,"R",30,"R",0,"R",22,"R",7,"R",45,"Z",0,"R",45,"R",22,"R",0,"Z",0,"R",0,"R",0,"R",14,"Z",0,"R",14,"R",8
364636,"R",28,"R",0,"R",28,"R",18,"R",18,"R",10,"R",0,"R",0,"R",18,"Z",0,"R",18,"R",11,"R",4,"Z",0,"R",4,"R",3,"R",6,"Z",0,"R",6,"R",4
364751,"R",155,"Z",0,"R",155,"R",65,"R",87,"Z",0,"R",0,"R",68,"R",132,"Z",0,"R",132,"R",73,"R",9,"Z",0,"R",9,"R",6,"R",14,"Z",0,"R",14,"R",8
364760,"R",16,"R",0,"R",16,"R",6,"R",11,"R",0,"R",0,"R",5,"R",9,"Z",0,"R",9,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",5
364946,"R",39,"R",0,"R",39,"R",11,"R",19,"R",0,"R",0,"R",20,"R",29,"Z",0,"R",29,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",3
364964,"R",27,"R",0,"R",27,"R",19,"R",19,"R",0,"R",0,"R",8,"R",11,"Z",0,"R",11,"R",11,"R",1,"Z",0,"R",1,"R",1,"R",15,"Z",0,"R",15,"R",7
