UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
101277,"R",30,"R",0,"R",30,"R",4,"R",22,"R",0,"R",0,"R",8,"R",23,"Z",0,"R",23,"R",17,"R",4,"Z",0,"R",4,"R",4,"R",3,"Z",0,"R",3,"R",1
102711,"R",135,"R",0,"R",135,"R",123,"R",128,"R",0,"R",0,"R",7,"R",39,"Z",0,"R",39,"R",39,"R",17,"Z",0,"R",17,"R",17,"R",79,"Z",0,"R",79,"R",72
103741,"R",56,"R",0,"R",56,"R",0,"R",34,"R",0,"R",1,"R",21,"R",50,"Z",0,"R",50,"R",29,"R",2,"Z",0,"R",2,"R",2,"R",4,"Z",0,"R",4,"R",3
103954,"R",13,"R",0,"R",13,"R",7,"R",7,"R",1,"R",1,"R",4,"R",12,"Z",0,"R",12,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
103963,"R",513,"R",0,"R",513,"R",221,"R",261,"R",0,"R",0,"R",252,"R",355,"Z",0,"R",355,"R",189,"R",45,"Z",0,"R",45,"R",31,"R",113,"Z",0,"R",113,"R",41
104391,"R",36,"R",0,"R",36,"R",5,"R",20,"R",0,"R",3,"R",13,"R",31,"Z",0,"R",31,"R",17,"R",4,"Z",0,"R",4,"R",2,"R",1,"Z",0,"R",1,"R",1
104443,"R",25,"R",0,"R",25,"R",1,"R",13,"R",0,"R",0,"R",12,"R",21,"Z",0,"R",21,"R",10,"R",1,"Z",0,"R",1,"R",0,"R",3,"Z",0,"R",3,"R",3
104568,"R",150,"R",0,"R",150,"R",87,"R",95,"R",4,"R",50,"R",1,"R",120,"Z",0,"R",120,"R",78,"R",0,"Z",0,"R",0,"R",0,"R",30,"Z",0,"R",30,"R",17
105677,"R",11,"R",0,"R",11,"R",11,"R",11,"Z",0,"Z",0,"R",0,"R",4,"Z",0,"R",4,"R",4,"R",5,"Z",0,"R",5,"R",5,"R",2,"Z",0,"R",2,"R",2
106111,"R",34,"R",0,"R",34,"R",2,"R",13,"R",0,"R",1,"R",20,"R",32,"Z",0,"R",32,"R",11,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0
106315,"R",2,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
106324,"R",28,"R",0,"R",28,"R",8,"R",19,"R",0,"R",0,"R",9,"R",26,"Z",0,"R",26,"R",19,"R",2,"Z",0,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0
106351,"R",3,"R",0,"R",3,"R",1,"R",1,"R",0,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",1
106360,"R",30,"R",0,"R",30,"R",1,"R",14,"R",0,"R",6,"R",10,"R",22,"Z",0,"R",22,"R",9,"R",1,"Z",0,"R",1,"R",1,"R",7,"Z",0,"R",7,"R",4
106494,"R",24,"R",0,"R",24,"R",1,"R",5,"Z",0,"R",7,"R",12,"R",22,"Z",0,"R",22,"R",5,"R",2,"Z",0,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0
106892,"R",358,"Z",0,"R",358,"R",118,"R",177,"Z",0,"R",2,"R",179,"R",279,"Z",0,"R",279,"R",146,"R",11,"Z",0,"R",11,"R",8,"R",68,"Z",0,"R",68,"R",23
106908,"R",125,"R",1,"R",124,"R",3,"R",67,"R",0,"R",0,"R",57,"R",112,"R",0,"R",112,"R",66,"R",5,"R",0,"R",5,"R",1,"R",8,"R",1,"R",7,"R",0
107099,"R",10,"R",0,"R",10,"R",1,"R",10,"R",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
107220,"R",202,"R",0,"R",202,"R",108,"R",118,"R",0,"R",0,"R",84,"R",155,"Z",0,"R",155,"R",106,"R",12,"Z",0,"R",12,"R",12,"R",35,"Z",0,"R",35,"R",0
107293,"R",21,"R",0,"R",21,"R",0,"R",10,"R",1,"R",0,"R",10,"R",18,"Z",0,"R",18,"R",7,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",1
107442,"R",9,"R",0,"R",9,"R",1,"R",7,"R",0,"R",0,"R",2,"R",9,"Z",0,"R",9,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
107488,"R",226,"R",2,"R",224,"R",9,"R",145,"R",3,"R",67,"R",9,"R",84,"R",2,"R",82,"R",22,"R",0,"R",0,"R",0,"R",0,"R",142,"R",0,"R",142,"R",123
107655,"R",10,"R",0,"R",10,"R",2,"R",9,"R",0,"R",0,"R",1,"R",9,"Z",0,"R",9,"R",8,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
107789,"R",43,"R",0,"R",43,"R",4,"R",29,"Z",0,"Z",0,"R",14,"R",27,"Z",0,"R",27,"R",15,"R",4,"Z",0,"R",4,"R",3,"R",12,"Z",0,"R",12,"R",11
107831,"R",27,"R",0,"R",27,"R",4,"R",13,"R",0,"R",0,"R",14,"R",20,"Z",0,"R",20,"R",8,"R",3,"Z",0,"R",3,"R",2,"R",4,"Z",0,"R",4,"R",3
108065,"R",16,"R",0,"R",16,"R",11,"R",14,"R",2,"R",0,"R",0,"R",14,"Z",0,"R",14,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",0
108977,"R",65,"Z",0,"R",65,"R",9,"R",35,"Z",0,"R",6,"R",24,"R",38,"Z",0,"R",38,"R",15,"R",1,"Z",0,"R",1,"R",1,"R",26,"Z",0,"R",26,"R",19
109721,"R",382,"R",0,"R",382,"R",177,"R",212,"R",0,"R",0,"R",170,"R",367,"Z",0,"R",367,"R",210,"R",1,"Z",0,"R",1,"R",1,"R",14,"Z",0,"R",14,"R",1
109730,"R",92,"R",0,"R",92,"R",66,"R",73,"R",0,"R",2,"R",17,"R",92,"Z",0,"R",92,"R",73,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
110194,"R",203,"R",0,"R",203,"R",157,"R",176,"R",0,"R",0,"R",27,"R",158,"Z",0,"R",158,"R",137,"R",28,"Z",0,"R",28,"R",26,"R",17,"Z",0,"R",17,"R",13
110875,"R",36,"R",0,"R",36,"R",26,"R",29,"R",0,"R",0,"R",7,"R",26,"Z",0,"R",26,"R",26,"R",3,"Z",0,"R",3,"R",3,"R",7,"Z",0,"R",7,"R",0
111054,"R",36,"R",0,"R",36,"R",5,"R",30,"R",0,"R",0,"R",6,"R",16,"Z",0,"R",16,"R",12,"R",3,"Z",0,"R",3,"R",2,"R",17,"Z",0,"R",17,"R",16
111708,"R",120,"R",0,"R",120,"R",0,"R",73,"Z",0,"R",15,"R",32,"R",89,"Z",0,"R",89,"R",50,"R",5,"Z",0,"R",5,"R",5,"R",26,"Z",0,"R",26,"R",18
111717,"R",161,"R",0,"R",161,"R",5,"R",116,"R",0,"R",15,"R",30,"R",103,"Z",0,"R",103,"R",82,"R",12,"Z",0,"R",12,"R",10,"R",46,"Z",0,"R",46,"R",24
111726,"R",168,"R",0,"R",168,"R",0,"R",145,"R",0,"R",4,"R",19,"R",113,"Z",0,"R",113,"R",101,"R",3,"Z",0,"R",3,"R",3,"R",52,"Z",0,"R",52,"R",41
111744,"R",104,"Z",0,"R",104,"R",1,"R",74,"R",0,"R",10,"R",20,"R",96,"Z",0,"R",96,"R",67,"R",6,"Z",0,"R",6,"R",6,"R",2,"Z",0,"R",2,"R",1
111762,"R",82,"Z",0,"R",82,"R",1,"R",60,"R",0,"R",3,"R",19,"R",31,"Z",0,"R",31,"R",27,"R",0,"Z",0,"R",0,"R",0,"R",51,"Z",0,"R",51,"R",33
111799,"R",130,"Z",0,"R",130,"R",0,"R",85,"Z",0,"R",12,"R",33,"R",65,"Z",0,"R",65,"R",45,"R",1,"Z",0,"R",1,"R",1,"R",64,"Z",0,"R",64,"R",39
112181,"R",111,"R",0,"R",111,"R",18,"R",95,"R",0,"R",0,"R",16,"R",44,"Z",0,"R",44,"R",37,"R",13,"Z",0,"R",13,"R",12,"R",54,"Z",0,"R",54,"R",46
112288,"R",345,"R",0,"R",345,"R",44,"R",184,"R",0,"R",0,"R",161,"R",289,"Z",0,"R",289,"R",151,"R",22,"Z",0,"R",22,"R",13,"R",34,"Z",0,"R",34,"R",20
112367,"R",391,"R",0,"R",391,"R",295,"R",351,"R",0,"Z",0,"R",40,"R",175,"Z",0,"R",175,"R",175,"R",0,"Z",0,"R",0,"R",0,"R",216,"Z",0,"R",216,"R",176
112455,"R",56,"R",1,"R",55,"R",4,"R",35,"Z",0,"R",1,"R",19,"R",48,"R",1,"R",47,"R",31,"R",2,"R",0,"R",2,"R",1,"R",6,"R",0,"R",6,"R",3
113449,"R",92,"R",0,"R",92,"R",31,"R",68,"R",0,"R",24,"R",0,"R",68,"Z",0,"R",68,"R",46,"R",7,"Z",0,"R",7,"R",6,"R",17,"Z",0,"R",17,"R",16
114460,"R",94,"R",0,"R",94,"R",12,"R",69,"R",0,"R",0,"R",25,"R",57,"Z",0,"R",57,"R",36,"R",11,"Z",0,"R",11,"R",8,"R",26,"Z",0,"R",26,"R",25
114637,"R",62,"Z",0,"R",62,"R",38,"R",58,"Z",0,"Z",0,"R",4,"R",17,"Z",0,"R",17,"R",17,"R",0,"Z",0,"R",0,"R",0,"R",45,"Z",0,"R",45,"R",41
114761,"R",35,"R",0,"R",35,"R",7,"R",24,"R",0,"R",3,"R",8,"R",25,"Z",0,"R",25,"R",15,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",9
114947,"R",138,"R",0,"R",138,"R",124,"R",125,"R",0,"R",0,"R",13,"R",25,"Z",0,"R",25,"R",25,"R",5,"Z",0,"R",5,"R",5,"R",108,"Z",0,"R",108,"R",95
115357,"R",59,"R",0,"R",59,"R",10,"R",47,"R",0,"R",0,"R",12,"R",45,"Z",0,"R",45,"R",33,"R",2,"Z",0,"R",2,"R",2,"R",12,"Z",0,"R",12,"R",12
115658,"R",15,"Z",0,"R",15,"R",3,"R",12,"Z",0,"R",1,"R",2,"R",15,"Z",0,"R",15,"R",12,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
116350,"R",50,"Z",0,"R",50,"R",9,"R",30,"Z",0,"Z",0,"R",20,"R",30,"Z",0,"R",30,"R",17,"R",5,"Z",0,"R",5,"R",3,"R",15,"Z",0,"R",15,"R",10
117238,"R",67,"R",0,"R",67,"R",23,"R",47,"R",1,"R",4,"R",15,"R",51,"Z",0,"R",51,"R",37,"R",4,"Z",0,"R",4,"R",4,"R",12,"Z",0,"R",12,"R",6
117955,"R",111,"R",0,"R",111,"R",16,"R",77,"R",0,"R",6,"R",28,"R",82,"Z",0,"R",82,"R",54,"R",8,"Z",0,"R",8,"R",5,"R",21,"Z",0,"R",21,"R",18
118134,"R",17,"R",0,"R",17,"R",2,"R",9,"R",0,"R",0,"R",8,"R",5,"Z",0,"R",5,"R",3,"R",1,"Z",0,"R",1,"R",0,"R",11,"Z",0,"R",11,"R",6
118143,"R",10,"R",0,"R",10,"R",1,"R",6,"R",0,"R",0,"R",4,"R",7,"Z",0,"R",7,"R",4,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",2
118161,"R",30,"R",0,"R",30,"R",23,"R",29,"R",0,"R",0,"R",1,"R",18,"Z",0,"R",18,"R",17,"R",4,"Z",0,"R",4,"R",4,"R",8,"Z",0,"R",8,"R",8
118958,"R",18,"Z",0,"R",18,"R",1,"R",11,"Z",0,"R",4,"R",3,"R",9,"Z",0,"R",9,"R",7,"R",0,"Z",0,"R",0,"R",0,"R",9,"Z",0,"R",9,"R",4
118994,"R",212,"R",0,"R",212,"R",7,"R",82,"R",2,"R",3,"R",125,"R",174,"Z",0,"R",174,"R",66,"R",20,"Z",0,"R",20,"R",10,"R",18,"Z",0,"R",18,"R",6
119553,"R",346,"R",0,"R",346,"R",254,"R",265,"R",0,"R",0,"R",81,"R",246,"Z",0,"R",246,"R",203,"R",32,"Z",0,"R",32,"R",25,"R",68,"Z",0,"R",68,"R",37
119951,"R",146,"R",0,"R",146,"R",3,"R",84,"R",0,"R",2,"R",60,"R",110,"Z",0,"R",110,"R",55,"R",5,"Z",0,"R",5,"R",4,"R",31,"Z",0,"R",31,"R",25
120069,"R",189,"R",0,"R",189,"R",22,"R",128,"R",0,"R",0,"R",61,"R",146,"Z",0,"R",146,"R",98,"R",15,"Z",0,"R",15,"R",9,"R",28,"Z",0,"R",28,"R",21
120087,"R",115,"R",0,"R",115,"R",15,"R",72,"R",2,"R",0,"R",41,"R",83,"Z",0,"R",83,"R",50,"R",5,"Z",0,"R",5,"R",2,"R",27,"Z",0,"R",27,"R",20
121433,"R",68,"Z",0,"R",68,"R",18,"R",32,"Z",0,"R",8,"R",28,"R",55,"Z",0,"R",55,"R",28,"R",1,"Z",0,"R",1,"R",0,"R",12,"Z",0,"R",12,"R",4
121637,"R",27,"R",0,"R",27,"R",0,"R",19,"R",0,"R",0,"R",8,"R",14,"Z",0,"R",14,"R",10,"R",0,"Z",0,"R",0,"R",0,"R",13,"Z",0,"R",13,"R",9
121859,"R",91,"R",0,"R",91,"R",29,"R",67,"R",0,"R",0,"R",24,"R",73,"Z",0,"R",73,"R",53,"R",7,"Z",0,"R",7,"R",6,"R",11,"Z",0,"R",11,"R",8
121868,"R",65,"R",0,"R",65,"R",24,"R",56,"R",0,"R",1,"R",8,"R",52,"Z",0,"R",52,"R",45,"R",4,"Z",0,"R",4,"R",4,"R",9,"Z",0,"R",9,"R",7
123350,"R",65,"R",0,"R",65,"R",45,"R",55,"Z",0,"R",10,"R",0,"R",60,"Z",0,"R",60,"R",50,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",5
123493,"R",203,"R",0,"R",203,"R",106,"R",106,"R",0,"R",61,"R",36,"R",133,"Z",0,"R",133,"R",81,"R",33,"Z",0,"R",33,"R",17,"R",37,"Z",0,"R",37,"R",8
124681,"R",715,"R",0,"R",715,"R",106,"R",465,"R",9,"R",2,"R",239,"R",675,"Z",0,"R",675,"R",432,"R",13,"Z",0,"R",13,"R",11,"R",27,"Z",0,"R",27,"R",22
125082,"R",29,"Z",0,"R",29,"R",0,"R",13,"Z",0,"R",2,"R",14,"R",5,"Z",0,"R",5,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",24,"Z",0,"R",24,"R",10
125310,"R",18,"R",1,"R",17,"R",2,"R",13,"Z",0,"Z",0,"R",4,"R",15,"R",1,"R",14,"R",11,"R",2,"R",0,"R",2,"R",2,"R",1,"R",0,"R",1,"R",0
126915,"R",49,"R",0,"R",49,"R",47,"R",47,"Z",0,"R",0,"R",2,"R",26,"Z",0,"R",26,"R",26,"R",5,"Z",0,"R",5,"R",5,"R",18,"Z",0,"R",18,"R",16
127158,"R",695,"Z",0,"R",695,"R",556,"R",582,"Z",0,"R",62,"R",51,"R",465,"Z",0,"R",465,"R",446,"R",0,"Z",0,"R",0,"R",0,"R",230,"Z",0,"R",230,"R",136
127316,"R",43,"R",0,"R",43,"R",22,"R",33,"R",0,"R",0,"R",10,"R",33,"Z",0,"R",33,"R",25,"R",2,"Z",0,"R",2,"R",2,"R",8,"Z",0,"R",8,"R",6
128337,"R",46,"R",0,"R",46,"R",0,"R",32,"R",0,"R",0,"R",14,"R",36,"Z",0,"R",36,"R",24,"R",8,"Z",0,"R",8,"R",6,"R",2,"Z",0,"R",2,"R",2
128896,"R",36,"R",0,"R",36,"R",20,"R",24,"R",0,"R",0,"R",12,"R",28,"Z",0,"R",28,"R",20,"R",3,"Z",0,"R",3,"R",1,"R",5,"Z",0,"R",5,"R",3
129002,"R",48,"Z",0,"R",48,"R",28,"R",31,"R",0,"R",0,"R",17,"R",33,"Z",0,"R",33,"R",18,"R",12,"Z",0,"R",12,"R",11,"R",3,"Z",0,"R",3,"R",2
129349,"R",72,"R",0,"R",72,"R",5,"R",58,"Z",0,"Z",0,"R",14,"R",36,"Z",0,"R",36,"R",29,"R",15,"Z",0,"R",15,"R",12,"R",21,"Z",0,"R",21,"R",17
129932,"R",743,"Z",0,"R",743,"R",332,"R",579,"R",0,"Z",0,"R",164,"R",645,"Z",0,"R",645,"R",545,"R",32,"Z",0,"R",32,"R",22,"R",66,"Z",0,"R",66,"R",12
130174,"R",275,"R",0,"R",275,"R",170,"R",189,"R",0,"R",0,"R",86,"R",205,"Z",0,"R",205,"R",138,"R",35,"Z",0,"R",35,"R",24,"R",35,"Z",0,"R",35,"R",27
130873,"R",342,"R",0,"R",342,"R",198,"R",260,"R",0,"R",0,"R",82,"R",239,"Z",0,"R",239,"R",167,"R",17,"Z",0,"R",17,"R",16,"R",86,"Z",0,"R",86,"R",77
131061,"R",48,"R",0,"R",48,"R",11,"R",19,"R",0,"R",0,"R",29,"R",33,"Z",0,"R",33,"R",14,"R",4,"Z",0,"R",4,"R",3,"R",11,"Z",0,"R",11,"R",2
132675,"R",30,"R",0,"R",30,"R",17,"R",17,"R",0,"R",0,"R",13,"R",11,"Z",0,"R",11,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",19,"Z",0,"R",19,"R",16
132976,"R",228,"R",2,"R",226,"R",7,"R",200,"R",0,"R",25,"R",1,"R",74,"R",0,"R",74,"R",74,"R",0,"R",0,"R",0,"R",0,"R",154,"R",2,"R",152,"R",126
133155,"R",381,"R",0,"R",381,"R",213,"R",344,"R",0,"R",11,"R",26,"R",244,"Z",0,"R",244,"R",244,"R",0,"Z",0,"R",0,"R",0,"R",137,"Z",0,"R",137,"R",100
134024,"R",15,"R",0,"R",15,"R",13,"R",13,"R",0,"R",0,"R",2,"R",12,"Z",0,"R",12,"R",11,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",0
134228,"R",31,"R",0,"R",31,"R",27,"R",27,"Z",0,"Z",0,"R",4,"R",31,"Z",0,"R",31,"R",27,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
134307,"R",230,"R",2,"R",228,"R",50,"R",65,"R",0,"R",4,"R",159,"R",180,"R",2,"R",178,"R",65,"R",0,"R",0,"R",0,"R",0,"R",50,"R",0,"R",50,"R",0
134529,"R",94,"R",0,"R",94,"R",41,"R",67,"R",0,"R",0,"R",27,"R",72,"Z",0,"R",72,"R",63,"R",5,"Z",0,"R",5,"R",3,"R",17,"Z",0,"R",17,"R",1
134574,"R",26,"R",0,"R",26,"R",16,"R",18,"R",0,"R",0,"R",8,"R",21,"Z",0,"R",21,"R",17,"R",2,"Z",0,"R",2,"R",1,"R",3,"Z",0,"R",3,"R",0
134714,"R",68,"R",1,"R",67,"R",18,"R",38,"R",0,"R",0,"R",29,"R",50,"R",0,"R",50,"R",33,"R",4,"R",1,"R",3,"R",2,"R",14,"R",0,"R",14,"R",3
135142,"R",68,"R",2,"R",66,"R",2,"R",62,"R",0,"R",2,"R",2,"R",64,"R",2,"R",62,"R",59,"R",2,"R",0,"R",2,"R",2,"R",2,"R",0,"R",2,"R",1
135179,"R",512,"R",0,"R",512,"R",281,"R",404,"R",0,"R",0,"R",108,"R",156,"Z",0,"R",156,"R",111,"R",0,"Z",0,"R",0,"R",0,"R",356,"Z",0,"R",356,"R",293
135276,"R",726,"R",2,"R",724,"R",293,"R",345,"Z",0,"R",12,"R",367,"R",347,"R",1,"R",346,"R",165,"R",0,"R",0,"R",0,"R",0,"R",379,"R",1,"R",378,"R",180
135337,"R",53,"R",0,"R",53,"R",20,"R",31,"R",0,"R",0,"R",22,"R",33,"Z",0,"R",33,"R",17,"R",5,"Z",0,"R",5,"R",4,"R",15,"Z",0,"R",15,"R",10
135522,"R",234,"R",1,"R",233,"R",182,"R",182,"R",6,"R",16,"R",29,"R",132,"R",0,"R",132,"R",108,"R",0,"R",0,"R",0,"R",0,"R",102,"R",1,"R",101,"R",74
135559,"R",58,"R",0,"R",58,"R",2,"R",42,"R",0,"R",0,"R",16,"R",35,"Z",0,"R",35,"R",31,"R",6,"Z",0,"R",6,"R",5,"R",17,"Z",0,"R",17,"R",6
136109,"R",47,"R",0,"R",47,"R",0,"R",36,"R",0,"R",1,"R",10,"R",27,"Z",0,"R",27,"R",21,"R",5,"Z",0,"R",5,"R",4,"R",15,"Z",0,"R",15,"R",11
136303,"R",282,"R",0,"R",282,"R",137,"R",141,"R",0,"R",0,"R",141,"R",101,"Z",0,"R",101,"R",71,"R",0,"Z",0,"R",0,"R",0,"R",181,"Z",0,"R",181,"R",70
136491,"R",241,"Z",0,"R",241,"R",73,"R",111,"R",0,"R",11,"R",119,"R",124,"Z",0,"R",124,"R",111,"R",0,"Z",0,"R",0,"R",0,"R",117,"Z",0,"R",117,"R",0
136765,"R",218,"R",0,"R",218,"R",175,"R",200,"R",0,"R",18,"R",0,"R",189,"Z",0,"R",189,"R",189,"R",0,"Z",0,"R",0,"R",0,"R",29,"Z",0,"R",29,"R",11
137023,"R",284,"R",0,"R",284,"R",245,"R",258,"R",0,"R",26,"R",0,"R",119,"Z",0,"R",119,"R",112,"R",0,"Z",0,"R",0,"R",0,"R",165,"Z",0,"R",165,"R",146
137591,"R",369,"R",0,"R",369,"R",111,"R",254,"R",0,"R",5,"R",110,"R",225,"Z",0,"R",225,"R",135,"R",124,"Z",0,"R",124,"R",100,"R",20,"Z",0,"R",20,"R",19
137856,"R",41,"R",0,"R",41,"R",32,"R",32,"R",0,"R",0,"R",9,"R",14,"Z",0,"R",14,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",27,"Z",0,"R",27,"R",18
137865,"R",123,"R",0,"R",123,"R",60,"R",68,"R",0,"R",1,"R",54,"R",85,"Z",0,"R",85,"R",49,"R",0,"Z",0,"R",0,"R",0,"R",38,"Z",0,"R",38,"R",19
138284,"R",335,"R",0,"R",335,"R",97,"R",97,"R",24,"R",4,"R",210,"R",149,"Z",0,"R",149,"R",44,"R",0,"Z",0,"R",0,"R",0,"R",186,"Z",0,"R",186,"R",53
138822,"R",172,"R",0,"R",172,"R",54,"R",118,"R",1,"R",5,"R",48,"R",94,"Z",0,"R",94,"R",80,"R",5,"Z",0,"R",5,"R",5,"R",73,"Z",0,"R",73,"R",33
138938,"R",31,"Z",0,"R",31,"R",24,"R",24,"R",0,"Z",0,"R",7,"R",15,"Z",0,"R",15,"R",15,"R",7,"Z",0,"R",7,"R",7,"R",9,"Z",0,"R",9,"R",2
139506,"R",102,"R",0,"R",102,"R",22,"R",69,"R",7,"R",4,"R",22,"R",73,"Z",0,"R",73,"R",60,"R",5,"Z",0,"R",5,"R",5,"R",24,"Z",0,"R",24,"R",4
141608,"R",39,"R",0,"R",39,"R",9,"R",29,"R",0,"R",0,"R",10,"R",28,"Z",0,"R",28,"R",22,"R",3,"Z",0,"R",3,"R",3,"R",8,"Z",0,"R",8,"R",4
142407,"R",31,"R",0,"R",31,"R",14,"R",27,"R",0,"R",0,"R",4,"R",28,"Z",0,"R",28,"R",24,"R",0,"Z",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3
142416,"R",15,"R",0,"R",15,"R",12,"R",12,"R",0,"R",0,"R",3,"R",11,"Z",0,"R",11,"R",11,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",2,"R",0
142489,"R",35,"R",0,"R",35,"R",17,"R",23,"R",0,"R",0,"R",12,"R",24,"Z",0,"R",24,"R",13,"R",1,"Z",0,"R",1,"R",1,"R",10,"Z",0,"R",10,"R",9
143376,"R",65,"R",0,"R",65,"R",3,"R",41,"Z",0,"Z",0,"R",24,"R",35,"Z",0,"R",35,"R",17,"R",4,"Z",0,"R",4,"R",4,"R",26,"Z",0,"R",26,"R",20
143464,"R",7,"R",0,"R",7,"R",1,"R",3,"R",0,"R",0,"R",4,"R",6,"Z",0,"R",6,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
143473,"R",10,"R",0,"R",10,"R",2,"R",8,"Z",0,"Z",0,"R",2,"R",8,"Z",0,"R",8,"R",6,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0
143482,"R",12,"R",0,"R",12,"R",8,"R",8,"R",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",11,"Z",0,"R",11,"R",7
143552,"R",3,"R",0,"R",3,"R",1,"R",2,"R",0,"R",0,"R",1,"R",3,"Z",0,"R",3,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
144573,"R",14,"Z",0,"R",14,"R",3,"R",10,"Z",0,"Z",0,"R",4,"R",11,"Z",0,"R",11,"R",7,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",1
144795,"R",178,"R",0,"R",178,"R",9,"R",81,"R",0,"R",0,"R",97,"R",130,"Z",0,"R",130,"R",56,"R",15,"Z",0,"R",15,"R",9,"R",33,"Z",0,"R",33,"R",16
145099,"R",99,"R",0,"R",99,"R",56,"R",78,"R",0,"R",0,"R",21,"R",79,"Z",0,"R",79,"R",62,"R",10,"Z",0,"R",10,"R",9,"R",10,"Z",0,"R",10,"R",7
145309,"R",20,"R",0,"R",20,"R",13,"R",18,"R",0,"R",1,"R",1,"R",12,"Z",0,"R",12,"R",12,"R",5,"Z",0,"R",5,"R",5,"R",3,"Z",0,"R",3,"R",1
145406,"R",55,"Z",0,"R",55,"R",10,"R",39,"Z",0,"Z",0,"R",16,"R",21,"Z",0,"R",21,"R",15,"R",20,"Z",0,"R",20,"R",13,"R",14,"Z",0,"R",14,"R",11
145424,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
145433,"R",19,"R",0,"R",19,"R",1,"R",9,"R",0,"R",1,"R",9,"R",10,"Z",0,"R",10,"R",4,"R",2,"Z",0,"R",2,"R",1,"R",7,"Z",0,"R",7,"R",4
146454,"R",28,"Z",0,"R",28,"R",0,"R",19,"Z",0,"Z",0,"R",9,"R",22,"Z",0,"R",22,"R",14,"R",5,"Z",0,"R",5,"R",4,"R",1,"Z",0,"R",1,"R",1
146807,"R",11,"Z",0,"R",11,"R",9,"R",9,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",3,"R",3,"Z",0,"R",3,"R",2,"R",4,"Z",0,"R",4,"R",4
147642,"R",23,"R",0,"R",23,"R",5,"R",11,"R",0,"R",0,"R",12,"R",4,"Z",0,"R",4,"R",3,"R",1,"Z",0,"R",1,"R",0,"R",18,"Z",0,"R",18,"R",8
147819,"R",39,"R",0,"R",39,"R",33,"R",33,"R",0,"R",0,"R",6,"R",21,"Z",0,"R",21,"R",21,"R",8,"Z",0,"R",8,"R",8,"R",10,"Z",0,"R",10,"R",4
148098,"R",49,"R",0,"R",49,"R",4,"R",46,"R",0,"R",0,"R",3,"R",32,"Z",0,"R",32,"R",29,"R",6,"Z",0,"R",6,"R",6,"R",11,"Z",0,"R",11,"R",11
