UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
106713, 3,"R",628,"R",44,"R",584,"R",0
106713,11,"R",65,"R",11,"R",54,"R",0
106795, 1,"R",1793,"R",405,"R",836,"R",552
106795, 2,"R",1793,"R",405,"R",836,"R",552
106795, 3,"R",1041,"R",256,"R",553,"R",232
106795,11,"R",752,"R",149,"R",283,"R",320
106810, 1,"R",208,"R",6,"R",142,"R",60
106810, 2,"R",208,"R",6,"R",142,"R",60
106810, 3,"R",181,"R",1,"R",142,"R",38
106810,11,"R",27,"R",5,"R",0,"R",22
106883, 1,"R",1416,"R",354,"R",603,"R",459
106883, 2,"R",1416,"R",354,"R",603,"R",459
106883, 3,"R",903,"R",170,"R",503,"R",230
106883,11,"R",513,"R",184,"R",100,"R",229
106892, 1,"R",227,"A",,"A",,"R",227
106892, 2,"R",227,"A",,"A",,"R",227
106892, 3,"C",227,"A",,"A",,"C",227
106908, 1,"R",520,"A",,"A",,"R",520
106908, 2,"R",520,"A",,"A",,"R",520
106908, 3,"C",520,"A",,"A",,"C",520
106980, 1,"R",2918,"R",568,"R",1671,"R",679
106980, 2,"R",2918,"R",568,"R",1671,"R",679
106980, 3,"R",2384,"R",544,"R",1561,"R",279
106980,11,"R",534,"R",24,"R",110,"R",400
106999, 1,"R",1490,"R",191,"R",809,"R",490
106999, 2,"R",1490,"R",191,"R",809,"R",490
106999, 3,"R",1037,"R",160,"R",605,"R",272
106999,11,"R",453,"R",31,"R",204,"R",218
107044, 1,"R",5149,"R",1460,"R",1430,"R",2259
107044, 2,"R",3830,"R",952,"R",1138,"R",1740
107044, 3,"R",3592,"R",881,"R",1132,"R",1579
107044,11,"R",238,"R",71,"R",6,"R",161
107044,12,"R",1319,"R",508,"R",292,"R",519
107071, 1,"R",3610,"R",861,"R",2565,"R",184
107071, 2,"R",2895,"R",334,"R",2407,"R",154
107071, 3,"R",2862,"R",322,"R",2402,"R",138
107071,11,"R",33,"R",12,"R",5,"R",16
107071,12,"R",715,"R",527,"R",158,"R",30
107080, 1,"R",1103,"A",,"A",,"R",1103
107080, 2,"R",1089,"A",,"A",,"R",1089
107080, 3,"R",1087,"A",,"A",,"R",1087
107080,11,"R",2,"A",,"A",,"R",2
107080,12,"R",14,"A",,"A",,"R",14
107099, 1,"R",120,"A",,"A",,"R",120
107099, 2,"R",120,"A",,"A",,"R",120
107099, 3,"C",120,"A",,"A",,"C",120
107123, 1,"R",97,"A",,"A",,"R",97
107123, 2,"R",97,"A",,"A",,"R",97
107123, 3,"R",97,"A",,"A",,"R",97
107141, 1,"R",2791,"R",802,"R",1208,"R",781
107141, 2,"R",2037,"R",409,"R",892,"R",736
107141, 3,"R",1591,"R",302,"R",874,"R",415
107141,11,"R",446,"R",107,"R",18,"R",321
107141,12,"R",754,"R",393,"R",316,"R",45
107220, 1,"R",305,"A",,"A",,"R",305
107220, 2,"R",305,"A",,"A",,"R",305
107220, 3,"C",305,"A",,"A",,"C",305
107293, 1,"R",92,"A",,"A",,"R",92
107293, 2,"R",92,"A",,"A",,"R",92
107293, 3,"C",92,"A",,"A",,"C",92
107318, 1,"R",1569,"R",388,"R",458,"R",723
107318, 2,"R",1569,"R",388,"R",458,"R",723
107318, 3,"R",760,"R",241,"R",290,"R",229
107318,11,"R",809,"R",147,"R",168,"R",494
107327, 1,"R",1757,"R",1113,"R",365,"R",279
107327, 2,"R",1757,"R",1113,"R",365,"R",279
107327, 3,"R",1017,"R",601,"R",333,"R",83
107327,11,"R",740,"R",512,"R",32,"R",196
107442, 1,"R",48,"A",,"A",,"R",48
107442, 2,"R",48,"A",,"A",,"R",48
107442, 3,"C",48,"A",,"A",,"C",48
107460, 1,"R",2070,"R",917,"R",742,"R",411
107460, 2,"R",2070,"R",917,"R",742,"R",411
107460, 3,"R",1543,"R",692,"R",630,"R",221
107460,11,"R",527,"R",225,"R",112,"R",190
107488, 1,"R",233,"A",,"A",,"R",233
107488, 2,"R",233,"A",,"A",,"R",233
107488, 3,"R",233,"A",,"A",,"R",233
107512, 1,"R",1817,"R",47,"R",804,"R",966
107512, 2,"R",1736,"R",47,"R",723,"R",966
107512, 3,"R",1558,"R",42,"R",721,"R",795
107512,11,"R",178,"R",5,"R",2,"R",171
107512,12,"R",81,"Z",0,"R",81,"R",0
107521, 1,"R",1716,"R",131,"R",327,"R",1258
107521, 2,"R",1716,"R",131,"R",327,"R",1258
107521, 3,"R",699,"R",88,"R",260,"R",351
107521,11,"R",1017,"R",43,"R",67,"R",907
107549, 1,"R",1275,"R",470,"R",334,"R",471
107549, 2,"R",1275,"R",470,"R",334,"R",471
107549, 3,"R",697,"R",320,"R",235,"R",142
107549,11,"R",578,"R",150,"R",99,"R",329
107558, 1,"R",904,"R",73,"R",822,"R",9
107558, 2,"R",904,"R",73,"R",822,"R",9
107558, 3,"R",890,"R",68,"R",817,"R",5
107558,11,"R",14,"R",5,"R",5,"R",4
107585, 1,"R",2400,"R",325,"R",1174,"R",901
107585, 2,"R",2400,"R",325,"R",1174,"R",901
107585, 3,"R",2125,"R",255,"R",1110,"R",760
107585,11,"R",275,"R",70,"R",64,"R",141
107600, 1,"R",991,"R",29,"R",868,"R",94
107600, 2,"R",991,"R",29,"R",868,"R",94
107600, 3,"R",988,"R",29,"R",868,"R",91
107600,11,"R",3,"Z",0,"Z",0,"R",3
107619, 1,"R",1492,"R",258,"R",717,"R",517
107619, 2,"R",1492,"R",258,"R",717,"R",517
107619, 3,"R",775,"R",127,"R",493,"R",155
107619,11,"R",717,"R",131,"R",224,"R",362
107637, 1,"R",1567,"R",54,"R",507,"R",1006
107637, 2,"R",1567,"R",54,"R",507,"R",1006
107637, 3,"R",1362,"R",51,"R",496,"R",815
107637,11,"R",205,"R",3,"R",11,"R",191
107655, 1,"R",61,"A",,"A",,"R",61
107655, 2,"R",61,"A",,"A",,"R",61
107655, 3,"C",61,"A",,"A",,"C",61
107664, 1,"R",6967,"R",2539,"R",2532,"R",1896
107664, 2,"R",6967,"R",2539,"R",2532,"R",1896
107664, 3,"R",5834,"R",1881,"R",2385,"R",1568
107664,11,"R",1133,"R",658,"R",147,"R",328
107725, 1,"R",1604,"R",409,"R",631,"R",564
107725, 2,"R",1604,"R",409,"R",631,"R",564
107725, 3,"R",1176,"R",326,"R",559,"R",291
107725,11,"R",428,"R",83,"R",72,"R",273
107743, 1,"R",964,"R",124,"R",545,"R",295
107743, 2,"R",964,"R",124,"R",545,"R",295
107743, 3,"R",664,"R",66,"R",415,"R",183
107743,11,"R",300,"R",58,"R",130,"R",112
107789, 1,"R",183,"A",,"A",,"R",183
107789, 2,"R",183,"A",,"A",,"R",183
107789, 3,"C",183,"A",,"A",,"C",183
107831, 1,"R",114,"A",,"A",,"R",114
107831, 2,"R",114,"A",,"A",,"R",114
107831, 3,"C",114,"A",,"A",,"C",114
107840, 1,"R",359,"Z",0,"R",260,"R",99
107840, 2,"R",359,"Z",0,"R",260,"R",99
107840, 3,"R",359,"Z",0,"R",260,"R",99
107877, 1,"R",671,"R",38,"R",149,"R",484
107877, 2,"R",639,"R",6,"R",149,"R",484
107877, 3,"R",630,"R",6,"R",149,"R",475
107877,11,"R",9,"R",0,"R",0,"R",9
107877,12,"R",32,"R",32,"R",0,"R",0
107974, 1,"R",1766,"R",574,"R",658,"R",534
107974, 2,"R",1766,"R",574,"R",658,"R",534
107974, 3,"R",1493,"R",549,"R",602,"R",342
107974,11,"R",273,"R",25,"R",56,"R",192
107983, 1,"R",5209,"R",1999,"R",2881,"R",329
107983, 2,"R",3763,"R",771,"R",2707,"R",285
107983, 3,"R",3370,"R",562,"R",2668,"R",140
107983,11,"R",393,"R",209,"R",39,"R",145
107983,12,"R",1446,"R",1228,"R",174,"R",44
107992, 1,"R",1588,"R",427,"R",343,"R",818
107992, 2,"R",1588,"R",427,"R",343,"R",818
107992, 3,"R",1204,"R",374,"R",292,"R",538
107992,11,"R",384,"R",53,"R",51,"R",280
108065, 1,"R",14,"A",,"A",,"R",14
108065, 2,"R",14,"A",,"A",,"R",14
108065, 3,"C",14,"A",,"A",,"C",14
108092, 1,"R",6478,"R",1581,"R",4064,"R",833
108092, 2,"R",6411,"R",1514,"R",4064,"R",833
108092, 3,"R",5096,"R",1308,"R",3651,"R",137
108092,11,"R",1315,"R",206,"R",413,"R",696
108092,12,"R",67,"R",67,"R",0,"R",0
108232, 1,"R",11927,"R",7384,"R",3338,"R",1205
108232, 2,"R",8243,"R",5084,"R",2549,"R",610
108232, 3,"R",8049,"R",4923,"R",2539,"R",587
108232,11,"R",194,"R",161,"R",10,"R",23
108232,12,"R",3684,"R",2300,"R",789,"R",595
108269, 1,"R",121,"R",0,"R",121,"R",0
108269,12,"R",121,"R",0,"R",121,"R",0
108667, 1,"R",9742,"R",6092,"R",2367,"R",1283
108667, 2,"R",9742,"R",6092,"R",2367,"R",1283
108667, 3,"R",7491,"R",4784,"R",1828,"R",879
108667,11,"R",2251,"R",1308,"R",539,"R",404
108807, 1,"R",14876,"R",2171,"R",5211,"R",7494
108807, 2,"R",14876,"R",2171,"R",5211,"R",7494
108807, 3,"R",10786,"R",1670,"R",4945,"R",4171
108807,11,"R",4090,"R",501,"R",266,"R",3323
108852, 1,"R",222,"A",,"A",,"R",222
108852, 2,"R",222,"A",,"A",,"R",222
108852, 3,"R",222,"A",,"A",,"R",222
108861, 1,"R",54,"R",47,"R",0,"R",7
108861,12,"R",54,"R",47,"R",0,"R",7
108870, 1,"R",383,"R",0,"R",383,"R",0
108870,12,"R",383,"R",0,"R",383,"R",0
108977, 1,"R",210,"A",,"A",,"R",210
108977, 2,"R",210,"A",,"A",,"R",210
108977, 3,"C",210,"A",,"A",,"C",210
109040, 1,"R",2862,"R",0,"R",339,"R",2523
109040, 2,"R",2862,"R",0,"R",339,"R",2523
109040, 3,"R",2862,"R",0,"R",339,"R",2523
109086, 1,"R",35,"A",,"A",,"R",35
109086, 2,"R",12,"A",,"A",,"R",12
109086, 3,"R",1,"A",,"A",,"R",1
109086,11,"R",11,"A",,"A",,"R",11
109086,12,"R",23,"A",,"A",,"R",23
109208, 1,"R",38602,"R",18703,"R",13735,"R",6164
109208, 2,"R",38602,"R",18703,"R",13735,"R",6164
109208, 3,"R",34531,"R",15840,"R",13096,"R",5595
109208,11,"R",4071,"R",2863,"R",639,"R",569
109350, 1,"R",15487,"R",819,"R",4829,"R",9839
109350, 2,"R",15487,"R",819,"R",4829,"R",9839
109350, 3,"R",13903,"R",707,"R",4523,"R",8673
109350,11,"R",1584,"R",112,"R",306,"R",1166
109651, 1,"R",3050,"R",3050,"Z",0,"R",0
109651, 2,"R",2722,"R",2722,"Z",0,"R",0
109651, 3,"R",2685,"R",2685,"Z",0,"R",0
109651,11,"R",37,"R",37,"Z",0,"R",0
109651,12,"R",328,"R",328,"Z",0,"R",0
109721, 1,"R",250,"A",,"A",,"R",250
109721, 2,"R",250,"A",,"A",,"R",250
109721, 3,"C",250,"A",,"A",,"C",250
109730, 1,"R",48,"A",,"A",,"R",48
109730, 2,"R",48,"A",,"A",,"R",48
109730, 3,"C",48,"A",,"A",,"C",48
109785, 1,"R",10494,"R",10418,"Z",0,"R",76
109785, 2,"R",5098,"R",5022,"Z",0,"R",76
109785, 3,"R",5098,"R",5022,"Z",0,"R",76
109785,12,"R",5396,"R",5396,"Z",0,"R",0
109819, 1,"R",35587,"R",30865,"R",3174,"R",1548
109819, 2,"R",35587,"R",30865,"R",3174,"R",1548
109819, 3,"R",26308,"R",21806,"R",3045,"R",1457
109819,11,"R",9279,"R",9059,"R",129,"R",91
109907, 1,"R",3552,"R",3410,"R",108,"R",34
109907, 2,"R",3552,"R",3410,"R",108,"R",34
109907, 3,"R",3202,"R",3079,"R",106,"R",17
109907,11,"R",350,"R",331,"R",2,"R",17
109934, 1,"R",603,"R",0,"R",459,"R",144
109934, 2,"R",603,"R",0,"R",459,"R",144
109934, 3,"C",603,"C",0,"C",459,"C",144
110060, 1,"R",465,"R",376,"R",86,"R",3
110060, 2,"R",323,"R",266,"R",55,"R",2
110060, 3,"R",323,"R",266,"R",55,"R",2
110060,12,"R",142,"R",110,"R",31,"R",1
110097, 1,"R",6473,"R",4020,"R",2257,"R",196
110097, 2,"R",3995,"R",2152,"R",1751,"R",92
110097, 3,"R",3938,"R",2152,"R",1730,"R",56
110097,11,"R",57,"Z",0,"R",21,"R",36
110097,12,"R",2478,"R",1868,"R",506,"R",104
110194, 1,"R",345,"A",,"A",,"R",345
110194, 2,"R",345,"A",,"A",,"R",345
110194, 3,"C",345,"A",,"A",,"C",345
110219, 1,"R",2302,"R",2302,"R",0,"R",0
110219, 2,"R",2302,"R",2302,"R",0,"R",0
110219, 3,"R",2302,"R",2302,"R",0,"R",0
110246, 1,"R",12100,"R",2601,"R",6155,"R",3344
110246, 2,"R",12100,"R",2601,"R",6155,"R",3344
110246, 3,"R",11529,"R",2427,"R",6047,"R",3055
110246,11,"R",571,"R",174,"R",108,"R",289
110316, 1,"R",2039,"R",2039,"Z",0,"R",0
110316, 2,"R",160,"R",160,"Z",0,"R",0
110316, 3,"R",160,"R",160,"Z",0,"R",0
110316,12,"R",1879,"R",1879,"Z",0,"R",0
110334, 1,"R",14473,"R",3577,"R",7251,"R",3645
110334, 2,"R",14473,"R",3577,"R",7251,"R",3645
110334, 3,"R",12759,"R",2850,"R",6747,"R",3162
110334,11,"R",1714,"R",727,"R",504,"R",483
110361, 1,"R",13722,"R",3334,"R",8262,"R",2126
110361, 2,"R",9311,"R",2112,"R",6806,"R",393
110361, 3,"R",9225,"R",2082,"R",6803,"R",340
110361,11,"R",86,"R",30,"R",3,"R",53
110361,12,"R",4411,"R",1222,"R",1456,"R",1733
110370, 1,"R",1777,"R",1559,"R",211,"R",7
110370, 2,"R",1381,"R",1275,"R",102,"R",4
110370, 3,"R",1338,"R",1234,"R",101,"R",3
110370,11,"R",43,"R",41,"R",1,"R",1
110370,12,"R",396,"R",284,"R",109,"R",3
110398, 1,"R",1034,"R",0,"R",227,"R",807
110398,12,"R",1034,"R",0,"R",227,"R",807
110404, 1,"R",2379,"R",1788,"R",364,"R",227
110404, 2,"R",973,"R",936,"R",37,"R",0
110404, 3,"R",973,"R",936,"R",37,"R",0
110404,12,"R",1406,"R",852,"R",327,"R",227
110413, 1,"R",4670,"R",1294,"R",3208,"R",168
110413, 2,"R",3100,"R",636,"R",2395,"R",69
110413, 3,"R",3095,"R",632,"R",2395,"R",68
110413,11,"R",5,"R",4,"R",0,"R",1
110413,12,"R",1570,"R",658,"R",813,"R",99
110422, 1,"R",23319,"R",16348,"R",6924,"R",47
110422, 2,"R",22137,"R",15760,"R",6361,"R",16
110422, 3,"R",22131,"R",15755,"R",6360,"R",16
110422,11,"R",6,"R",5,"R",1,"R",0
110422,12,"R",1182,"R",588,"R",563,"R",31
110468, 1,"R",4917,"R",4917,"R",0,"R",0
110468, 2,"R",1019,"R",1019,"R",0,"R",0
110468, 3,"R",470,"R",470,"R",0,"R",0
110468,11,"R",549,"R",549,"R",0,"R",0
110468,12,"R",3898,"R",3898,"R",0,"R",0
110486, 1,"R",13088,"R",11528,"R",1551,"R",9
110486, 2,"R",11036,"R",9570,"R",1466,"R",0
110486, 3,"R",10990,"R",9524,"R",1466,"R",0
110486,11,"R",46,"R",46,"R",0,"R",0
110486,12,"R",2052,"R",1958,"R",85,"R",9
110495, 1,"R",12470,"R",11319,"R",1143,"R",8
110495, 2,"R",10962,"R",10158,"R",803,"R",1
110495, 3,"R",10893,"R",10089,"R",803,"R",1
110495,11,"R",69,"R",69,"R",0,"R",0
110495,12,"R",1508,"R",1161,"R",340,"R",7
110510, 1,"R",21793,"R",21288,"R",503,"R",2
110510, 2,"R",18930,"R",18487,"R",441,"R",2
110510, 3,"R",18684,"R",18357,"R",327,"R",0
110510,11,"R",246,"R",130,"R",114,"R",2
110510,12,"R",2863,"R",2801,"R",62,"R",0
110529, 1,"R",31745,"R",31285,"R",458,"R",2
110529, 2,"R",29280,"R",28912,"R",366,"R",2
110529, 3,"R",29198,"R",28830,"R",366,"R",2
110529,11,"R",82,"R",82,"R",0,"R",0
110529,12,"R",2465,"R",2373,"R",92,"R",0
110538, 1,"R",18141,"R",16635,"R",1503,"R",3
110538, 2,"R",16905,"R",15775,"R",1127,"R",3
110538, 3,"R",16796,"R",15666,"R",1127,"R",3
110538,11,"R",109,"R",109,"R",0,"R",0
110538,12,"R",1236,"R",860,"R",376,"R",0
110547, 1,"R",20180,"R",16981,"R",3191,"R",8
110547, 2,"R",17064,"R",14663,"R",2400,"R",1
110547, 3,"R",17030,"R",14629,"R",2400,"R",1
110547,11,"R",34,"R",34,"R",0,"R",0
110547,12,"R",3116,"R",2318,"R",791,"R",7
110556, 1,"R",27235,"R",24302,"R",2879,"R",54
110556, 2,"R",24106,"R",22031,"R",2024,"R",51
110556, 3,"R",23672,"R",21649,"R",2021,"R",2
110556,11,"R",434,"R",382,"R",3,"R",49
110556,12,"R",3129,"R",2271,"R",855,"R",3
110565, 1,"R",47482,"R",43769,"R",3672,"R",41
110565, 2,"R",41714,"R",38345,"R",3355,"R",14
110565, 3,"R",41550,"R",38181,"R",3355,"R",14
110565,11,"R",164,"R",164,"R",0,"R",0
110565,12,"R",5768,"R",5424,"R",317,"R",27
110574, 1,"R",18567,"R",17445,"R",1120,"R",2
110574, 2,"R",14925,"R",13989,"R",935,"R",1
110574, 3,"R",14787,"R",13852,"R",934,"R",1
110574,11,"R",138,"R",137,"R",1,"R",0
110574,12,"R",3642,"R",3456,"R",185,"R",1
110583, 1,"R",43455,"R",37293,"R",6056,"R",106
110583, 2,"R",36746,"R",32277,"R",4461,"R",8
110583, 3,"R",36677,"R",32209,"R",4461,"R",7
110583,11,"R",69,"R",68,"R",0,"R",1
110583,12,"R",6709,"R",5016,"R",1595,"R",98
110592, 1,"R",29167,"R",24712,"R",4392,"R",63
110592, 2,"R",24729,"R",20993,"R",3714,"R",22
110592, 3,"R",24709,"R",20977,"R",3714,"R",18
110592,11,"R",20,"R",16,"R",0,"R",4
110592,12,"R",4438,"R",3719,"R",678,"R",41
110608, 1,"R",43286,"R",33100,"R",9965,"R",221
110608, 2,"R",36779,"R",28725,"R",7937,"R",117
110608, 3,"R",36683,"R",28655,"R",7911,"R",117
110608,11,"R",96,"R",70,"R",26,"R",0
110608,12,"R",6507,"R",4375,"R",2028,"R",104
110617, 1,"R",36476,"R",23423,"R",12671,"R",382
110617, 2,"R",32919,"R",21758,"R",11108,"R",53
110617, 3,"R",32809,"R",21659,"R",11099,"R",51
110617,11,"R",110,"R",99,"R",9,"R",2
110617,12,"R",3557,"R",1665,"R",1563,"R",329
110635, 1,"R",45584,"R",32060,"R",12740,"R",784
110635, 2,"R",33060,"R",25960,"R",7086,"R",14
110635, 3,"R",33041,"R",25944,"R",7083,"R",14
110635,11,"R",19,"R",16,"R",3,"R",0
110635,12,"R",12524,"R",6100,"R",5654,"R",770
110644, 1,"R",41743,"R",14654,"R",25245,"R",1844
110644, 2,"R",33396,"R",13397,"R",18565,"R",1434
110644, 3,"R",33315,"R",13395,"R",18541,"R",1379
110644,11,"R",81,"R",2,"R",24,"R",55
110644,12,"R",8347,"R",1257,"R",6680,"R",410
110653, 1,"R",38479,"R",27762,"R",10278,"R",439
110653, 2,"R",31372,"R",23456,"R",7768,"R",148
110653, 3,"R",31359,"R",23455,"R",7757,"R",147
110653,11,"R",13,"R",1,"R",11,"R",1
110653,12,"R",7107,"R",4306,"R",2510,"R",291
110662, 1,"R",47499,"R",32036,"R",12995,"R",2468
110662, 2,"R",33971,"R",28231,"R",5689,"R",51
110662, 3,"R",33971,"R",28231,"R",5689,"R",51
110662,12,"R",13528,"R",3805,"R",7306,"R",2417
110671, 1,"R",28597,"R",24568,"R",3666,"R",363
110671, 2,"R",24616,"R",23321,"R",1278,"R",17
110671, 3,"R",24337,"R",23046,"R",1274,"R",17
110671,11,"R",279,"R",275,"R",4,"R",0
110671,12,"R",3981,"R",1247,"R",2388,"R",346
110680, 1,"R",41682,"R",23341,"R",18094,"R",247
110680, 2,"R",33568,"R",21980,"R",11544,"R",44
110680, 3,"R",33553,"R",21970,"R",11539,"R",44
110680,11,"R",15,"R",10,"R",5,"R",0
110680,12,"R",8114,"R",1361,"R",6550,"R",203
110699, 1,"R",3313,"R",106,"R",2532,"R",675
110699,12,"R",3313,"R",106,"R",2532,"R",675
110705, 1,"R",28222,"R",21894,"R",6259,"R",69
110705, 2,"R",25149,"R",19136,"R",5949,"R",64
110705, 3,"R",25101,"R",19089,"R",5948,"R",64
110705,11,"R",48,"R",47,"R",1,"R",0
110705,12,"R",3073,"R",2758,"R",310,"R",5
110714, 1,"R",20781,"R",11736,"R",8081,"R",964
110714, 2,"R",18693,"R",11440,"R",6819,"R",434
110714, 3,"R",18693,"R",11440,"R",6819,"R",434
110714,12,"R",2088,"R",296,"R",1262,"R",530
110778, 1,"R",2025,"R",1780,"R",235,"R",10
110778, 2,"R",16,"R",16,"Z",0,"R",0
110778, 3,"R",11,"R",11,"Z",0,"R",0
110778,11,"R",5,"R",5,"Z",0,"R",0
110778,12,"R",2009,"R",1764,"R",235,"R",10
110875, 1,"R",90,"A",,"A",,"R",90
110875, 2,"R",90,"A",,"A",,"R",90
110875, 3,"C",90,"A",,"A",,"C",90
110918, 1,"R",19,"R",7,"R",3,"R",9
110918, 2,"R",19,"R",7,"R",3,"R",9
110918, 3,"R",19,"R",7,"R",3,"R",9
111045, 1,"R",94,"A",,"A",,"R",94
111045, 2,"R",54,"A",,"A",,"R",54
111045, 3,"R",54,"A",,"A",,"R",54
111045,12,"R",40,"A",,"A",,"R",40
111054, 1,"R",129,"A",,"A",,"R",129
111054, 2,"R",129,"A",,"A",,"R",129
111054, 3,"C",129,"A",,"A",,"C",129
111081, 1,"R",1256,"A",,"A",,"R",1256
111081, 2,"R",818,"A",,"A",,"R",818
111081, 3,"R",809,"A",,"A",,"R",809
111081,11,"R",9,"A",,"A",,"R",9
111081,12,"R",438,"A",,"A",,"R",438
111188, 1,"R",976,"R",276,"R",699,"R",1
111188, 2,"R",926,"R",226,"R",699,"R",1
111188, 3,"R",926,"R",226,"R",699,"R",1
111188,12,"R",50,"R",50,"R",0,"R",0
111391, 1,"R",854,"R",854,"Z",0,"R",0
111391,12,"R",854,"R",854,"Z",0,"R",0
111434, 1,"R",9598,"R",3002,"R",3078,"R",3518
111434, 2,"R",9598,"R",3002,"R",3078,"R",3518
111434, 3,"R",7737,"R",2389,"R",2735,"R",2613
111434,11,"R",1861,"R",613,"R",343,"R",905
111461, 1,"R",31696,"R",6958,"R",12260,"R",12478
111461, 2,"R",31696,"R",6958,"R",12260,"R",12478
111461, 3,"R",27672,"R",4964,"R",10906,"R",11802
111461,11,"R",4024,"R",1994,"R",1354,"R",676
111513, 1,"R",314,"A",,"A",,"R",314
111513, 2,"R",314,"A",,"A",,"R",314
111513, 3,"C",314,"A",,"A",,"C",314
111638, 1,"R",315,"R",18,"R",297,"R",0
111638, 2,"R",315,"R",18,"R",297,"R",0
111638, 3,"R",315,"R",18,"R",297,"R",0
111708, 1,"R",321,"A",,"A",,"R",321
111708, 2,"R",321,"A",,"A",,"R",321
111708, 3,"C",321,"A",,"A",,"C",321
111717, 1,"R",300,"A",,"A",,"R",300
111717, 2,"R",300,"A",,"A",,"R",300
111717, 3,"C",300,"A",,"A",,"C",300
111726, 1,"R",275,"A",,"A",,"R",275
111726, 2,"R",275,"A",,"A",,"R",275
111726, 3,"C",275,"A",,"A",,"C",275
111744, 1,"R",232,"A",,"A",,"R",232
111744, 2,"R",232,"A",,"A",,"R",232
111744, 3,"C",232,"A",,"A",,"C",232
111762, 1,"R",189,"A",,"A",,"R",189
111762, 2,"R",189,"A",,"A",,"R",189
111762, 3,"C",189,"A",,"A",,"C",189
111799, 1,"R",283,"A",,"A",,"R",283
111799, 2,"R",283,"A",,"A",,"R",283
111799, 3,"C",283,"A",,"A",,"C",283
111887, 1,"R",28040,"R",11837,"R",12811,"R",3392
111887, 2,"R",28040,"R",11837,"R",12811,"R",3392
111887, 3,"R",26912,"R",11097,"R",12678,"R",3137
111887,11,"R",1128,"R",740,"R",133,"R",255
111896, 1,"R",7774,"R",3481,"R",2511,"R",1782
111896, 2,"R",7774,"R",3481,"R",2511,"R",1782
111896, 3,"R",6273,"R",2910,"R",2288,"R",1075
111896,11,"R",1501,"R",571,"R",223,"R",707
111920, 1,"R",18128,"R",13937,"R",2773,"R",1418
111920, 2,"R",18128,"R",13937,"R",2773,"R",1418
111920, 3,"R",16444,"R",12541,"R",2653,"R",1250
111920,11,"R",1684,"R",1396,"R",120,"R",168
111939, 1,"R",27808,"R",26730,"R",1040,"R",38
111939, 2,"R",27808,"R",26730,"R",1040,"R",38
111939, 3,"R",22996,"R",21926,"R",1034,"R",36
111939,11,"R",4812,"R",4804,"R",6,"R",2
111948, 1,"R",10373,"R",95,"R",8622,"R",1656
111948, 2,"R",7803,"R",63,"R",7119,"R",621
111948, 3,"R",7626,"R",61,"R",7109,"R",456
111948,11,"R",177,"R",2,"R",10,"R",165
111948,12,"R",2570,"R",32,"R",1503,"R",1035
111966, 1,"R",1254,"Z",0,"R",1254,"R",0
111966, 2,"R",285,"Z",0,"R",285,"R",0
111966, 3,"R",283,"Z",0,"R",283,"R",0
111966,11,"R",2,"Z",0,"R",2,"R",0
111966,12,"R",969,"Z",0,"R",969,"R",0
112075, 1,"R",5365,"R",5110,"R",255,"R",0
112075, 2,"R",1880,"R",1625,"R",255,"R",0
112075, 3,"R",1862,"R",1607,"R",255,"R",0
112075,11,"R",18,"R",18,"R",0,"R",0
112075,12,"R",3485,"R",3485,"R",0,"R",0
112084, 1,"R",615,"R",227,"R",388,"R",0
112084, 2,"R",535,"R",147,"R",388,"R",0
112084, 3,"R",506,"R",118,"R",388,"R",0
112084,11,"R",29,"R",29,"Z",0,"R",0
112084,12,"R",80,"R",80,"Z",0,"R",0
112127, 1,"R",86,"R",86,"R",0,"R",0
112127,12,"R",86,"R",86,"R",0,"R",0
112172, 1,"R",16879,"R",4622,"R",9468,"R",2789
112172, 2,"R",16879,"R",4622,"R",9468,"R",2789
112172, 3,"R",14349,"R",3611,"R",8675,"R",2063
112172,11,"R",2530,"R",1011,"R",793,"R",726
112181, 1,"R",152,"A",,"A",,"R",152
112181, 2,"R",152,"A",,"A",,"R",152
112181, 3,"C",152,"A",,"A",,"C",152
112190, 1,"R",27774,"R",2981,"R",10165,"R",14628
112190, 2,"R",27774,"R",2981,"R",10165,"R",14628
112190, 3,"R",25183,"R",2482,"R",9855,"R",12846
112190,11,"R",2591,"R",499,"R",310,"R",1782
112251, 1,"R",2168,"R",824,"R",696,"R",648
112251,12,"R",2168,"R",824,"R",696,"R",648
112260, 1,"R",1331,"R",1331,"Z",0,"R",0
112260, 2,"R",1329,"R",1329,"Z",0,"R",0
112260, 3,"R",1329,"R",1329,"Z",0,"R",0
112260,12,"R",2,"R",2,"Z",0,"R",0
112288, 1,"R",669,"A",,"A",,"R",669
112288, 2,"R",669,"A",,"A",,"R",669
112288, 3,"C",669,"A",,"A",,"C",669
112367, 1,"R",897,"R",0,"R",507,"R",390
112367, 2,"R",897,"R",0,"R",507,"R",390
112367, 3,"R",897,"R",0,"R",507,"R",390
112385, 1,"R",15908,"R",15480,"R",341,"R",87
112385, 2,"R",15908,"R",15480,"R",341,"R",87
112385, 3,"R",14039,"R",13708,"R",285,"R",46
112385,11,"R",1869,"R",1772,"R",56,"R",41
112394, 1,"R",623,"R",623,"R",0,"R",0
112394, 2,"R",610,"R",610,"R",0,"R",0
112394, 3,"R",609,"R",609,"Z",0,"R",0
