UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
166513,99, 99,"R",1907,"R",1787
166629, 1,  1,"R",3,"R",3
166629, 4,  4,"R",3,"R",3
166629, 6,  6,"R",74,"R",69
166629, 8,  8,"R",12,"R",12
166629, 9,  9,"R",157,"R",152
166629,10, 10,"R",3,"R",2
166629,11, 11,"R",4,"R",3
166629,12, 12,"R",23,"R",23
166629,13, 13,"R",11,"R",11
166629,17, 17,"R",9,"R",9
166629,18, 18,"R",1,"R",1
166629,19, 19,"R",2,"R",2
166629,20, 20,"R",1,"R",1
166629,21, 21,"R",1,"R",1
166629,22, 22,"R",1,"R",1
166629,23, 23,"R",17,"R",16
166629,24, 24,"R",27,"R",26
166629,25, 25,"R",3398,"R",3264
166629,26, 26,"R",2,"R",2
166629,27, 27,"R",8,"R",5
166629,28, 28,"R",1,"R",1
166629,29, 29,"R",2,"R",2
166629,32, 32,"R",2,"R",2
166629,33, 33,"R",64,"R",59
166629,34, 34,"R",177,"R",175
166629,35, 35,"R",1,"R",1
166629,36, 36,"R",221,"R",213
166629,37, 37,"R",5,"R",4
166629,39, 39,"R",4,"R",4
166629,40, 40,"R",4,"R",3
166629,41, 41,"R",4,"R",4
166629,42, 42,"R",40,"R",39
166629,44, 44,"R",35,"R",35
166629,45, 45,"R",3,"R",3
166629,47, 47,"R",5,"R",5
166629,48, 48,"R",23,"R",22
166629,50, 50,"R",14,"R",13
166629,51, 51,"R",30,"R",26
166629,53, 53,"R",14,"R",14
166629,54, 54,"R",1,"R",1
166629,57, 57,"R",59,"R",55
166629,58,999,"R",4466,"R",4287
166629,72, 72,"R",2,"R",2
166629,89,999,"R",2,"R",2
166629,90, 90,"R",404,"R",371
166629,99, 99,"R",4872,"R",4660
166638, 1,  1,"R",2,"R",2
166638, 4,  4,"R",2,"R",1
166638, 6,  6,"R",14,"R",12
166638, 8,  8,"R",4,"R",3
166638, 9,  9,"R",44,"R",39
166638,10, 10,"R",1,"R",1
166638,12, 12,"R",12,"R",12
166638,13, 13,"R",4,"R",3
166638,16, 16,"R",2,"R",2
166638,17, 17,"R",3,"R",2
166638,18, 18,"R",2,"R",2
166638,19, 19,"R",1,"R",1
166638,22, 22,"R",2,"R",1
166638,23, 23,"R",6,"R",6
166638,24, 24,"R",6,"R",6
166638,25, 25,"R",1876,"R",1688
166638,26, 26,"R",4,"R",2
166638,27, 27,"R",3,"R",3
166638,28, 28,"R",1,"R",1
166638,29, 29,"R",1,"R",1
166638,32, 32,"R",2,"R",2
166638,33, 33,"R",22,"R",20
166638,34, 34,"R",18,"R",18
166638,35, 35,"R",2,"R",2
166638,36, 36,"R",27,"R",24
166638,42, 42,"R",12,"R",9
166638,44, 44,"R",14,"R",14
166638,45, 45,"R",3,"R",2
166638,48, 48,"R",6,"R",5
166638,50, 50,"R",8,"R",6
166638,51, 51,"R",1,"R",1
166638,53, 53,"R",2,"R",2
166638,55, 55,"R",2,"R",2
166638,56, 56,"R",1,"R",1
166638,58,999,"R",2110,"R",1896
166638,90, 90,"R",128,"R",15
166638,98, 98,"R",8,"A",
166638,99, 99,"R",2246,"R",1911
166647, 9,  9,"R",1,"Z",0
166647,13, 13,"R",1,"R",1
166647,25, 25,"R",720,"R",369
166647,44, 44,"R",1,"Z",0
166647,51, 51,"R",1,"Z",0
166647,58,999,"R",724,"R",370
166647,98, 98,"R",7,"A",
166647,99, 99,"R",731,"R",370
166674, 4,  4,"R",1,"R",1
166674, 6,  6,"R",5,"R",4
166674, 8,  8,"R",1,"R",1
166674, 9,  9,"R",19,"R",18
166674,12, 12,"R",6,"R",6
166674,13, 13,"R",1,"R",1
166674,20, 20,"R",1,"R",1
166674,23, 23,"R",7,"R",4
166674,24, 24,"R",1,"R",1
166674,25, 25,"R",268,"R",235
166674,27, 27,"R",1,"R",1
166674,31, 31,"R",1,"R",0
166674,33, 33,"R",8,"R",4
166674,34, 34,"R",7,"R",6
166674,36, 36,"R",8,"R",8
166674,37, 37,"R",3,"R",2
166674,41, 41,"R",1,"R",1
166674,42, 42,"R",1,"R",1
166674,44, 44,"R",6,"R",5
166674,45, 45,"R",1,"R",1
166674,48, 48,"R",5,"R",4
166674,50, 50,"R",6,"R",5
166674,51, 51,"R",1,"R",0
166674,53, 53,"R",1,"R",1
166674,58,999,"R",360,"R",311
166674,72, 72,"R",2,"R",2
166674,89,999,"R",2,"R",2
166674,90, 90,"R",25,"R",19
166674,99, 99,"R",387,"R",332
166683, 1,  1,"R",6,"R",6
166683, 2,  2,"R",1,"R",1
166683, 4,  4,"R",14,"R",14
166683, 5,  5,"R",1,"R",1
166683, 6,  6,"R",168,"R",151
166683, 8,  8,"R",15,"R",14
166683, 9,  9,"R",16,"R",15
166683,10, 10,"R",5,"R",5
166683,11, 11,"R",4,"R",3
166683,12, 12,"R",58,"R",49
166683,13, 13,"R",32,"R",28
166683,15, 15,"R",4,"R",4
166683,16, 16,"R",4,"R",3
166683,17, 17,"R",41,"R",36
166683,18, 18,"R",5,"R",3
166683,19, 19,"R",5,"R",5
166683,20, 20,"R",1,"Z",0
166683,21, 21,"R",11,"R",9
166683,22, 22,"R",3,"R",2
166683,23, 23,"R",4,"R",4
166683,24, 24,"R",31,"R",31
166683,25, 25,"R",91,"R",72
166683,26, 26,"R",17,"R",16
166683,27, 27,"R",10,"R",8
166683,28, 28,"R",3,"R",3
166683,29, 29,"R",7,"R",6
166683,30, 30,"R",2,"R",2
166683,31, 31,"R",5,"R",5
166683,32, 32,"R",5,"R",3
166683,33, 33,"R",3,"R",2
166683,34, 34,"R",54,"R",48
166683,35, 35,"R",5,"R",5
166683,36, 36,"R",105,"R",96
166683,37, 37,"R",21,"R",18
166683,38, 38,"R",1,"R",1
166683,39, 39,"R",11,"R",10
166683,40, 40,"R",3,"R",3
166683,41, 41,"R",5,"R",4
166683,42, 42,"R",36,"R",34
166683,44, 44,"R",2,"R",1
166683,45, 45,"R",6,"R",5
166683,46, 46,"R",3,"R",2
166683,47, 47,"R",7,"R",6
166683,48, 48,"R",108,"R",94
166683,49, 49,"R",2,"R",1
166683,50, 50,"R",2,"R",2
166683,51, 51,"R",28,"R",27
166683,53, 53,"R",27,"R",24
166683,55, 55,"R",10,"R",8
166683,58,999,"R",1008,"R",890
166683,72, 72,"R",14,"R",9
166683,89,999,"R",14,"R",9
166683,90, 90,"R",155,"R",111
166683,99, 99,"R",1177,"R",1010
166823,13, 13,"R",1,"R",1
166823,24, 24,"R",1,"R",1
166823,25, 25,"R",999,"R",594
166823,34, 34,"R",1,"R",1
166823,36, 36,"R",1,"R",1
166823,45, 45,"R",1,"R",1
166823,58,999,"R",1004,"R",599
166823,99, 99,"R",1004,"R",599
166887,23, 23,"R",2,"R",2
166887,25, 25,"R",1010,"R",668
166887,33, 33,"R",27,"R",14
166887,44, 44,"R",1,"R",0
166887,50, 50,"R",1,"R",0
166887,58,999,"R",1041,"R",684
166887,99, 99,"R",1041,"R",684
166911, 6,  6,"R",1,"R",1
166911, 9,  9,"R",5,"R",5
166911,23, 23,"R",2,"R",2
166911,24, 24,"R",1,"R",1
166911,25, 25,"R",47,"R",45
166911,33, 33,"R",1,"R",1
166911,34, 34,"R",7,"R",7
166911,36, 36,"R",2,"R",2
166911,44, 44,"R",2,"R",2
166911,48, 48,"R",3,"R",3
166911,50, 50,"R",3,"R",3
166911,58,999,"R",74,"R",72
166911,90, 90,"R",1,"R",1
166911,99, 99,"R",75,"R",73
166939, 1,  1,"R",1,"R",1
166939, 4,  4,"R",1,"R",1
166939, 5,  5,"R",1,"R",1
166939, 6,  6,"R",44,"R",44
166939, 8,  8,"R",8,"R",8
166939, 9,  9,"R",30,"R",30
166939,11, 11,"R",4,"R",4
166939,12, 12,"R",25,"R",25
166939,13, 13,"R",1,"R",1
166939,17, 17,"R",17,"R",17
166939,18, 18,"R",2,"R",2
166939,19, 19,"R",1,"R",1
166939,20, 20,"R",3,"R",3
166939,21, 21,"R",1,"R",1
166939,23, 23,"R",21,"R",21
166939,24, 24,"R",11,"R",11
166939,25, 25,"R",99,"R",99
166939,26, 26,"R",6,"R",6
166939,27, 27,"R",2,"R",2
166939,29, 29,"R",1,"R",1
166939,30, 30,"R",1,"R",1
166939,32, 32,"R",1,"R",1
166939,33, 33,"R",15,"R",15
166939,34, 34,"R",18,"R",18
166939,35, 35,"R",1,"R",1
166939,36, 36,"R",64,"R",64
166939,37, 37,"R",4,"R",4
166939,39, 39,"R",6,"R",6
166939,40, 40,"R",2,"R",2
166939,41, 41,"R",9,"R",9
166939,42, 42,"R",13,"R",13
166939,44, 44,"R",7,"R",7
166939,45, 45,"R",1,"R",1
166939,47, 47,"R",4,"R",4
166939,48, 48,"R",14,"R",14
166939,50, 50,"R",12,"R",12
166939,51, 51,"R",9,"R",9
166939,53, 53,"R",11,"R",11
166939,55, 55,"R",6,"R",6
166939,58,999,"R",477,"R",477
166939,90, 90,"R",127,"R",127
166939,98, 98,"R",4,"A",
166939,99, 99,"R",608,"R",604
166957,18, 18,"R",1,"R",0
166957,23, 23,"R",1,"R",0
166957,25, 25,"R",489,"R",319
166957,26, 26,"R",1,"R",1
166957,28, 28,"R",1,"R",0
166957,33, 33,"R",12,"R",6
166957,57, 57,"R",10,"R",2
166957,58,999,"R",515,"R",328
166957,90, 90,"R",1,"R",0
166957,99, 99,"R",516,"R",328
167288, 5,  5,"R",2,"R",1
167288, 6,  6,"R",2,"R",2
167288, 8,  8,"R",1,"R",1
167288, 9,  9,"R",9,"R",9
167288,12, 12,"R",2,"R",2
167288,17, 17,"R",3,"R",1
167288,23, 23,"R",2,"R",2
167288,24, 24,"R",1,"R",1
167288,25, 25,"R",103,"R",88
167288,32, 32,"R",1,"R",1
167288,33, 33,"R",2,"R",2
167288,34, 34,"R",1,"R",1
167288,36, 36,"R",17,"R",16
167288,44, 44,"R",4,"R",4
167288,48, 48,"R",4,"R",4
167288,50, 50,"R",11,"R",10
167288,53, 53,"R",1,"R",1
167288,55, 55,"R",1,"R",1
167288,58,999,"R",167,"R",147
167288,99, 99,"R",167,"R",147
167358, 1,  1,"R",4,"R",4
167358, 4,  4,"R",17,"R",17
167358, 5,  5,"R",4,"R",4
167358, 6,  6,"R",243,"R",243
167358, 8,  8,"R",35,"R",35
167358, 9,  9,"R",247,"R",247
167358,10, 10,"R",12,"R",12
167358,11, 11,"R",10,"R",10
167358,12, 12,"R",140,"R",140
167358,13, 13,"R",37,"R",37
167358,15, 15,"R",6,"R",6
167358,16, 16,"R",2,"R",2
167358,17, 17,"R",60,"R",60
167358,19, 19,"R",4,"R",4
167358,20, 20,"R",6,"R",6
167358,21, 21,"R",4,"R",4
167358,22, 22,"R",7,"R",7
167358,23, 23,"R",38,"R",38
167358,24, 24,"R",116,"R",116
167358,25, 25,"R",1073,"R",1073
167358,26, 26,"R",6,"R",6
167358,27, 27,"R",27,"R",27
167358,28, 28,"R",6,"R",6
167358,29, 29,"R",1,"R",1
167358,30, 30,"R",5,"R",5
167358,32, 32,"R",7,"R",7
167358,33, 33,"R",65,"R",65
167358,34, 34,"R",533,"R",533
167358,35, 35,"R",4,"R",4
167358,36, 36,"R",726,"R",726
167358,37, 37,"R",33,"R",33
167358,38, 38,"R",1,"R",1
167358,39, 39,"R",27,"R",27
167358,40, 40,"R",2,"R",2
167358,41, 41,"R",15,"R",15
167358,42, 42,"R",146,"R",146
167358,44, 44,"R",60,"R",60
167358,45, 45,"R",8,"R",8
167358,47, 47,"R",22,"R",22
167358,48, 48,"R",148,"R",148
167358,49, 49,"R",3,"R",3
167358,50, 50,"R",19,"R",19
167358,51, 51,"R",62,"R",62
167358,53, 53,"R",45,"R",45
167358,55, 55,"R",10,"R",10
167358,58,999,"R",4046,"R",4046
167358,72, 72,"R",12,"R",12
167358,89,999,"R",12,"R",12
167358,90, 90,"R",430,"R",430
167358,98, 98,"R",4,"A",
167358,99, 99,"R",4492,"R",4488
167376, 9,  9,"R",1,"R",1
167376,12, 12,"R",1,"R",1
167376,25, 25,"R",803,"R",562
167376,33, 33,"R",85,"R",43
167376,36, 36,"R",1,"R",1
167376,44, 44,"R",1,"R",1
167376,58,999,"R",892,"R",609
167376,90, 90,"R",2,"R",0
167376,99, 99,"R",894,"R",609
167394, 6,  6,"R",1,"R",1
167394, 9,  9,"R",35,"R",35
167394,17, 17,"R",1,"R",1
167394,23, 23,"R",1,"R",1
167394,25, 25,"R",128,"R",119
167394,32, 32,"R",1,"R",1
167394,33, 33,"R",1,"R",1
167394,34, 34,"R",2,"R",1
167394,36, 36,"R",7,"R",7
167394,41, 41,"R",1,"R",1
167394,42, 42,"R",1,"R",1
167394,44, 44,"R",2,"R",2
167394,48, 48,"R",1,"R",1
167394,54, 54,"R",1,"R",1
167394,58,999,"R",183,"R",173
167394,98, 98,"R",1,"A",
167394,99, 99,"R",184,"R",173
167598, 4,  4,"R",1,"R",1
167598, 6,  6,"R",1,"R",1
167598, 8,  8,"R",2,"R",2
167598, 9,  9,"R",4,"R",4
167598,10, 10,"R",1,"R",1
167598,12, 12,"R",1,"R",1
167598,15, 15,"R",1,"R",1
167598,23, 23,"R",2,"R",2
167598,25, 25,"R",182,"R",176
167598,33, 33,"R",5,"R",5
167598,34, 34,"R",1,"R",1
167598,35, 35,"R",1,"R",1
167598,36, 36,"R",4,"R",4
167598,37, 37,"R",1,"R",1
167598,41, 41,"R",2,"R",2
167598,42, 42,"R",1,"R",1
167598,44, 44,"R",5,"R",5
167598,48, 48,"R",1,"R",1
167598,50, 50,"R",1,"R",1
167598,57, 57,"R",1,"R",1
167598,58,999,"R",218,"R",212
167598,72, 72,"R",2,"R",2
167598,89,999,"R",2,"R",2
167598,99, 99,"R",220,"R",214
167729, 2,  2,"R",2,"R",2
167729, 4,  4,"R",1,"Z",0
167729, 6,  6,"R",1,"R",1
167729, 8,  8,"R",2,"R",1
167729, 9,  9,"R",7,"R",7
167729,10, 10,"R",1,"R",1
167729,11, 11,"R",1,"Z",0
167729,12, 12,"R",3,"R",3
167729,13, 13,"R",1,"R",1
167729,16, 16,"R",1,"R",1
167729,17, 17,"R",1,"Z",0
167729,19, 19,"R",1,"R",1
167729,23, 23,"R",3,"R",3
167729,24, 24,"R",4,"R",4
167729,25, 25,"R",855,"R",784
167729,26, 26,"R",1,"Z",0
167729,27, 27,"R",1,"R",1
167729,28, 28,"R",1,"R",1
167729,29, 29,"R",1,"Z",0
167729,33, 33,"R",8,"R",7
167729,34, 34,"R",2,"R",2
167729,36, 36,"R",9,"R",9
167729,37, 37,"R",1,"R",1
167729,40, 40,"R",1,"R",1
167729,42, 42,"R",2,"Z",0
167729,44, 44,"R",7,"R",7
167729,45, 45,"R",1,"R",1
167729,48, 48,"R",1,"Z",0
167729,49, 49,"R",2,"R",1
167729,50, 50,"R",5,"R",5
167729,53, 53,"R",1,"R",1
167729,55, 55,"R",2,"R",1
167729,58,999,"R",930,"R",847
167729,90, 90,"R",9,"R",7
167729,99, 99,"R",939,"R",854
167783, 6,  6,"R",9,"R",9
167783, 8,  8,"R",1,"R",1
167783, 9,  9,"R",31,"R",31
167783,10, 10,"R",1,"R",1
167783,12, 12,"R",6,"R",6
167783,13, 13,"R",2,"R",2
167783,15, 15,"R",1,"R",1
167783,17, 17,"R",2,"R",2
167783,23, 23,"R",26,"R",26
167783,24, 24,"R",3,"R",3
167783,25, 25,"R",201,"R",201
167783,27, 27,"R",3,"R",3
167783,33, 33,"R",24,"R",24
167783,34, 34,"R",10,"R",10
167783,35, 35,"R",2,"R",2
167783,36, 36,"R",16,"R",16
167783,37, 37,"R",2,"R",2
167783,39, 39,"R",1,"R",1
167783,41, 41,"R",3,"R",3
167783,42, 42,"R",7,"R",7
167783,44, 44,"R",12,"R",12
167783,47, 47,"R",3,"R",3
167783,48, 48,"R",7,"R",7
167783,49, 49,"R",2,"R",2
167783,50, 50,"R",9,"R",9
167783,51, 51,"R",4,"R",4
167783,53, 53,"R",4,"R",4
167783,58,999,"R",392,"R",392
167783,72, 72,"R",1,"R",1
167783,89,999,"R",1,"R",1
167783,90, 90,"R",9,"R",9
167783,98, 98,"R",1,"A",
167783,99, 99,"R",403,"R",402
167835, 1,  1,"R",2,"R",2
167835, 4,  4,"R",14,"R",12
167835, 5,  5,"R",2,"R",2
167835, 6,  6,"R",64,"R",45
167835, 8,  8,"R",6,"R",5
167835, 9,  9,"R",34,"R",25
167835,10, 10,"R",3,"R",2
167835,11, 11,"R",3,"R",2
167835,12, 12,"R",8,"R",5
167835,13, 13,"R",7,"R",6
167835,15, 15,"R",3,"R",3
167835,17, 17,"R",15,"R",10
167835,18, 18,"R",5,"R",4
167835,20, 20,"R",1,"R",1
167835,22, 22,"R",1,"R",1
167835,23, 23,"R",16,"R",13
167835,24, 24,"R",21,"R",16
167835,25, 25,"R",99,"R",79
167835,26, 26,"R",3,"R",2
167835,27, 27,"R",11,"R",7
167835,29, 29,"R",4,"R",4
167835,30, 30,"R",1,"R",1
167835,31, 31,"R",1,"R",1
167835,32, 32,"R",1,"R",1
167835,33, 33,"R",9,"R",6
167835,34, 34,"R",21,"R",18
167835,35, 35,"R",2,"R",2
167835,36, 36,"R",78,"R",65
167835,37, 37,"R",6,"R",2
167835,39, 39,"R",7,"R",7
167835,40, 40,"R",3,"R",2
167835,41, 41,"R",6,"R",4
167835,42, 42,"R",21,"R",17
167835,44, 44,"R",7,"R",6
167835,45, 45,"R",1,"R",1
167835,47, 47,"R",7,"R",7
167835,48, 48,"R",21,"R",18
167835,49, 49,"R",3,"R",3
167835,50, 50,"R",15,"R",10
167835,51, 51,"R",13,"R",11
167835,53, 53,"R",16,"R",14
167835,54, 54,"R",2,"R",2
167835,55, 55,"R",3,"R",3
167835,58,999,"R",566,"R",447
167835,90, 90,"R",88,"R",73
167835,98, 98,"R",22,"A",
167835,99, 99,"R",676,"R",520
167905, 9,  9,"R",19,"R",8
167905,23, 23,"R",1,"R",1
167905,25, 25,"R",778,"R",432
167905,32, 32,"R",1,"R",1
167905,35, 35,"R",2,"R",1
167905,36, 36,"R",2,"R",2
167905,37, 37,"R",1,"Z",0
167905,45, 45,"R",1,"Z",0
167905,47, 47,"R",1,"R",1
167905,50, 50,"R",2,"R",1
167905,58,999,"R",808,"R",447
167905,98, 98,"R",1,"A",
167905,99, 99,"R",809,"R",447
167987, 6,  6,"R",7,"R",7
167987, 9,  9,"R",27,"R",27
167987,10, 10,"R",1,"R",1
167987,12, 12,"R",2,"R",2
167987,13, 13,"R",3,"R",3
167987,18, 18,"R",1,"R",1
167987,22, 22,"R",1,"R",1
167987,23, 23,"R",2,"R",2
167987,24, 24,"R",1,"R",1
167987,25, 25,"R",1132,"R",1120
167987,26, 26,"R",1,"R",1
167987,33, 33,"R",16,"R",16
167987,34, 34,"R",2,"R",2
167987,36, 36,"R",10,"R",9
167987,37, 37,"R",2,"R",2
167987,42, 42,"R",2,"R",1
167987,44, 44,"R",42,"R",42
167987,48, 48,"R",1,"R",1
167987,50, 50,"R",1,"R",1
167987,58,999,"R",1254,"R",1240
167987,98, 98,"R",11,"A",
167987,99, 99,"R",1265,"R",1240
168005, 4,  4,"R",2,"R",2
168005, 5,  5,"R",1,"R",1
168005, 6,  6,"R",19,"R",17
168005, 8,  8,"R",4,"R",4
168005, 9,  9,"R",43,"R",42
168005,12, 12,"R",18,"R",18
168005,13, 13,"R",1,"R",0
168005,16, 16,"R",1,"R",1
168005,17, 17,"R",4,"R",4
168005,19, 19,"R",1,"R",1
168005,21, 21,"R",1,"R",0
168005,23, 23,"R",19,"R",18
168005,24, 24,"R",4,"R",4
168005,25, 25,"R",569,"R",548
168005,26, 26,"R",2,"R",1
168005,27, 27,"R",1,"R",1
168005,28, 28,"R",1,"R",1
168005,31, 31,"R",1,"R",1
168005,32, 32,"R",2,"R",2
168005,33, 33,"R",56,"R",54
168005,34, 34,"R",12,"R",10
168005,35, 35,"R",1,"R",1
168005,36, 36,"R",23,"R",22
168005,37, 37,"R",4,"R",4
168005,39, 39,"R",3,"R",2
168005,41, 41,"R",2,"R",2
168005,42, 42,"R",14,"R",13
168005,44, 44,"R",24,"R",22
168005,45, 45,"R",1,"R",1
168005,47, 47,"R",3,"R",3
168005,48, 48,"R",8,"R",7
168005,49, 49,"R",1,"R",1
168005,50, 50,"R",10,"R",9
168005,51, 51,"R",2,"R",2
168005,53, 53,"R",6,"R",6
168005,56, 56,"R",1,"R",1
168005,58,999,"R",865,"R",826
168005,69, 69,"R",1,"R",1
168005,72, 72,"R",2,"R",2
168005,89,999,"R",3,"R",3
168005,90, 90,"R",112,"R",79
168005,99, 99,"R",980,"R",908
168148, 1,  1,"R",5,"R",4
168148, 2,  2,"R",2,"R",2
168148, 4,  4,"R",8,"R",5
168148, 5,  5,"R",2,"R",2
168148, 6,  6,"R",200,"R",179
168148, 8,  8,"R",13,"R",13
168148, 9,  9,"R",100,"R",92
168148,10, 10,"R",6,"R",6
168148,11, 11,"R",19,"R",17
168148,12, 12,"R",43,"R",40
168148,13, 13,"R",18,"R",17
168148,15, 15,"R",13,"R",12
168148,16, 16,"R",4,"R",4
168148,17, 17,"R",44,"R",39
168148,18, 18,"R",4,"R",4
168148,19, 19,"R",1,"R",1
168148,20, 20,"R",1,"R",1
168148,21, 21,"R",4,"R",4
168148,22, 22,"R",4,"R",4
168148,23, 23,"R",18,"R",15
168148,24, 24,"R",50,"R",45
168148,25, 25,"R",363,"R",343
168148,26, 26,"R",4,"R",3
168148,27, 27,"R",16,"R",15
168148,28, 28,"R",1,"R",1
168148,29, 29,"R",5,"R",5
168148,30, 30,"R",2,"R",1
168148,31, 31,"R",3,"R",2
168148,32, 32,"R",3,"R",3
168148,33, 33,"R",22,"R",21
168148,34, 34,"R",120,"R",108
168148,35, 35,"R",4,"R",3
168148,36, 36,"R",224,"R",208
168148,37, 37,"R",12,"R",12
168148,38, 38,"R",1,"R",1
168148,39, 39,"R",12,"R",9
168148,40, 40,"R",5,"R",5
168148,41, 41,"R",13,"R",10
168148,42, 42,"R",50,"R",44
168148,44, 44,"R",9,"R",9
168148,45, 45,"R",3,"R",3
168148,46, 46,"R",1,"R",1
168148,47, 47,"R",6,"R",6
168148,48, 48,"R",41,"R",40
168148,49, 49,"R",3,"R",3
168148,50, 50,"R",10,"R",8
168148,51, 51,"R",24,"R",23
168148,53, 53,"R",22,"R",19
168148,54, 54,"R",1,"R",1
168148,55, 55,"R",4,"R",2
168148,56, 56,"R",4,"R",4
168148,58,999,"R",1547,"R",1419
168148,66, 66,"R",1,"R",1
168148,72, 72,"R",4,"R",4
168148,89,999,"R",5,"R",5
168148,90, 90,"R",248,"R",218
168148,99, 99,"R",1800,"R",1642
168227, 4,  4,"R",1,"R",1
168227, 6,  6,"R",12,"R",12
168227, 8,  8,"R",3,"R",3
168227, 9,  9,"R",45,"R",44
168227,12, 12,"R",2,"R",2
168227,16, 16,"R",2,"R",2
168227,17, 17,"R",2,"R",2
168227,23, 23,"R",28,"R",28
168227,24, 24,"R",5,"R",5
168227,25, 25,"R",606,"R",604
168227,27, 27,"R",1,"R",1
168227,29, 29,"R",1,"R",1
168227,32, 32,"R",1,"R",1
168227,33, 33,"R",76,"R",76
168227,34, 34,"R",21,"R",21
168227,36, 36,"R",28,"R",28
168227,37, 37,"R",4,"R",4
168227,39, 39,"R",2,"R",2
168227,42, 42,"R",7,"R",7
168227,44, 44,"R",28,"R",28
168227,45, 45,"R",2,"R",2
168227,48, 48,"R",3,"R",3
168227,50, 50,"R",7,"R",7
168227,51, 51,"R",1,"R",1
168227,53, 53,"R",1,"R",1
168227,56, 56,"R",1,"R",1
168227,58,999,"R",890,"R",887
168227,90, 90,"R",27,"R",26
168227,99, 99,"R",917,"R",913
168421, 1,  1,"R",1,"R",1
168421, 2,  2,"R",1,"R",1
168421, 4,  4,"R",2,"R",2
168421, 6,  6,"R",48,"R",45
168421, 8,  8,"R",10,"R",10
168421, 9,  9,"R",138,"R",133
168421,11, 11,"R",4,"R",3
168421,12, 12,"R",11,"R",11
168421,13, 13,"R",4,"R",4
168421,15, 15,"R",1,"R",1
168421,16, 16,"R",1,"R",1
168421,17, 17,"R",7,"R",7
168421,20, 20,"R",1,"R",1
168421,21, 21,"R",1,"R",1
168421,23, 23,"R",22,"R",18
168421,24, 24,"R",16,"R",15
168421,25, 25,"R",626,"R",608
168421,26, 26,"R",1,"R",1
168421,27, 27,"R",6,"R",6
168421,28, 28,"R",1,"R",1
168421,29, 29,"R",3,"R",2
168421,32, 32,"R",1,"R",1
168421,33, 33,"R",78,"R",74
168421,34, 34,"R",63,"R",60
168421,35, 35,"R",1,"R",1
168421,36, 36,"R",105,"R",101
168421,37, 37,"R",7,"R",7
168421,41, 41,"R",6,"R",4
168421,42, 42,"R",24,"R",23
168421,44, 44,"R",54,"R",50
168421,47, 47,"R",4,"R",4
168421,48, 48,"R",12,"R",12
168421,49, 49,"R",1,"R",1
168421,50, 50,"R",14,"R",12
168421,51, 51,"R",21,"R",19
168421,53, 53,"R",17,"R",15
168421,55, 55,"R",1,"R",1
168421,56, 56,"R",2,"R",2
168421,57, 57,"R",8,"R",7
168421,58,999,"R",1324,"R",1266
168421,66, 66,"R",1,"Z",0
168421,72, 72,"R",9,"R",9
168421,89,999,"R",10,"R",9
168421,90, 90,"R",76,"R",59
168421,99, 99,"R",1410,"R",1334
168430, 8,  8,"R",1,"R",1
168430, 9,  9,"R",12,"R",12
168430,25, 25,"R",719,"R",675
168430,26, 26,"R",1,"R",0
168430,33, 33,"R",2,"R",2
168430,36, 36,"R",1,"R",1
168430,44, 44,"R",6,"R",6
168430,50, 50,"R",2,"R",2
168430,58,999,"R",744,"R",699
168430,72, 72,"R",1,"R",1
168430,89,999,"R",1,"R",1
168430,90, 90,"R",11,"R",5
168430,99, 99,"R",756,"R",705
168528, 2,  2,"R",2,"R",2
168528, 4,  4,"R",1,"R",1
168528, 6,  6,"R",9,"R",7
168528, 8,  8,"R",2,"R",2
168528, 9,  9,"R",1,"R",1
168528,11, 11,"R",1,"R",1
168528,12, 12,"R",12,"R",12
168528,13, 13,"R",2,"R",1
168528,15, 15,"R",1,"R",1
168528,16, 16,"R",1,"R",1
168528,17, 17,"R",12,"R",12
168528,18, 18,"R",24,"R",24
168528,21, 21,"R",2,"R",2
168528,24, 24,"R",2,"R",1
168528,25, 25,"R",2,"R",2
168528,26, 26,"R",376,"R",357
168528,27, 27,"R",4,"R",4
168528,29, 29,"R",2,"R",2
168528,31, 31,"R",1,"R",0
168528,32, 32,"R",1,"R",1
168528,33, 33,"R",2,"R",2
168528,34, 34,"R",2,"R",2
168528,35, 35,"R",1,"R",1
168528,36, 36,"R",2,"R",2
168528,39, 39,"R",55,"R",52
168528,41, 41,"R",1,"R",1
168528,42, 42,"R",5,"R",5
168528,46, 46,"R",1,"R",1
168528,48, 48,"R",4,"R",4
168528,49, 49,"R",3,"R",3
168528,55, 55,"R",7,"R",7
168528,56, 56,"R",1,"R",1
168528,58,999,"R",542,"R",515
168528,90, 90,"R",30,"R",19
168528,98, 98,"R",1,"A",
168528,99, 99,"R",573,"R",534
168591, 6,  6,"R",1,"R",1
168591, 9,  9,"R",1,"R",1
168591,16, 16,"R",1,"R",1
168591,17, 17,"R",8,"R",8
168591,18, 18,"R",2,"R",2
168591,25, 25,"R",1,"R",1
168591,26, 26,"R",285,"R",282
168591,29, 29,"R",1,"R",1
168591,31, 31,"R",1,"R",1
168591,35, 35,"R",1,"R",1
168591,39, 39,"R",5,"R",5
168591,42, 42,"R",2,"R",2
168591,48, 48,"R",3,"R",3
168591,53, 53,"R",1,"R",1
168591,55, 55,"R",2,"R",2
168591,58,999,"R",315,"R",312
168591,90, 90,"R",4,"R",4
168591,99, 99,"R",319,"R",316
