UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
100663, 1,  1,"R",1989,"R",1961
100663, 4,  4,"R",3,"R",3
100663, 6,  6,"R",13,"R",13
100663, 8,  8,"R",2,"R",2
100663, 9,  9,"R",2,"R",2
100663,10, 10,"R",1,"R",1
100663,12, 12,"R",27,"R",27
100663,13, 13,"R",118,"R",118
100663,15, 15,"R",2,"R",2
100663,17, 17,"R",13,"R",13
100663,18, 18,"R",2,"R",2
100663,21, 21,"R",6,"R",6
100663,22, 22,"R",29,"R",29
100663,23, 23,"R",2,"R",2
100663,24, 24,"R",8,"R",8
100663,25, 25,"R",2,"R",2
100663,26, 26,"R",2,"R",2
100663,27, 27,"R",1,"R",1
100663,28, 28,"R",16,"R",16
100663,29, 29,"R",5,"R",4
100663,34, 34,"R",2,"R",2
100663,35, 35,"R",1,"R",1
100663,36, 36,"R",6,"R",6
100663,37, 37,"R",10,"R",9
100663,39, 39,"R",8,"R",8
100663,41, 41,"R",2,"R",2
100663,42, 42,"R",3,"R",3
100663,45, 45,"R",6,"R",6
100663,47, 47,"R",83,"R",83
100663,48, 48,"R",13,"R",12
100663,51, 51,"R",8,"R",8
100663,53, 53,"R",1,"R",1
100663,54, 54,"R",2,"R",2
100663,55, 55,"R",2,"R",2
100663,58,999,"R",2390,"R",2359
100663,90, 90,"R",25,"R",25
100663,99, 99,"R",2415,"R",2384
100706, 1,  1,"R",816,"R",697
100706, 2,  2,"R",2,"R",1
100706, 4,  4,"R",1,"R",1
100706, 5,  5,"R",4,"R",3
100706, 6,  6,"R",2,"R",2
100706, 8,  8,"R",5,"R",4
100706,12, 12,"R",9,"R",8
100706,13, 13,"R",42,"R",37
100706,15, 15,"R",1,"R",1
100706,17, 17,"R",13,"R",11
100706,18, 18,"R",2,"R",2
100706,20, 20,"R",3,"R",2
100706,21, 21,"R",31,"R",28
100706,22, 22,"R",4,"R",3
100706,24, 24,"R",5,"R",5
100706,25, 25,"R",1,"R",1
100706,26, 26,"R",1,"R",1
100706,27, 27,"R",2,"R",2
100706,28, 28,"R",7,"R",6
100706,29, 29,"R",9,"R",9
100706,32, 32,"R",1,"R",1
100706,33, 33,"R",1,"R",1
100706,34, 34,"R",1,"R",1
100706,37, 37,"R",10,"R",9
100706,38, 38,"R",2,"R",0
100706,39, 39,"R",2,"R",2
100706,40, 40,"R",2,"R",2
100706,42, 42,"R",2,"R",2
100706,45, 45,"R",11,"R",9
100706,47, 47,"R",178,"R",171
100706,48, 48,"R",10,"R",7
100706,51, 51,"R",3,"R",2
100706,53, 53,"R",2,"R",2
100706,55, 55,"R",5,"R",5
100706,58,999,"R",1190,"R",1038
100706,90, 90,"R",13,"R",1
100706,98, 98,"R",1,"A",
100706,99, 99,"R",1204,"R",1039
100724, 1,  1,"R",273,"R",264
100724, 2,  2,"R",1,"R",1
100724, 4,  4,"R",4,"R",4
100724, 5,  5,"R",7,"R",7
100724, 6,  6,"R",38,"R",30
100724, 8,  8,"R",3,"R",3
100724, 9,  9,"R",1,"R",1
100724,11, 11,"R",6,"R",6
100724,12, 12,"R",95,"R",90
100724,13, 13,"R",180,"R",161
100724,17, 17,"R",34,"R",34
100724,18, 18,"R",11,"R",11
100724,20, 20,"R",4,"R",4
100724,21, 21,"R",5,"R",5
100724,22, 22,"R",26,"R",26
100724,23, 23,"R",2,"R",2
100724,24, 24,"R",13,"R",13
100724,25, 25,"R",2,"R",2
100724,26, 26,"R",27,"R",27
100724,27, 27,"R",4,"R",4
100724,28, 28,"R",20,"R",20
100724,29, 29,"R",17,"R",15
100724,32, 32,"R",5,"R",5
100724,34, 34,"R",2,"R",2
100724,36, 36,"R",7,"R",7
100724,37, 37,"R",7,"R",7
100724,39, 39,"R",22,"R",19
100724,40, 40,"R",5,"R",5
100724,41, 41,"R",1,"R",1
100724,42, 42,"R",1,"R",1
100724,45, 45,"R",7,"R",7
100724,47, 47,"R",12,"R",12
100724,48, 48,"R",27,"R",27
100724,51, 51,"R",4,"R",4
100724,53, 53,"R",1,"R",1
100724,55, 55,"R",4,"R",4
100724,58,999,"R",878,"R",832
100724,72, 72,"R",2,"R",2
100724,89,999,"R",2,"R",2
100724,90, 90,"R",10,"R",10
100724,99, 99,"R",890,"R",844
100751, 1,  1,"R",2851,"R",2838
100751, 2,  2,"R",3,"R",3
100751, 4,  4,"R",30,"R",30
100751, 5,  5,"R",33,"R",33
100751, 6,  6,"R",262,"R",261
100751, 8,  8,"R",89,"R",89
100751, 9,  9,"R",52,"R",51
100751,10, 10,"R",19,"R",19
100751,11, 11,"R",2,"R",2
100751,12, 12,"R",327,"R",326
100751,13, 13,"R",640,"R",639
100751,16, 16,"R",7,"R",7
100751,17, 17,"R",418,"R",417
100751,18, 18,"R",64,"R",64
100751,19, 19,"R",8,"R",8
100751,20, 20,"R",25,"R",25
100751,21, 21,"R",80,"R",80
100751,22, 22,"R",150,"R",149
100751,23, 23,"R",4,"R",4
100751,24, 24,"R",81,"R",81
100751,25, 25,"R",107,"R",107
100751,26, 26,"R",92,"R",90
100751,27, 27,"R",34,"R",34
100751,28, 28,"R",81,"R",80
100751,29, 29,"R",77,"R",77
100751,30, 30,"R",1,"R",1
100751,31, 31,"R",16,"R",16
100751,32, 32,"R",17,"R",17
100751,33, 33,"R",16,"R",16
100751,34, 34,"R",178,"R",177
100751,35, 35,"R",6,"R",6
100751,36, 36,"R",167,"R",167
100751,37, 37,"R",160,"R",160
100751,38, 38,"R",3,"R",3
100751,39, 39,"R",146,"R",145
100751,40, 40,"R",17,"R",17
100751,41, 41,"R",10,"R",10
100751,42, 42,"R",155,"R",154
100751,44, 44,"R",14,"R",14
100751,45, 45,"R",79,"R",79
100751,46, 46,"R",2,"R",2
100751,47, 47,"R",343,"R",342
100751,48, 48,"R",400,"R",399
100751,49, 49,"R",4,"R",4
100751,50, 50,"R",2,"R",2
100751,51, 51,"R",155,"R",155
100751,53, 53,"R",29,"R",29
100751,54, 54,"R",10,"R",9
100751,55, 55,"R",69,"R",69
100751,56, 56,"R",2,"R",2
100751,57, 57,"R",15,"R",15
100751,58,999,"R",7552,"R",7524
100751,90, 90,"R",41,"R",41
100751,99, 99,"R",7593,"R",7565
100760, 1,  1,"R",285,"R",222
100760, 9,  9,"R",1,"R",0
100760,13, 13,"R",3,"R",3
100760,22, 22,"R",1,"R",1
100760,40, 40,"R",1,"R",1
100760,58,999,"R",291,"R",227
100760,98, 98,"R",2,"A",
100760,99, 99,"R",293,"R",227
100830, 1,  1,"R",490,"R",405
100830,12, 12,"R",5,"R",5
100830,13, 13,"R",10,"R",10
100830,21, 21,"R",2,"R",2
100830,22, 22,"R",2,"R",2
100830,26, 26,"R",1,"R",1
100830,27, 27,"R",1,"R",1
100830,47, 47,"R",2,"R",1
100830,51, 51,"R",2,"R",1
100830,57, 57,"R",2,"R",2
100830,58,999,"R",517,"R",430
100830,90, 90,"R",22,"R",14
100830,99, 99,"R",539,"R",444
100858, 1,  1,"R",2923,"R",2865
100858, 2,  2,"R",1,"R",1
100858, 4,  4,"R",7,"R",7
100858, 5,  5,"R",9,"R",9
100858, 6,  6,"R",54,"R",54
100858, 8,  8,"R",66,"R",63
100858, 9,  9,"R",17,"R",16
100858,10, 10,"R",4,"R",4
100858,11, 11,"R",3,"R",3
100858,12, 12,"R",258,"R",258
100858,13, 13,"R",709,"R",701
100858,15, 15,"R",1,"R",1
100858,17, 17,"R",53,"R",52
100858,18, 18,"R",14,"R",14
100858,19, 19,"R",2,"R",2
100858,20, 20,"R",5,"R",5
100858,21, 21,"R",37,"R",37
100858,22, 22,"R",39,"R",38
100858,24, 24,"R",53,"R",52
100858,25, 25,"R",35,"R",34
100858,26, 26,"R",4,"R",4
100858,27, 27,"R",15,"R",15
100858,28, 28,"R",21,"R",21
100858,29, 29,"R",20,"R",20
100858,30, 30,"R",1,"R",1
100858,31, 31,"R",3,"R",3
100858,32, 32,"R",4,"R",4
100858,33, 33,"R",2,"R",2
100858,34, 34,"R",65,"R",65
100858,35, 35,"R",2,"R",2
100858,36, 36,"R",35,"R",35
100858,37, 37,"R",114,"R",112
100858,39, 39,"R",26,"R",26
100858,40, 40,"R",1,"R",1
100858,41, 41,"R",2,"R",2
100858,42, 42,"R",40,"R",39
100858,44, 44,"R",2,"R",2
100858,45, 45,"R",54,"R",53
100858,47, 47,"R",202,"R",199
100858,48, 48,"R",187,"R",187
100858,49, 49,"R",1,"R",1
100858,51, 51,"R",69,"R",67
100858,53, 53,"R",9,"R",9
100858,54, 54,"R",2,"R",2
100858,55, 55,"R",12,"R",12
100858,56, 56,"R",2,"R",2
100858,58,999,"R",5185,"R",5102
100858,72, 72,"R",1,"R",1
100858,89,999,"R",1,"R",1
100858,98, 98,"R",125,"A",
100858,99, 99,"R",5311,"R",5103
100937, 1,  1,"R",149,"R",144
100937, 5,  5,"R",2,"R",2
100937, 8,  8,"R",2,"R",2
100937, 9,  9,"R",1,"R",1
100937,12, 12,"R",10,"R",10
100937,13, 13,"R",32,"R",32
100937,17, 17,"R",2,"R",2
100937,21, 21,"R",1,"R",1
100937,22, 22,"R",4,"R",4
100937,28, 28,"R",3,"R",3
100937,34, 34,"R",1,"R",1
100937,36, 36,"R",1,"R",1
100937,37, 37,"R",2,"R",2
100937,45, 45,"R",1,"R",1
100937,47, 47,"R",25,"R",25
100937,48, 48,"R",5,"R",5
100937,51, 51,"R",1,"Z",0
100937,58,999,"R",242,"R",236
100937,90, 90,"R",2,"R",2
100937,99, 99,"R",244,"R",238
101143, 1,  1,"R",377,"R",298
101143,12, 12,"R",16,"R",13
101143,13, 13,"R",7,"R",5
101143,39, 39,"R",1,"Z",0
101143,48, 48,"R",1,"R",1
101143,51, 51,"R",2,"R",1
101143,58,999,"R",404,"R",318
101143,98, 98,"R",12,"A",
101143,99, 99,"R",416,"R",318
101161, 1,  1,"R",1281,"R",957
101161, 2,  2,"R",1,"R",1
101161, 8,  8,"R",1,"R",1
101161,12, 12,"R",31,"R",25
101161,13, 13,"R",5,"R",3
101161,17, 17,"R",1,"R",0
101161,18, 18,"R",1,"R",1
101161,22, 22,"R",11,"R",10
101161,28, 28,"R",5,"R",4
101161,36, 36,"R",1,"R",1
101161,39, 39,"R",1,"R",1
101161,40, 40,"R",1,"R",1
101161,42, 42,"R",1,"R",1
101161,47, 47,"R",1,"R",1
101161,48, 48,"R",2,"R",2
101161,51, 51,"R",1,"R",1
101161,58,999,"R",1345,"R",1010
101161,98, 98,"R",30,"A",
101161,99, 99,"R",1375,"R",1010
101189, 1,  1,"R",183,"R",183
101189, 2,  2,"R",1,"R",1
101189,12, 12,"R",10,"R",10
101189,13, 13,"R",8,"R",8
101189,22, 22,"R",1,"R",1
101189,25, 25,"R",3,"R",3
101189,26, 26,"R",1,"R",1
101189,28, 28,"R",5,"R",5
101189,32, 32,"R",1,"R",1
101189,36, 36,"R",2,"R",2
101189,58,999,"R",215,"R",215
101189,98, 98,"R",18,"A",
101189,99, 99,"R",233,"R",215
101240, 1,  1,"R",792,"R",515
101240,13, 13,"R",12,"R",7
101240,42, 42,"R",1,"R",1
101240,45, 45,"R",1,"R",1
101240,47, 47,"R",1,"R",0
101240,55, 55,"R",1,"R",0
101240,57, 57,"R",2,"R",1
101240,58,999,"R",810,"R",525
101240,90, 90,"R",3,"R",0
101240,98, 98,"R",18,"A",
101240,99, 99,"R",831,"R",525
101286, 1,  1,"R",745,"R",523
101286, 9,  9,"R",1,"R",1
101286,12, 12,"R",24,"R",16
101286,13, 13,"R",11,"R",7
101286,34, 34,"R",1,"Z",0
101286,37, 37,"R",1,"Z",0
101286,47, 47,"R",1,"Z",0
101286,48, 48,"R",1,"R",1
101286,58,999,"R",785,"R",548
101286,98, 98,"R",14,"A",
101286,99, 99,"R",799,"R",548
101295, 1,  1,"R",1228,"R",920
101295,12, 12,"R",3,"R",2
101295,13, 13,"R",7,"R",6
101295,28, 28,"R",2,"R",1
101295,32, 32,"R",1,"Z",0
101295,36, 36,"R",1,"Z",0
101295,42, 42,"R",1,"R",1
101295,45, 45,"R",1,"Z",0
101295,47, 47,"R",3,"R",2
101295,48, 48,"R",1,"R",1
101295,58,999,"R",1248,"R",933
101295,72, 72,"R",2,"R",1
101295,89,999,"R",2,"R",1
101295,90, 90,"R",1,"R",1
101295,98, 98,"R",29,"A",
101295,99, 99,"R",1280,"R",935
101301, 1,  1,"R",262,"R",190
101301,12, 12,"R",2,"R",2
101301,13, 13,"R",3,"R",1
101301,47, 47,"R",2,"R",1
101301,58,999,"R",269,"R",194
101301,99, 99,"R",269,"R",194
101435, 1,  1,"R",173,"R",170
101435, 4,  4,"R",1,"R",1
101435,12, 12,"R",32,"R",32
101435,13, 13,"R",26,"R",25
101435,21, 21,"R",1,"R",1
101435,22, 22,"R",4,"R",4
101435,28, 28,"R",1,"R",1
101435,32, 32,"R",1,"R",1
101435,34, 34,"R",1,"R",1
101435,42, 42,"R",1,"R",1
101435,45, 45,"R",2,"R",2
101435,47, 47,"R",3,"R",3
101435,48, 48,"R",2,"R",2
101435,51, 51,"R",2,"R",2
101435,58,999,"R",250,"R",246
101435,99, 99,"R",250,"R",246
101453, 1,  1,"R",3,"R",2
101453,58,999,"R",3,"R",2
101453,99, 99,"R",3,"R",2
101462, 1,  1,"R",104,"R",48
101462,11, 11,"R",1,"Z",0
101462,58,999,"R",105,"R",48
101462,98, 98,"R",4,"A",
101462,99, 99,"R",109,"R",48
101480, 1,  1,"R",1439,"R",1322
101480, 6,  6,"R",3,"R",2
101480,12, 12,"R",6,"R",6
101480,13, 13,"R",312,"R",298
101480,17, 17,"R",2,"R",1
101480,18, 18,"R",3,"R",3
101480,21, 21,"R",4,"R",4
101480,26, 26,"R",1,"R",0
101480,28, 28,"R",1,"R",1
101480,37, 37,"R",1,"R",0
101480,42, 42,"R",1,"R",1
101480,44, 44,"R",1,"R",1
101480,45, 45,"R",3,"R",1
101480,47, 47,"R",11,"R",10
101480,48, 48,"R",3,"R",2
101480,51, 51,"R",2,"R",2
101480,55, 55,"R",2,"R",2
101480,58,999,"R",1795,"R",1656
101480,78, 78,"R",1,"R",1
101480,89,999,"R",1,"R",1
101480,98, 98,"R",22,"A",
101480,99, 99,"R",1818,"R",1657
101514, 1,  1,"R",1545,"R",1113
101514,12, 12,"R",1,"R",1
101514,13, 13,"R",9,"R",8
101514,17, 17,"R",2,"R",2
101514,20, 20,"R",1,"R",0
101514,25, 25,"R",1,"R",1
101514,26, 26,"R",1,"R",1
101514,27, 27,"R",2,"R",0
101514,33, 33,"R",1,"R",1
101514,36, 36,"R",1,"R",1
101514,45, 45,"R",1,"R",1
101514,47, 47,"R",23,"R",18
101514,48, 48,"R",1,"R",1
101514,51, 51,"R",2,"R",2
101514,54, 54,"R",1,"R",0
101514,55, 55,"R",1,"R",1
101514,58,999,"R",1593,"R",1151
101514,98, 98,"R",31,"A",
101514,99, 99,"R",1624,"R",1151
101569, 1,  1,"R",651,"R",445
101569,12, 12,"R",5,"R",5
101569,13, 13,"R",7,"R",6
101569,18, 18,"R",1,"R",1
101569,22, 22,"R",1,"R",1
101569,41, 41,"R",1,"R",0
101569,47, 47,"R",1,"R",1
101569,58,999,"R",667,"R",459
101569,98, 98,"R",3,"A",
101569,99, 99,"R",670,"R",459
101602, 1,  1,"R",387,"R",315
101602,12, 12,"R",23,"R",21
101602,13, 13,"R",4,"R",4
101602,28, 28,"R",3,"R",3
101602,37, 37,"R",1,"R",0
101602,45, 45,"R",1,"R",1
101602,47, 47,"R",1,"R",1
101602,51, 51,"R",1,"R",1
101602,58,999,"R",421,"R",346
101602,98, 98,"R",9,"A",
101602,99, 99,"R",430,"R",346
101648, 1,  1,"R",65,"R",48
101648, 6,  6,"R",3,"R",3
101648, 8,  8,"R",1,"R",1
101648, 9,  9,"R",2,"R",2
101648,12, 12,"R",20,"R",18
101648,13, 13,"R",7,"R",4
101648,15, 15,"R",1,"R",1
101648,16, 16,"R",1,"R",1
101648,17, 17,"R",2,"R",1
101648,22, 22,"R",2,"R",2
101648,23, 23,"R",1,"R",1
101648,24, 24,"R",2,"R",1
101648,25, 25,"R",2,"R",1
101648,26, 26,"R",1,"R",1
101648,28, 28,"R",4,"R",4
101648,29, 29,"R",1,"R",1
101648,31, 31,"R",1,"R",1
101648,34, 34,"R",3,"R",3
101648,36, 36,"R",3,"R",3
101648,37, 37,"R",7,"R",6
101648,41, 41,"R",1,"R",1
101648,44, 44,"R",1,"R",1
101648,45, 45,"R",4,"R",3
101648,47, 47,"R",5,"R",5
101648,48, 48,"R",13,"R",10
101648,50, 50,"R",1,"R",1
101648,51, 51,"R",4,"R",3
101648,55, 55,"R",3,"R",2
101648,58,999,"R",161,"R",129
101648,69, 69,"R",5,"R",4
101648,72, 72,"R",1,"R",1
101648,89,999,"R",6,"R",5
101648,98, 98,"R",12,"A",
101648,99, 99,"R",179,"R",134
101709, 1,  1,"R",406,"R",333
101709, 6,  6,"R",7,"R",7
101709,12, 12,"R",13,"R",11
101709,13, 13,"R",19,"R",18
101709,21, 21,"R",2,"R",2
101709,22, 22,"R",2,"R",2
101709,24, 24,"R",1,"Z",0
101709,25, 25,"R",1,"Z",0
101709,27, 27,"R",1,"R",1
101709,28, 28,"R",3,"R",3
101709,30, 30,"R",1,"Z",0
101709,37, 37,"R",3,"R",3
101709,39, 39,"R",1,"R",1
101709,40, 40,"R",1,"R",1
101709,47, 47,"R",4,"R",4
101709,48, 48,"R",6,"R",6
101709,49, 49,"R",1,"R",1
101709,51, 51,"R",2,"R",2
101709,53, 53,"R",1,"R",1
101709,58,999,"R",475,"R",396
101709,90, 90,"R",18,"R",9
101709,99, 99,"R",493,"R",405
101736, 1,  1,"R",576,"R",458
101736,17, 17,"R",1,"R",0
101736,47, 47,"R",7,"R",4
101736,57, 57,"R",1,"R",0
101736,58,999,"R",585,"R",462
101736,98, 98,"R",6,"A",
101736,99, 99,"R",591,"R",462
101897, 1,  1,"R",429,"R",358
101897,13, 13,"R",4,"R",3
101897,17, 17,"R",1,"R",1
101897,18, 18,"R",1,"R",1
101897,37, 37,"R",1,"R",1
101897,47, 47,"R",3,"R",1
101897,48, 48,"R",1,"R",0
101897,58,999,"R",440,"R",365
101897,98, 98,"R",10,"A",
101897,99, 99,"R",450,"R",365
101912, 1,  1,"R",32,"R",21
101912, 4,  4,"R",3,"R",1
101912, 6,  6,"R",21,"R",10
101912, 8,  8,"R",4,"R",2
101912, 9,  9,"R",3,"R",2
101912,10, 10,"R",1,"R",1
101912,11, 11,"R",1,"R",1
101912,12, 12,"R",27,"R",13
101912,13, 13,"R",15,"R",7
101912,16, 16,"R",1,"Z",0
101912,18, 18,"R",3,"Z",0
101912,20, 20,"R",3,"R",1
101912,21, 21,"R",4,"R",1
101912,23, 23,"R",2,"R",1
101912,24, 24,"R",30,"R",22
101912,25, 25,"R",7,"R",3
101912,26, 26,"R",16,"R",6
101912,27, 27,"R",1,"R",1
101912,28, 28,"R",1,"Z",0
101912,29, 29,"R",9,"R",3
101912,34, 34,"R",6,"R",2
101912,36, 36,"R",18,"R",7
101912,37, 37,"R",4,"R",3
101912,39, 39,"R",8,"R",2
101912,40, 40,"R",2,"Z",0
101912,42, 42,"R",8,"R",4
101912,45, 45,"R",1,"Z",0
101912,47, 47,"R",12,"R",5
101912,48, 48,"R",19,"R",7
101912,51, 51,"R",2,"R",1
101912,53, 53,"R",1,"Z",0
101912,58,999,"R",265,"R",127
101912,78, 78,"R",1,"Z",0
101912,89,999,"R",1,"Z",0
101912,90, 90,"R",18,"R",4
101912,99, 99,"R",284,"R",131
101994, 1,  1,"R",77,"R",47
101994,58,999,"R",77,"R",47
101994,98, 98,"R",1,"A",
101994,99, 99,"R",78,"R",47
102030, 1,  1,"R",419,"R",208
102030,12, 12,"R",16,"R",12
102030,18, 18,"R",1,"R",0
102030,22, 22,"R",3,"R",3
102030,28, 28,"R",8,"R",1
102030,32, 32,"R",1,"R",1
102030,34, 34,"R",2,"R",2
102030,42, 42,"R",1,"R",1
102030,47, 47,"R",2,"R",2
102030,51, 51,"R",1,"R",1
102030,58,999,"R",454,"R",231
102030,98, 98,"R",20,"A",
102030,99, 99,"R",474,"R",231
102049, 1,  1,"R",246,"R",235
102049, 4,  4,"R",2,"R",1
102049, 5,  5,"R",5,"R",5
102049, 6,  6,"R",13,"R",8
102049, 8,  8,"R",5,"R",5
102049, 9,  9,"R",4,"R",2
102049,12, 12,"R",64,"R",63
102049,13, 13,"R",197,"R",186
102049,15, 15,"R",1,"R",1
102049,17, 17,"R",6,"R",6
102049,18, 18,"R",10,"R",10
102049,19, 19,"R",1,"R",1
102049,20, 20,"R",2,"R",1
102049,21, 21,"R",19,"R",16
102049,22, 22,"R",20,"R",18
102049,24, 24,"R",1,"R",0
102049,26, 26,"R",3,"R",2
102049,27, 27,"R",5,"R",2
102049,28, 28,"R",18,"R",18
102049,29, 29,"R",6,"R",6
102049,31, 31,"R",1,"R",1
102049,34, 34,"R",3,"R",3
102049,35, 35,"R",1,"R",1
102049,36, 36,"R",1,"R",1
102049,37, 37,"R",27,"R",26
102049,38, 38,"R",1,"R",0
102049,39, 39,"R",5,"R",4
102049,40, 40,"R",1,"R",1
102049,42, 42,"R",2,"R",2
102049,45, 45,"R",21,"R",21
102049,46, 46,"R",1,"R",1
102049,47, 47,"R",142,"R",135
102049,48, 48,"R",68,"R",62
102049,51, 51,"R",8,"R",7
102049,56, 56,"R",1,"R",1
102049,57, 57,"R",1,"R",1
102049,58,999,"R",912,"R",853
102049,72, 72,"R",1,"R",1
102049,89,999,"R",1,"R",1
102049,90, 90,"R",7,"R",5
102049,99, 99,"R",920,"R",859
102067, 1,  1,"R",827,"R",610
102067, 8,  8,"R",1,"R",1
102067,12, 12,"R",9,"R",9
102067,13, 13,"R",2,"R",2
102067,18, 18,"R",1,"R",1
102067,19, 19,"R",1,"R",1
102067,21, 21,"R",2,"R",2
102067,22, 22,"R",2,"R",2
102067,26, 26,"R",1,"R",1
102067,28, 28,"R",2,"R",1
102067,32, 32,"R",1,"R",0
102067,34, 34,"R",1,"R",1
102067,37, 37,"R",1,"R",1
102067,39, 39,"R",1,"R",1
102067,45, 45,"R",3,"R",2
102067,47, 47,"R",2,"R",1
102067,48, 48,"R",2,"R",1
102067,51, 51,"R",1,"R",1
102067,57, 57,"R",3,"R",3
102067,58,999,"R",863,"R",641
102067,98, 98,"R",30,"A",
102067,99, 99,"R",893,"R",641
102094, 1,  1,"R",1335,"R",1219
102094, 4,  4,"R",2,"R",1
102094, 6,  6,"R",1,"R",1
102094,10, 10,"R",1,"R",1
102094,12, 12,"R",124,"R",122
102094,13, 13,"R",19,"R",17
102094,15, 15,"R",1,"R",1
102094,17, 17,"R",34,"R",34
102094,18, 18,"R",3,"R",3
102094,19, 19,"R",2,"R",2
102094,21, 21,"R",4,"R",4
102094,22, 22,"R",28,"R",28
102094,23, 23,"R",1,"R",0
102094,24, 24,"R",2,"R",2
102094,25, 25,"R",1,"R",1
102094,26, 26,"R",4,"R",4
102094,27, 27,"R",2,"R",2
102094,28, 28,"R",169,"R",164
102094,29, 29,"R",2,"R",2
102094,36, 36,"R",3,"R",3
102094,37, 37,"R",2,"R",2
102094,39, 39,"R",2,"R",2
102094,42, 42,"R",1,"R",1
102094,47, 47,"R",3,"R",3
102094,48, 48,"R",9,"R",7
102094,51, 51,"R",3,"R",2
102094,55, 55,"R",5,"R",5
102094,58,999,"R",1763,"R",1633
102094,90, 90,"R",15,"R",8
102094,99, 99,"R",1778,"R",1641
102234, 1,  1,"R",82,"R",81
102234, 2,  2,"R",1,"R",1
102234, 6,  6,"R",2,"R",2
102234,12, 12,"R",14,"R",14
102234,13, 13,"R",6,"R",6
102234,17, 17,"R",19,"R",19
102234,19, 19,"R",1,"R",1
102234,21, 21,"R",3,"R",3
102234,22, 22,"R",41,"R",40
102234,25, 25,"R",1,"R",1
102234,28, 28,"R",5,"R",5
102234,29, 29,"R",8,"R",7
102234,32, 32,"R",1,"R",1
102234,34, 34,"R",1,"R",1
102234,36, 36,"R",3,"R",3
102234,39, 39,"R",2,"R",2
102234,47, 47,"R",2,"R",2
102234,48, 48,"R",5,"R",5
102234,58,999,"R",197,"R",194
102234,90, 90,"R",19,"R",17
102234,99, 99,"R",216,"R",211
102313, 1,  1,"R",363,"R",189
102313,13, 13,"R",1,"Z",0
102313,17, 17,"R",1,"Z",0
102313,18, 18,"R",1,"Z",0
102313,37, 37,"R",1,"Z",0
102313,58,999,"R",367,"R",189
102313,98, 98,"R",22,"A",
102313,99, 99,"R",389,"R",189
102368, 1,  1,"R",1238,"R",910
102368, 2,  2,"R",1,"R",0
102368, 5,  5,"R",1,"R",0
102368, 6,  6,"R",1,"R",0
102368, 8,  8,"R",2,"R",0
102368,10, 10,"R",1,"R",1
102368,12, 12,"R",142,"R",109
102368,13, 13,"R",106,"R",49
102368,15, 15,"R",1,"R",0
102368,17, 17,"R",3,"R",2
102368,18, 18,"R",2,"R",1
102368,19, 19,"R",1,"R",1
102368,20, 20,"R",2,"R",1
102368,21, 21,"R",2,"R",0
102368,22, 22,"R",2,"R",1
102368,23, 23,"R",1,"R",1
102368,24, 24,"R",1,"R",0
102368,28, 28,"R",2,"R",1
102368,29, 29,"R",2,"R",0
102368,32, 32,"R",1,"R",0
102368,33, 33,"R",1,"R",0
102368,35, 35,"R",2,"R",0
102368,36, 36,"R",1,"R",0
102368,37, 37,"R",10,"R",3
102368,39, 39,"R",1,"R",1
102368,40, 40,"R",2,"R",0
102368,42, 42,"R",1,"R",0
102368,44, 44,"R",1,"R",1
102368,45, 45,"R",7,"R",0
102368,47, 47,"R",5,"R",4
102368,48, 48,"R",5,"R",2
102368,49, 49,"R",1,"R",0
102368,51, 51,"R",5,"R",1
102368,53, 53,"R",3,"R",0
102368,55, 55,"R",1,"R",1
102368,56, 56,"R",1,"R",0
102368,58,999,"R",1559,"R",1090
102368,90, 90,"R",37,"R",1
102368,99, 99,"R",1596,"R",1091
102429, 1,  1,"R",650,"R",464
102429,12, 12,"R",1,"R",1
102429,22, 22,"R",1,"R",1
102429,28, 28,"R",2,"R",1
102429,58,999,"R",654,"R",467
102429,98, 98,"R",1,"A",
102429,99, 99,"R",655,"R",467
102553, 1,  1,"R",1,"R",1
102553, 2,  2,"R",909,"R",604
102553, 6,  6,"R",9,"R",4
102553, 8,  8,"R",2,"R",0
102553, 9,  9,"R",1,"R",1
102553,10, 10,"R",1,"R",1
102553,12, 12,"R",1,"R",1
102553,13, 13,"R",1,"R",1
102553,15, 15,"R",5,"R",4
102553,16, 16,"R",3,"R",1
102553,17, 17,"R",1,"R",0
102553,22, 22,"R",1,"R",0
102553,23, 23,"R",1,"R",1
102553,25, 25,"R",1,"R",1
102553,27, 27,"R",4,"R",3
102553,32, 32,"R",2,"R",2
102553,34, 34,"R",1,"R",1
102553,35, 35,"R",1,"R",0
102553,37, 37,"R",4,"R",0
102553,38, 38,"R",1,"R",0
102553,39, 39,"R",1,"R",1
102553,41, 41,"R",6,"R",2
102553,42, 42,"R",1,"R",0
102553,45, 45,"R",1,"R",0
102553,46, 46,"R",1,"R",1
102553,47, 47,"R",2,"R",2
102553,48, 48,"R",7,"R",6
102553,49, 49,"R",3,"R",2
102553,51, 51,"R",1,"R",1
102553,53, 53,"R",4,"R",4
102553,55, 55,"R",2,"R",1
102553,58,999,"R",979,"R",646
102553,90, 90,"R",11,"R",7
102553,99, 99,"R",990,"R",653
102614, 1,  1,"R",3,"R",2
102614, 2,  2,"R",558,"R",387
102614, 4,  4,"R",2,"R",2
102614, 6,  6,"R",12,"R",9
102614, 8,  8,"R",2,"R",2
102614,12, 12,"R",6,"R",3
102614,13, 13,"R",3,"R",2
