UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
483841,3,"12.0401","A",.,"A",.,"R",1000,1,"R",7,"R",29,"R",1000,"R",29,"R",7800,"R",7800,"R",7800,"R",7800,"R",1000,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7975,"R",8410,"R",8700,"R",9063,"R",3480,"R",3480,"R",4060,"R",4350,"R",1088,"R",1160,"R",4060,"R",4060,"12.0410","R",550,"R",100,"R",250,1,"R",2,"12.0409","R",6000,"R",880,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483850,2,"51.0801","A",.,"A",.,"R",900,1,"R",9,"R",36,"R",900,"R",36,"R",10100,"R",11100,"R",11100,"R",11100,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9504,"R",9612,"R",9612,"R",9612,"R",2169,"R",2196,"R",2205,"R",2232,"R",648,"R",756,"R",756,"R",756,"52.0302","R",10100,"R",700,"R",900,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483869,4,"51.3902","A",.,"A",.,"R",20,2,"R",10,"R",40,"R",20,"R",40,"R",5750,"R",7500,"R",7150,"R",8150,"A",.,"A",.,"R",350,"R",350,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10650,"R",10700,"R",13000,"R",16000,"R",9230,"R",9060,"R",8720,"R",10320,"R",6630,"R",6650,"R",8720,"R",9320,"51.2602","R",550,"R",50,"R",80,1,"R",1,"11.0199","R",7150,"R",350,"R",24,2,"R",9,"47.0201","R",7925,"R",360,"R",28,2,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483878,1,"51.0801","A",.,"A",.,"R",900,1,"R",9,"R",36,"R",900,"R",42,"R",14958,"R",14958,"R",14958,"R",15044,"R",480,"R",480,"R",688,"R",610,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12393,"R",12510,"R",12510,"R",14391,"R",3834,"R",3870,"R",3870,"R",4500,"R",4869,"R",4869,"R",4869,"R",4950,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483887,1,"51.3501","A",.,"A",.,"R",700,1,"R",9,"R",36,"R",900,"R",36,"R",9475,"R",9475,"R",9475,"R",9675,"R",603,"R",603,"R",545,"R",575,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10125,"R",10296,"R",11034,"R",10899,"R",909,"R",972,"R",900,"R",900,"R",909,"R",972,"R",900,"R",900,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483896,5,"12.0499","A",.,"A",.,"R",600,1,"R",5,"R",18,"R",900,"R",26,"R",9198,"R",9198,"R",7198,"R",8198,"R",302,"R",302,"R",302,"R",302,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3758,"R",4842,"R",5742,"R",8442,"R",2084,"R",2853,"R",3159,"R",3564,"R",2066,"R",2642,"R",2295,"R",1022,"12.0409","R",4335,"R",165,"R",300,1,"R",2,"12.0401","R",12718,"R",183,"R",1200,1,"R",12,"12.0410","R",2998,"R",137,"R",300,1,"R",2,"51.3501","R",6798,"R",152,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483911,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",16800,"R",19970,"R",19970,"R",19970,"R",1500,"R",1,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10997,"R",10997,"R",10997,"R",11320,"R",3225,"R",3225,"R",3225,"R",3311,"R",3225,"R",3225,"R",3225,"R",3311,"12.0413","R",11300,"R",0,"R",1000,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483920,3,"12.0402","A",.,"A",.,"R",1800,1,"R",13,"R",53,"R",900,"R",27,"R",16502,"R",16502,"R",16502,"R",17502,"R",998,"R",998,"R",998,"R",998,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14310,"R",14310,"R",14310,"R",14310,"R",10852,"R",10852,"R",9553,"R",9553,"R",10017,"R",13104,"R",12641,"R",12641,"12.0402","R",8667,"R",998,"R",1000,1,"R",7,"12.0409","R",12700,"R",800,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483948,2,"12.0402","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",17500,"R",17500,"R",18750,"R",18750,"R",1990,"R",1990,"R",1990,"R",1990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12350,"R",13175,"R",17813,"R",18638,"R",8800,"R",4738,"R",10000,"R",10825,"R",1300,"R",2350,"R",1938,"R",2325,"13.1399","R",6820,"R",320,"R",750,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
483957,4,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",52,"R",900,"R",26,"R",17600,"R",19200,"R",19200,"R",19200,"R",1900,"R",1900,"R",1900,"R",1900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",24908,"R",24908,"R",24908,"R",24908,"R",5135,"R",5135,"R",6058,"R",6058,"R",3081,"R",3081,"R",6058,"R",6058,"12.0402","R",18100,"R",1900,"R",1500,1,"R",12,"12.0409","R",10300,"R",1650,"R",600,1,"R",5,"12.0410","R",2632,"R",890,"R",400,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484002,13,"51.3901","A",.,"A",.,"R",1595,1,"R",13,"R",52,"R",900,"R",28,"R",25304,"R",26718,"R",27516,"R",26920,"R",4691,"R",4777,"R",4231,"R",5255,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20410,"R",20787,"R",23738,"R",24921,"R",11557,"R",12545,"R",10101,"R",6877,"R",9451,"R",8788,"R",9568,"R",6175,"51.0910","R",45435,"R",9245,"R",70,2,"R",27,"51.0899","R",15195,"R",2660,"R",24,2,"R",9,"51.0805","R",15335,"R",2700,"R",24,2,"R",9,"51.0910","R",35200,"R",8230,"R",58,2,"R",21,"01.8301","R",15165,"R",2685,"R",25,2,"R",9,
484011,4,"12.0401","A",.,"A",.,"R",1175,1,"R",9,"R",34,"R",900,"R",26,"R",15275,"R",16450,"R",17625,"R",17625,"R",4041,"R",4050,"R",4400,"R",4400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8526,"R",12512,"R",12079,"R",12810,"R",4616,"R",5950,"R",5746,"R",5338,"R",3579,"R",3528,"R",2924,"R",3443,"12.0401","R",15000,"R",3300,"R",1000,1,"R",8,"12.0402","R",9225,"R",3100,"R",615,1,"R",6,"12.0406","R",2100,"R",1100,"R",140,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484020,1,"12.0402","A",.,"A",.,"R",1528,1,"R",12,"R",48,"R",900,"R",28,"R",16950,"R",16950,"R",16950,"R",16950,"R",950,"R",950,"R",950,"R",950,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9684,"R",9684,"R",9684,"R",9684,"R",4332,"R",4332,"R",4332,"R",4332,"R",5100,"R",5100,"R",5100,"R",5100,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484039,13,"12.0402","A",.,"A",.,"R",600,1,"R",5,"R",20,"R",900,"R",26,"A",.,"A",.,"R",9650,"R",9650,"A",.,"A",.,"R",795,"R",995,"A",.,"A",.,"R",7500,"R",7500,"A",.,"A",.,"R",1495,"R",1495,"A",.,"A",.,"R",5220,"R",5220,"A",.,"A",.,"R",3140,"R",3140,"A",.,"A",.,"R",3140,"R",3140,"51.3501","R",9650,"R",795,"R",600,1,"R",5,"12.0499","R",6650,"R",1590,"R",600,1,"R",5,"12.0401","R",15650,"R",2625,"R",1200,1,"R",10,"12.0410","R",2450,"R",795,"R",180,1,"R",2,"12.0408","R",2850,"R",795,"R",220,1,"R",2,
484048,6,"12.0402","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",23025,"R",23025,"R",23025,"R",23025,"R",1300,"R",1300,"R",1300,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10050,"R",10050,"R",10050,"R",10050,"R",3013,"R",3013,"R",3013,"R",3013,"R",3013,"R",3013,"R",3013,"R",3013,"12.0413","R",5100,"R",300,"R",750,1,"R",6,"12.0413","R",3400,"R",300,"R",500,1,"R",4,"12.0499","R",4180,"R",385,"R",600,1,"R",5,"12.0499","R",2165,"R",1300,"R",300,1,"R",2,"12.0402","R",2165,"R",1300,"R",300,1,"R",2,
484057,4,"12.0410","A",.,"A",.,"R",100,1,"R",1,"R",5,"R",900,"R",26,"R",715,"R",715,"R",965,"R",965,"R",190,"R",190,"R",190,"R",190,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1766,"R",1625,"R",1724,"R",1720,"R",598,"R",606,"R",621,"R",628,"R",598,"R",606,"R",621,"R",628,"12.0409","R",6000,"R",625,"R",600,1,"R",4,"12.0401","R",9296,"R",609,"R",1000,1,"R",8,"51.3501","R",7140,"R",315,"R",650,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484066,6,"51.0601","A",.,"A",.,"R",56,2,"R",11,"R",44,"R",36,"R",34,"R",13500,"R",13500,"R",13750,"R",13776,"R",1973,"R",1778,"R",1847,"R",2112,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7150,"R",7150,"R",12617,"R",12617,"R",6622,"R",6622,"R",8217,"R",8217,"R",6303,"R",6303,"R",5753,"R",5753,"51.0801","R",13426,"R",3816,"R",69,2,"R",10,"51.3901","R",20046,"R",3920,"R",78,2,"R",12,"51.0910","R",43164,"R",5190,"R",132,2,"R",24,"51.0910","R",43164,"R",4975,"R",132,2,"R",24,"15.0401","R",33975,"R",5565,"R",113,2,"R",24,
484075,2,"12.0402","A",.,"A",.,"R",1200,1,"R",9,"R",36,"R",900,"R",26,"R",14083,"R",15685,"R",15685,"R",15685,"R",667,"R",815,"R",815,"R",815,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6120,"R",6120,"R",6120,"R",6120,"R",1152,"R",3447,"R",3447,"R",3447,"R",450,"R",3447,"R",3447,"R",3447,"12.0413","R",15768,"R",732,"R",1200,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484084,4,"12.0401","A",.,"A",.,"R",1500,1,"R",16,"R",62,"R",900,"R",31,"R",18100,"R",18100,"R",18100,"R",18100,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8525,"R",8525,"R",8525,"R",8525,"R",3488,"R",3488,"R",3488,"R",3488,"R",3488,"R",3488,"R",3488,"R",3488,"12.0409","R",9500,"R",800,"R",750,1,"R",10,"12.0410","R",4300,"R",350,"R",350,1,"R",5,"12.0413","R",2600,"R",350,"R",500,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484093,3,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",17675,"R",17675,"R",17675,"R",17675,"R",2600,"R",2756,"R",3001,"R",3044,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13502,"R",10406,"R",13620,"R",16469,"R",5913,"R",6138,"R",6988,"R",6708,"R",4322,"R",5816,"R",4354,"R",5708,"12.0413","R",4250,"R",742,"R",500,1,"R",4,"12.0409","R",6300,"R",1537,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484109,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",15750,"R",16500,"R",16500,"R",16500,"R",2485,"R",2375,"R",2375,"R",2977,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13642,"R",8267,"R",12567,"R",14620,"R",8170,"R",4107,"R",4257,"R",6009,"R",2462,"R",2494,"R",2817,"R",3128,"12.0413","R",8000,"R",1492,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484127,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",44,"R",900,"R",26,"R",18500,"R",18500,"R",18500,"R",19000,"R",3200,"R",3200,"R",3200,"R",3200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14531,"R",12496,"R",14531,"R",14531,"R",5060,"R",4081,"R",5060,"R",5060,"R",5214,"R",7447,"R",5214,"R",5214,"12.0402","R",14000,"R",3200,"R",1000,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484136,4,"12.0401","A",.,"A",.,"R",1000,1,"R",9,"R",34,"R",900,"R",30,"R",8994,"R",8994,"R",6500,"R",6500,"R",1009,"R",1009,"R",1009,"R",1009,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7557,"R",7557,"R",7557,"R",7557,"R",8840,"R",8840,"R",8925,"R",9010,"R",3740,"R",3740,"R",3825,"R",3910,"12.0402","R",6500,"R",1009,"R",1000,1,"R",9,"12.0410","R",3335,"R",885,"R",600,1,"R",6,"12.0407","R",3600,"R",850,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484163,1,"51.3501","A",.,"A",.,"R",800,1,"R",7,"R",26,"R",800,"R",26,"R",13000,"R",13000,"R",13000,"R",13000,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5200,"R",5200,"R",5200,"R",5200,"R",325,"R",325,"R",325,"R",325,"R",325,"R",325,"R",325,"R",325,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484172,1,"51.3501","A",.,"A",.,"R",600,1,"R",8,"R",30,"R",900,"R",30,"R",10200,"R",10200,"R",10200,"R",10200,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6225,"R",6263,"R",6300,"R",6338,"R",4275,"R",4313,"R",4500,"R",4575,"R",4275,"R",4313,"R",4500,"R",4575,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484190,1,"12.0402","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",26,"R",18185,"R",18185,"R",18295,"R",14185,"R",815,"R",815,"R",815,"R",815,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12746,"R",12746,"R",19665,"R",19665,"R",5186,"R",5186,"R",7448,"R",7448,"R",4241,"R",4241,"R",11171,"R",11171,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484206,2,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",47,"R",900,"R",26,"R",22000,"R",19700,"R",20300,"R",20300,"R",3192,"R",3192,"R",3193,"R",3193,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17261,"R",17261,"R",17261,"R",17261,"R",7226,"R",7226,"R",7226,"R",7226,"R",6474,"R",6474,"R",6474,"R",6474,"12.0409","R",10200,"R",2559,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484233,2,"48.0508","R",9455,"R",500,"R",1200,1,"R",12,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"22.0303","R",9443,"R",2546,"R",2300,1,"R",29,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484330,2,"51.0801","A",.,"A",.,"R",45,2,"R",8,"R",30,"R",36,"R",30,"R",15740,"R",15990,"R",15990,"R",15990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8580,"R",8618,"R",8790,"R",9120,"R",4485,"R",4523,"R",4545,"R",4515,"R",3780,"R",3855,"R",3953,"R",4095,"51.0601","R",15990,"A",.,"R",51,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484349,2,"51.0801","A",.,"A",.,"R",45,2,"R",8,"R",30,"R",36,"R",30,"R",15740,"R",15990,"R",15990,"R",15990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8580,"R",8618,"R",8790,"R",9120,"R",4485,"R",4523,"R",4545,"R",4515,"R",3780,"R",3855,"R",3953,"R",4095,"51.0601","R",15990,"A",.,"R",51,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484358,2,"51.0801","A",.,"A",.,"R",45,2,"R",8,"R",30,"R",36,"R",30,"R",15740,"R",15990,"R",15990,"R",15990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8580,"R",8618,"R",8790,"R",9120,"R",4485,"R",4523,"R",4545,"R",4515,"R",3780,"R",3855,"R",3953,"R",4095,"51.0601","R",15990,"A",.,"R",51,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484367,9,"51.0801","A",.,"A",.,"R",900,1,"R",10,"R",40,"R",900,"R",40,"R",15493,"R",15945,"R",15945,"R",15945,"R",402,"R",370,"R",370,"R",370,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15310,"R",16760,"R",18420,"R",19170,"R",4720,"R",5860,"R",5150,"R",5290,"R",4850,"R",5220,"R",4620,"R",4750,"51.0910","R",39648,"R",322,"R",2138,1,"R",18,"51.0805","R",16997,"R",318,"R",900,1,"R",9,"51.0909","R",32048,"R",490,"R",1810,1,"R",15,"51.0601","R",16073,"R",242,"R",900,1,"R",9,"51.0714","R",15685,"R",630,"R",900,1,"R",9,
484376,6,"51.0801","A",.,"A",.,"R",900,1,"R",10,"R",40,"R",900,"R",40,"R",15493,"R",15475,"R",15945,"R",15945,"R",402,"R",370,"R",370,"R",370,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15310,"R",16760,"R",18420,"R",19170,"R",4720,"R",5860,"R",5150,"R",5290,"R",4850,"R",5220,"R",4620,"R",4750,"51.3901","R",34006,"R",572,"R",1635,1,"R",15,"51.0805","R",16997,"R",318,"R",900,1,"R",9,"51.0714","R",15685,"R",630,"R",900,1,"R",9,"51.0910","R",39648,"R",322,"R",2138,1,"R",18,"51.0909","R",32048,"R",490,"R",1810,1,"R",15,
484394,5,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",48,"R",900,"R",27,"R",15500,"R",16500,"R",17000,"R",17600,"R",1900,"R",1900,"R",1900,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10776,"R",14532,"R",18012,"R",15552,"R",5208,"R",8376,"R",4992,"R",3972,"R",5208,"R",8376,"R",4992,"R",10176,"12.0407","R",13800,"R",2100,"R",1200,1,"R",9,"12.0409","R",14100,"R",2100,"R",1200,1,"R",9,"12.0402","R",11000,"R",2100,"R",1000,1,"R",8,"12.0409","R",8400,"R",2100,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484604,2,"12.0401","A",.,"A",.,"R",1000,1,"R",7,"R",26,"R",900,"R",26,"R",16950,"R",16950,"R",14700,"R",13700,"R",2960,"R",2960,"R",3000,"R",3000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6702,"R",6702,"R",6702,"R",6702,"R",4284,"R",4284,"R",4284,"R",4284,"R",4284,"R",4284,"R",4284,"R",4284,"12.0409","R",11250,"R",2580,"R",750,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484826,3,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",50,"R",900,"R",28,"R",16350,"R",16350,"R",16350,"R",16400,"R",1925,"R",1925,"R",1925,"R",1875,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10688,"R",11275,"R",13525,"R",16150,"R",3038,"R",3200,"R",3838,"R",5063,"R",3038,"R",3200,"R",3838,"R",5063,"12.0406","R",9925,"R",2250,"R",720,1,"R",6,"12.0413","R",5250,"R",200,"R",750,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
484899,4,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",49,"R",900,"R",27,"R",19200,"R",19200,"R",19200,"R",19500,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15754,"R",15754,"R",20237,"R",20237,"R",7228,"R",7228,"R",8881,"R",8881,"R",5831,"R",5831,"R",6995,"R",6995,"12.0409","R",10700,"R",1800,"R",600,1,"R",4,"12.0413","R",3200,"R",1200,"R",350,1,"R",3,"12.0407","R",10200,"R",2500,"R",1000,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
