UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
260992,"R",42,"R",2551810,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",85000,"R",21,"R",1543322,"R",5,"R",237319,"R",2,"R",110000,"R",1,"R",50315,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",480854,"R",1,"R",45000,"Z",0,"Z",0,"Z",0,"Z",0
261861,"R",9,"R",416080,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",36400,"R",2,"R",146000,"R",1,"R",32860,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",166500,"R",1,"R",34320,"Z",0,"Z",0,"Z",0,"Z",0
262031,"R",210,"R",11366467,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",1825291,"R",41,"R",3978418,"R",6,"R",342867,"R",13,"R",745598,"R",24,"R",1095146,"Z",0,"Z",0,"R",37,"R",1285178,"R",1,"R",35152,"R",46,"R",1723645,"R",7,"R",335172,"Z",0,"Z",0
262086,"R",441,"R",34742964,"Z",0,"Z",0,"Z",0,"Z",0,"R",94,"R",5253959,"R",111,"R",14814409,"R",46,"R",2816788,"R",28,"R",2692989,"R",128,"R",6746228,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",541358,"R",28,"R",1877233,"Z",0,"Z",0,"Z",0,"Z",0
262129,"R",225,"R",13770862,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",608487,"R",16,"R",2514991,"R",25,"R",2104889,"R",32,"R",2006919,"R",37,"R",2190382,"Z",0,"Z",0,"R",37,"R",1518986,"Z",0,"Z",0,"R",50,"R",2189452,"R",16,"R",636756,"Z",0,"Z",0
262457,"R",21,"R",1015359,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",532903,"R",7,"R",349336,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",31200,"Z",0,"Z",0,"R",3,"R",101920,"Z",0,"Z",0,"Z",0,"Z",0
363439,"R",2,"R",122300,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",67300,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",55000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
363633,"R",75,"R",3434953,"Z",0,"Z",0,"R",1,"R",40310,"R",8,"R",288196,"R",10,"R",686068,"R",9,"R",466888,"R",6,"R",336374,"R",11,"R",486171,"R",3,"R",215782,"R",9,"R",257151,"R",1,"R",46527,"R",16,"R",571700,"Z",0,"Z",0,"R",1,"R",39786
363712,"R",2,"R",114418,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",114418,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
363907,"R",16,"R",364656,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",25793,"R",2,"R",79501,"Z",0,"Z",0,"R",4,"R",80645,"R",2,"R",47384,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",131333,"Z",0,"Z",0,"Z",0,"Z",0
363916,"R",9,"R",195479,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",36000,"Z",0,"Z",0,"R",2,"R",45283,"R",1,"R",23983,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",90213,"Z",0,"Z",0,"Z",0,"Z",0
363934,"R",54,"R",3504819,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1390355,"R",5,"R",847179,"R",7,"R",424325,"R",4,"R",222960,"R",5,"R",330000,"Z",0,"Z",0,"R",2,"R",83000,"Z",0,"Z",0,"R",4,"R",207000,"Z",0,"Z",0,"Z",0,"Z",0
364016,"R",166,"R",10761130,"R",1,"R",71391,"Z",0,"Z",0,"R",23,"R",1463107,"R",37,"R",3817632,"R",47,"R",2473278,"R",11,"R",684306,"R",4,"R",210862,"R",2,"R",99699,"R",18,"R",833954,"Z",0,"Z",0,"R",20,"R",948745,"R",2,"R",112640,"R",1,"R",45516
364025,"R",249,"R",15384355,"R",2,"R",140763,"Z",0,"Z",0,"R",34,"R",2076015,"R",47,"R",4696712,"R",71,"R",3664309,"R",18,"R",1116580,"R",6,"R",341902,"R",1,"R",60811,"R",32,"R",1510175,"Z",0,"Z",0,"R",32,"R",1478128,"R",3,"R",180445,"R",3,"R",118515
366003,"R",28,"R",1007340,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",125620,"R",6,"R",325670,"R",2,"R",78000,"R",2,"R",64700,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",58500,"R",8,"R",257500,"R",4,"R",97350,"Z",0,"Z",0,"Z",0,"Z",0
366252,"R",560,"R",32794011,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1719866,"R",92,"R",9671176,"R",49,"R",3290322,"R",36,"R",2466827,"R",53,"R",3311148,"R",13,"R",959687,"R",155,"R",5674833,"R",5,"R",282789,"R",91,"R",3583867,"R",33,"R",1583963,"R",6,"R",249533
366261,"R",5,"R",295250,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",95000,"R",1,"R",51000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",52250,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",97000,"Z",0,"Z",0,"Z",0,"Z",0
366270,"R",15,"R",676805,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",212600,"R",2,"R",77200,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",167725,"R",5,"R",189560,"R",1,"R",29720,"Z",0,"Z",0
366340,"R",58,"R",2814872,"Z",0,"Z",0,"R",4,"R",190801,"R",12,"R",478778,"R",8,"R",590716,"R",1,"R",58902,"R",2,"R",97447,"R",3,"R",138246,"Z",0,"Z",0,"R",5,"R",210220,"R",1,"R",37500,"R",22,"R",1012262,"Z",0,"Z",0,"Z",0,"Z",0
366368,"R",27,"R",2467959,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",679668,"R",7,"R",1030212,"R",4,"R",297000,"Z",0,"Z",0,"R",1,"R",91711,"Z",0,"Z",0,"R",4,"R",242240,"Z",0,"Z",0,"R",2,"R",127128,"Z",0,"Z",0,"Z",0,"Z",0
366395,"R",689,"R",57235818,"Z",0,"Z",0,"Z",0,"Z",0,"R",139,"R",12824318,"R",125,"R",17120369,"R",14,"R",1392330,"R",19,"R",1875364,"R",51,"R",5589987,"R",1,"R",106106,"R",127,"R",6624278,"Z",0,"Z",0,"R",152,"R",8108783,"R",48,"R",2997950,"R",13,"R",596333
366401,"R",109,"R",8870421,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",373653,"R",16,"R",2478210,"R",12,"R",949183,"R",8,"R",798235,"R",9,"R",669406,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",57,"R",3601734,"Z",0,"Z",0,"Z",0,"Z",0
366465,"R",85,"R",4236391,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",98952,"R",13,"R",1225783,"R",18,"R",1048860,"R",6,"R",262992,"R",14,"R",501156,"Z",0,"Z",0,"R",14,"R",424668,"Z",0,"Z",0,"R",18,"R",673980,"Z",0,"Z",0,"Z",0,"Z",0
366535,"R",16,"R",857562,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",34133,"R",7,"R",473281,"R",2,"R",78146,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",28704,"R",3,"R",159536,"R",2,"R",83762,"Z",0,"Z",0,"Z",0,"Z",0
366553,"R",68,"R",3878564,"Z",0,"Z",0,"Z",0,"Z",0,"R",52,"R",2772486,"R",6,"R",643730,"R",2,"R",135100,"R",1,"R",55000,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",93680,"Z",0,"Z",0,"R",5,"R",178568,"Z",0,"Z",0,"Z",0,"Z",0
366605,"R",2,"R",127920,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",59280,"R",1,"R",68640,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
366711,"R",817,"R",60052357,"Z",0,"Z",0,"Z",0,"Z",0,"R",61,"R",4052076,"R",64,"R",10532761,"R",181,"R",13657308,"R",109,"R",8391516,"R",163,"R",10267812,"R",12,"R",1097448,"R",64,"R",3339732,"Z",0,"Z",0,"R",118,"R",5637480,"R",35,"R",2514360,"R",10,"R",561864
367103,"R",3,"R",178800,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",87000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",63000,"R",1,"R",28800,"Z",0,"Z",0,"Z",0,"Z",0
367112,"R",8,"R",395063,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",33131,"R",3,"R",216700,"R",1,"R",42248,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",102984,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
367361,"R",11,"R",578672,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",213000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",90240,"R",7,"R",275432,"Z",0,"Z",0,"Z",0,"Z",0
367459,"R",256,"R",11641543,"Z",0,"Z",0,"Z",0,"Z",0,"R",56,"R",2026318,"R",53,"R",4019287,"R",38,"R",1603634,"R",28,"R",1193760,"R",24,"R",991935,"Z",0,"Z",0,"R",17,"R",598440,"R",1,"R",45477,"R",29,"R",874550,"R",8,"R",223558,"R",2,"R",64584
367884,"R",60,"R",3671229,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",680513,"R",22,"R",1986280,"R",2,"R",108463,"R",9,"R",455102,"R",1,"R",56700,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",284976,"R",2,"R",99195,"Z",0,"Z",0
367954,"R",312,"R",26864294,"Z",0,"Z",0,"Z",0,"Z",0,"R",98,"R",5250134,"R",103,"R",13741116,"R",27,"R",2138960,"R",22,"R",1790320,"R",20,"R",1890020,"Z",0,"Z",0,"R",4,"R",174606,"Z",0,"Z",0,"R",38,"R",1879138,"Z",0,"Z",0,"Z",0,"Z",0
368443,"R",36,"R",1974500,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",192000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1314000,"R",10,"R",468500,"Z",0,"Z",0,"Z",0,"Z",0
368452,"R",18,"R",1205000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",30000,"R",3,"R",405000,"R",1,"R",50000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",370000,"R",7,"R",350000,"Z",0,"Z",0,"Z",0,"Z",0
368629,"R",22,"R",1248631,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",397917,"R",3,"R",361256,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",489458,"Z",0,"Z",0,"Z",0,"Z",0
368911,"R",87,"R",3671503,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",716876,"R",25,"R",1740987,"R",9,"R",303731,"R",3,"R",119718,"R",1,"R",38788,"Z",0,"Z",0,"R",22,"R",568496,"Z",0,"Z",0,"R",6,"R",182907,"Z",0,"Z",0,"Z",0,"Z",0
369002,"R",11,"R",836415,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",120000,"R",2,"R",180265,"R",2,"R",189000,"Z",0,"Z",0,"R",1,"R",77000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",200150,"R",1,"R",70000,"Z",0,"Z",0
369400,"R",68,"R",3948569,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",1227401,"R",44,"R",2208333,"R",1,"R",87550,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",132600,"R",6,"R",292685,"Z",0,"Z",0
369455,"R",6,"R",350000,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",135000,"R",2,"R",125000,"R",1,"R",50000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40000,"Z",0,"Z",0,"Z",0,"Z",0
369516,"R",12,"R",499500,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",290000,"R",3,"R",209500,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
369659,"R",22,"R",1465023,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",140200,"R",13,"R",1049175,"Z",0,"Z",0,"R",1,"R",59740,"R",1,"R",55000,"Z",0,"Z",0,"R",1,"R",36957,"Z",0,"Z",0,"R",3,"R",123951,"Z",0,"Z",0,"Z",0,"Z",0
369668,"R",10,"R",648219,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",425493,"R",3,"R",151286,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",71440,"Z",0,"Z",0,"Z",0,"Z",0
372073,"R",12,"R",734258,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",187075,"R",1,"R",104041,"R",3,"R",177277,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",265865,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
372329,"R",32,"R",1427527,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",247215,"R",3,"R",174312,"R",3,"R",134289,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",115548,"R",5,"R",297451,"R",12,"R",458712,"Z",0,"Z",0,"Z",0,"Z",0
372921,"R",21,"R",1258892,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",47132,"R",6,"R",422467,"R",4,"R",201278,"Z",0,"Z",0,"R",10,"R",588015,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
373085,"R",2,"R",134480,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",49381,"R",1,"R",85099,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
374024,"R",14,"R",992247,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",70251,"R",1,"R",176883,"R",5,"R",381863,"R",2,"R",105927,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",257323,"Z",0,"Z",0,"Z",0,"Z",0
375230,"R",2,"R",93383,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",63383,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",30000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
375416,"R",17,"R",1042436,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",47133,"R",7,"R",522202,"R",3,"R",126069,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",195021,"R",3,"R",152011,"Z",0,"Z",0,"Z",0,"Z",0
375939,"R",2,"R",148000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",148000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
376224,"R",38,"R",903168,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",19200,"R",16,"R",564276,"R",8,"R",126180,"Z",0,"Z",0,"R",2,"R",36360,"Z",0,"Z",0,"R",4,"R",51216,"R",2,"R",34416,"R",5,"R",71520,"Z",0,"Z",0,"Z",0,"Z",0
376385,"R",15,"R",415182,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",239649,"R",1,"R",25475,"R",1,"R",27684,"R",2,"R",43970,"Z",0,"Z",0,"R",1,"R",20389,"Z",0,"Z",0,"R",3,"R",58015,"Z",0,"Z",0,"Z",0,"Z",0
376695,"R",161,"R",3262630,"R",14,"R",282876,"R",1,"R",34688,"R",31,"R",626691,"R",18,"R",736976,"R",14,"R",343223,"R",8,"R",143503,"R",7,"R",159691,"R",4,"R",93000,"R",35,"R",367401,"R",1,"R",26083,"R",12,"R",218501,"R",12,"R",188792,"R",4,"R",41205
377111,"R",20,"R",1197505,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",50000,"R",7,"R",573560,"R",4,"R",155116,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",253032,"R",4,"R",165797,"Z",0,"Z",0,"Z",0,"Z",0
377218,"R",7,"R",480103,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",311259,"R",1,"R",39334,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",33988,"R",2,"R",95522,"Z",0,"Z",0,"Z",0,"Z",0
377449,"R",22,"R",950774,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",470775,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",479999,"Z",0,"Z",0,"Z",0,"Z",0
377458,"R",13,"R",555055,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",441509,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",113546,"Z",0,"Z",0,"Z",0,"Z",0
377546,"R",11,"R",992800,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",70000,"R",3,"R",502800,"Z",0,"Z",0,"R",1,"R",70000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",162000,"R",3,"R",188000,"Z",0,"Z",0,"Z",0,"Z",0
377555,"R",357,"R",25393329,"R",13,"R",967433,"Z",0,"Z",0,"R",114,"R",7645195,"R",25,"R",3212004,"R",60,"R",4537497,"R",30,"R",2538168,"R",10,"R",740520,"Z",0,"Z",0,"R",45,"R",2108124,"Z",0,"Z",0,"R",47,"R",2630772,"R",12,"R",971856,"R",1,"R",41760
377564,"R",309,"R",21739007,"R",12,"R",905712,"Z",0,"Z",0,"R",94,"R",5934737,"R",29,"R",3445290,"R",43,"R",3230208,"R",27,"R",2283924,"R",10,"R",608544,"Z",0,"Z",0,"R",28,"R",1376028,"Z",0,"Z",0,"R",52,"R",2885556,"R",13,"R",1025232,"R",1,"R",43776
377661,"R",26,"R",1262363,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",644154,"R",2,"R",158000,"R",2,"R",80995,"R",3,"R",144000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",159980,"R",2,"R",75234,"Z",0,"Z",0,"Z",0,"Z",0
378105,"R",25,"R",2405640,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",315960,"R",14,"R",1845200,"R",1,"R",62400,"R",1,"R",75000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",107080,"Z",0,"Z",0,"Z",0,"Z",0
378576,"R",64,"R",4226655,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",305996,"R",16,"R",1815673,"R",7,"R",367667,"R",6,"R",393212,"R",2,"R",115819,"Z",0,"Z",0,"R",2,"R",111860,"R",8,"R",471913,"R",17,"R",644515,"Z",0,"Z",0,"Z",0,"Z",0
379746,"R",10,"R",527911,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",124830,"R",5,"R",334566,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",68515,"Z",0,"Z",0,"Z",0,"Z",0
379782,"R",11,"R",758330,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",51090,"R",6,"R",480980,"R",1,"R",64890,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",161370,"Z",0,"Z",0,"Z",0,"Z",0
380359,"R",49,"R",2668740,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",194717,"R",20,"R",1409649,"R",5,"R",237715,"R",3,"R",127863,"R",5,"R",308819,"Z",0,"Z",0,"R",1,"R",33056,"Z",0,"Z",0,"R",8,"R",279351,"R",2,"R",77570,"Z",0,"Z",0
380368,"R",46,"R",3208536,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",1056123,"R",8,"R",885540,"R",2,"R",108597,"R",2,"R",193286,"R",3,"R",193870,"Z",0,"Z",0,"R",2,"R",87779,"R",3,"R",203016,"R",6,"R",279688,"R",3,"R",200637,"Z",0,"Z",0
380377,"R",128,"R",6221975,"R",4,"R",189864,"Z",0,"Z",0,"R",29,"R",1195951,"R",42,"R",2658884,"R",5,"R",266142,"R",4,"R",167680,"R",5,"R",218149,"Z",0,"Z",0,"R",18,"R",610435,"Z",0,"Z",0,"R",21,"R",914870,"Z",0,"Z",0,"Z",0,"Z",0
380438,"R",30,"R",1630163,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",704555,"R",9,"R",722282,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",203326,"Z",0,"Z",0,"Z",0,"Z",0
381352,"R",6,"R",264320,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",148548,"R",1,"R",40611,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",75161,"Z",0,"Z",0,"Z",0,"Z",0
381459,"R",24,"R",1740005,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",519128,"R",5,"R",636518,"R",3,"R",206250,"R",2,"R",111925,"R",2,"R",120000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",98821,"R",1,"R",47363,"Z",0,"Z",0
382957,"R",16,"R",902340,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",524000,"R",3,"R",122800,"Z",0,"Z",0,"R",4,"R",189020,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",66520,"Z",0,"Z",0,"Z",0,"Z",0
383020,"R",9,"R",450000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",55000,"R",2,"R",190000,"R",2,"R",120000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",85000,"Z",0,"Z",0,"Z",0,"Z",0
383084,"R",39,"R",2423391,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",228215,"R",8,"R",1110429,"R",1,"R",50074,"R",1,"R",68158,"Z",0,"Z",0,"R",1,"R",75788,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",675038,"R",6,"R",215689,"Z",0,"Z",0
383190,"R",114,"R",7106508,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",1260648,"R",9,"R",1006596,"R",7,"R",435840,"R",6,"R",455136,"R",28,"R",1934544,"Z",0,"Z",0,"R",18,"R",801864,"R",1,"R",58572,"R",25,"R",1034556,"R",2,"R",118752,"Z",0,"Z",0
383996,"R",58,"R",2577672,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",1334515,"R",2,"R",210125,"R",8,"R",418639,"R",2,"R",118360,"R",3,"R",135203,"Z",0,"Z",0,"R",3,"R",61443,"Z",0,"Z",0,"R",10,"R",299387,"Z",0,"Z",0,"Z",0,"Z",0
384254,"R",113,"R",6080159,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",1738331,"R",30,"R",2581127,"R",4,"R",184000,"R",7,"R",353248,"R",13,"R",531407,"Z",0,"Z",0,"R",6,"R",167155,"R",1,"R",36992,"R",10,"R",400611,"Z",0,"Z",0,"R",4,"R",87288
384306,"R",5,"R",343548,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",343548,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
384333,"R",188,"R",12389448,"R",3,"R",254434,"Z",0,"Z",0,"R",28,"R",1746082,"R",38,"R",4051229,"R",64,"R",3459195,"R",11,"R",781846,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",761467,"Z",0,"Z",0,"R",21,"R",1026842,"R",4,"R",219485,"R",2,"R",88868
384342,"R",223,"R",12689707,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",1509309,"R",92,"R",6999345,"R",14,"R",590096,"R",14,"R",801237,"R",16,"R",779445,"Z",0,"Z",0,"R",15,"R",583840,"Z",0,"Z",0,"R",28,"R",976284,"R",8,"R",450151,"Z",0,"Z",0
384412,"R",31,"R",2130000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",1035000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",545000,"R",13,"R",550000,"Z",0,"Z",0,"Z",0,"Z",0
