UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
100654,"R",432,"R",24973564,"R",3,"R",248969,"Z",0,"Z",0,"R",12,"R",652252,"R",74,"R",7061926,"R",24,"R",1237079,"R",27,"R",1677522,"R",100,"R",5573310,"R",1,"R",95249,"R",45,"R",1802263,"R",1,"R",47300,"R",126,"R",5659902,"R",10,"R",518219,"R",9,"R",399573
100663,"R",3270,"R",211104443,"Z",0,"Z",0,"Z",0,"Z",0,"R",165,"R",9619901,"R",353,"R",43865055,"R",624,"R",40464702,"R",550,"R",41198747,"R",242,"R",16769921,"R",89,"R",5487935,"R",492,"R",17773431,"Z",0,"Z",0,"R",404,"R",17383724,"R",284,"R",15234573,"R",67,"R",3306454
100690,"R",32,"R",3199997,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",688920,"Z",0,"Z",0,"R",7,"R",1146831,"R",5,"R",407097,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",793913,"R",2,"R",163236,"Z",0,"Z",0
100706,"R",1105,"R",79252275,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",610750,"R",109,"R",14176661,"R",96,"R",5266044,"R",523,"R",43573446,"R",98,"R",4544098,"R",3,"R",245552,"R",92,"R",3392259,"Z",0,"Z",0,"R",162,"R",6963845,"R",9,"R",453620,"R",1,"R",26000
100724,"R",545,"R",27984230,"R",6,"R",286068,"Z",0,"Z",0,"R",105,"R",4552623,"R",49,"R",5435261,"R",39,"R",2266906,"R",38,"R",2286080,"R",79,"R",4551588,"R",4,"R",230900,"R",89,"R",2879957,"R",6,"R",270647,"R",91,"R",3581267,"R",36,"R",1529533,"R",3,"R",113400
100733,"R",86,"R",12573809,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",4722662,"R",19,"R",1949984,"R",1,"R",66995,"R",23,"R",4127110,"Z",0,"Z",0,"R",2,"R",90558,"Z",0,"Z",0,"R",23,"R",1616500,"Z",0,"Z",0,"Z",0,"Z",0
100751,"R",4509,"R",280062556,"R",70,"R",7556255,"Z",0,"Z",0,"R",192,"R",9437510,"R",584,"R",71319931,"R",571,"R",36397253,"R",453,"R",28282644,"R",598,"R",39634106,"R",237,"R",13813729,"R",665,"R",26957269,"R",22,"R",649865,"R",775,"R",27914192,"R",229,"R",13241363,"R",113,"R",4858439
100760,"R",63,"R",4186412,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",200383,"R",17,"R",1826554,"R",6,"R",402185,"R",1,"R",38770,"R",2,"R",126813,"Z",0,"Z",0,"R",12,"R",505669,"Z",0,"Z",0,"R",22,"R",1086038,"Z",0,"Z",0,"Z",0,"Z",0
100812,"R",161,"R",10791218,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",2000298,"R",41,"R",4430931,"R",12,"R",676669,"R",13,"R",841154,"R",20,"R",942713,"Z",0,"Z",0,"R",2,"R",82188,"Z",0,"Z",0,"R",33,"R",1328628,"R",9,"R",436659,"R",1,"R",51978
100830,"R",338,"R",19283014,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1308990,"R",82,"R",7666358,"R",27,"R",1258180,"R",41,"R",2877660,"R",43,"R",1926772,"R",4,"R",235200,"R",30,"R",1042130,"R",2,"R",96380,"R",80,"R",2838994,"Z",0,"Z",0,"R",1,"R",32350
100858,"R",4048,"R",276733585,"R",54,"R",4818998,"R",215,"R",13811834,"R",183,"R",10712765,"R",554,"R",72000984,"R",438,"R",28422357,"R",649,"R",41293645,"R",662,"R",46700527,"R",31,"R",3024340,"R",316,"R",12758183,"R",3,"R",139650,"R",544,"R",22434852,"R",343,"R",17778443,"R",56,"R",2837007
100937,"R",175,"R",9083762,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",1021099,"R",34,"R",2837076,"R",7,"R",387261,"R",8,"R",474574,"R",46,"R",1965627,"R",5,"R",200168,"R",16,"R",645569,"Z",0,"Z",0,"R",28,"R",1075644,"R",10,"R",447244,"R",1,"R",29500
101028,"R",61,"R",3571684,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",239977,"R",10,"R",1161373,"R",1,"R",109466,"R",1,"R",51896,"R",1,"R",70111,"Z",0,"Z",0,"R",8,"R",194882,"Z",0,"Z",0,"R",36,"R",1699152,"R",1,"R",44827,"Z",0,"Z",0
101116,"R",23,"R",1400748,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",608880,"R",6,"R",534224,"R",1,"R",75000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",61360,"Z",0,"Z",0,"R",3,"R",121284,"Z",0,"Z",0,"Z",0,"Z",0
101143,"R",61,"R",3758203,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",115587,"R",8,"R",952773,"R",6,"R",341118,"R",3,"R",219559,"R",2,"R",106296,"Z",0,"Z",0,"R",8,"R",339767,"Z",0,"Z",0,"R",32,"R",1683103,"Z",0,"Z",0,"Z",0,"Z",0
101161,"R",194,"R",11751280,"Z",0,"Z",0,"Z",0,"Z",0,"R",49,"R",2808352,"R",36,"R",3939331,"R",15,"R",933331,"R",7,"R",344628,"R",10,"R",556830,"Z",0,"Z",0,"R",27,"R",1048900,"Z",0,"Z",0,"R",48,"R",2035286,"R",2,"R",84622,"Z",0,"Z",0
101189,"R",164,"R",7659578,"Z",0,"Z",0,"Z",0,"Z",0,"R",34,"R",1475256,"R",26,"R",2443234,"R",4,"R",141128,"R",2,"R",81071,"R",51,"R",2123241,"Z",0,"Z",0,"R",14,"R",450527,"Z",0,"Z",0,"R",33,"R",945121,"Z",0,"Z",0,"Z",0,"Z",0
101240,"R",199,"R",11266222,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",853559,"R",38,"R",3577528,"R",9,"R",536379,"R",12,"R",740953,"R",26,"R",1230291,"R",1,"R",41802,"R",28,"R",999816,"Z",0,"Z",0,"R",54,"R",2589615,"R",14,"R",696279,"Z",0,"Z",0
101286,"R",125,"R",7549802,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1558963,"R",19,"R",2104863,"R",4,"R",269187,"R",5,"R",262847,"R",4,"R",279898,"Z",0,"Z",0,"R",10,"R",475750,"Z",0,"Z",0,"R",51,"R",2294590,"R",4,"R",189412,"R",3,"R",114292
101295,"R",152,"R",8428576,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",609672,"R",26,"R",2548757,"R",5,"R",209001,"R",7,"R",409621,"R",2,"R",93694,"Z",0,"Z",0,"R",14,"R",554558,"Z",0,"Z",0,"R",72,"R",3293871,"R",14,"R",709402,"Z",0,"Z",0
101301,"R",80,"R",4349847,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",698670,"R",20,"R",1616803,"R",2,"R",111716,"R",2,"R",130123,"R",4,"R",226253,"Z",0,"Z",0,"R",5,"R",171654,"Z",0,"Z",0,"R",33,"R",1290837,"R",1,"R",53916,"R",1,"R",49875
101365,"R",18,"R",1111685,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",675042,"R",2,"R",251545,"Z",0,"Z",0,"R",1,"R",50398,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",134700,"Z",0,"Z",0,"Z",0,"Z",0
101435,"R",112,"R",6150234,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",302581,"R",17,"R",1933322,"R",3,"R",175121,"R",3,"R",110806,"R",49,"R",2155541,"R",1,"R",70000,"R",11,"R",420116,"R",8,"R",320878,"R",9,"R",399463,"R",5,"R",262406,"Z",0,"Z",0
101453,"R",26,"R",1361583,"R",1,"R",53000,"Z",0,"Z",0,"R",2,"R",107370,"R",8,"R",695465,"R",6,"R",295379,"R",1,"R",39072,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",41000,"Z",0,"Z",0,"R",6,"R",130297,"Z",0,"Z",0,"Z",0,"Z",0
101462,"R",46,"R",2867140,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",429862,"R",12,"R",1170433,"R",7,"R",436947,"R",3,"R",135480,"R",1,"R",38765,"Z",0,"Z",0,"R",2,"R",61390,"Z",0,"Z",0,"R",14,"R",594263,"Z",0,"Z",0,"Z",0,"Z",0
101471,"R",66,"R",4618866,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",1289669,"R",13,"R",1392681,"R",8,"R",662328,"R",1,"R",54921,"R",6,"R",318469,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",745111,"R",3,"R",155687,"Z",0,"Z",0
101480,"R",610,"R",31369267,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1625966,"R",98,"R",9218541,"R",33,"R",1797343,"R",42,"R",2563070,"R",112,"R",6696943,"Z",0,"Z",0,"R",129,"R",3636036,"Z",0,"Z",0,"R",113,"R",4141314,"R",40,"R",1519349,"R",6,"R",170705
101505,"R",216,"R",12946218,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",2411433,"R",16,"R",1924467,"R",17,"R",1354159,"R",6,"R",437058,"R",16,"R",1121772,"Z",0,"Z",0,"R",31,"R",1186728,"Z",0,"Z",0,"R",83,"R",4170547,"R",7,"R",340054,"Z",0,"Z",0
101514,"R",226,"R",13271147,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",625707,"R",36,"R",3713285,"R",7,"R",403127,"R",25,"R",1541086,"R",29,"R",1242407,"Z",0,"Z",0,"R",12,"R",571281,"Z",0,"Z",0,"R",97,"R",4743977,"R",8,"R",430277,"Z",0,"Z",0
101569,"R",126,"R",7418750,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",295188,"R",24,"R",2476505,"R",5,"R",312339,"R",4,"R",336349,"R",10,"R",534719,"Z",0,"Z",0,"R",18,"R",680773,"R",6,"R",364081,"R",51,"R",2276231,"R",3,"R",142565,"Z",0,"Z",0
101587,"R",268,"R",13442776,"R",1,"R",47892,"R",11,"R",601746,"R",22,"R",797700,"R",41,"R",3936897,"R",24,"R",1120641,"R",10,"R",507115,"R",53,"R",2629405,"Z",0,"Z",0,"R",51,"R",1544920,"Z",0,"Z",0,"R",33,"R",1223893,"R",19,"R",882474,"R",3,"R",150093
101602,"R",55,"R",3539384,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",144337,"R",11,"R",1120531,"R",6,"R",465896,"R",4,"R",249748,"R",6,"R",371391,"Z",0,"Z",0,"R",5,"R",259103,"Z",0,"Z",0,"R",21,"R",928378,"Z",0,"Z",0,"Z",0,"Z",0
101648,"R",81,"R",4593452,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",121646,"R",8,"R",820272,"R",33,"R",1924759,"Z",0,"Z",0,"R",1,"R",58147,"Z",0,"Z",0,"R",13,"R",568890,"Z",0,"Z",0,"R",22,"R",1011089,"R",2,"R",88649,"Z",0,"Z",0
101675,"R",131,"R",6649237,"R",2,"R",120350,"Z",0,"Z",0,"R",18,"R",769103,"R",16,"R",1816908,"R",11,"R",631635,"R",6,"R",296000,"R",28,"R",1297316,"Z",0,"Z",0,"R",23,"R",800166,"Z",0,"Z",0,"R",27,"R",917759,"Z",0,"Z",0,"Z",0,"Z",0
101693,"R",115,"R",4890999,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",97587,"R",16,"R",1353680,"R",13,"R",490000,"R",4,"R",185500,"R",42,"R",1621357,"R",2,"R",84960,"R",5,"R",145442,"Z",0,"Z",0,"R",31,"R",912473,"Z",0,"Z",0,"Z",0,"Z",0
101709,"R",332,"R",17166404,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1154070,"R",42,"R",4364436,"R",22,"R",1051445,"R",14,"R",874372,"R",93,"R",4682969,"R",5,"R",184163,"R",54,"R",1755506,"Z",0,"Z",0,"R",57,"R",1998303,"R",22,"R",1101140,"Z",0,"Z",0
101736,"R",131,"R",7299182,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",798827,"R",38,"R",3182205,"R",11,"R",607288,"R",5,"R",254338,"R",13,"R",536335,"Z",0,"Z",0,"R",20,"R",759298,"Z",0,"Z",0,"R",24,"R",1160891,"Z",0,"Z",0,"Z",0,"Z",0
101879,"R",486,"R",25782548,"Z",0,"Z",0,"Z",0,"Z",0,"R",76,"R",3749300,"R",63,"R",7341265,"R",39,"R",2105027,"R",29,"R",1776280,"R",48,"R",2803588,"R",14,"R",709064,"R",76,"R",2065669,"Z",0,"Z",0,"R",114,"R",4141610,"R",21,"R",859747,"R",6,"R",230998
101897,"R",73,"R",4677013,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",355574,"R",17,"R",1834461,"R",2,"R",157933,"R",4,"R",213613,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",374211,"Z",0,"Z",0,"R",32,"R",1617842,"R",3,"R",123379,"Z",0,"Z",0
101912,"R",158,"R",6074508,"R",2,"R",105425,"Z",0,"Z",0,"R",7,"R",205984,"R",56,"R",2671591,"R",4,"R",114581,"R",18,"R",1050284,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",377715,"Z",0,"Z",0,"R",47,"R",1320418,"R",6,"R",198672,"R",1,"R",29838
101994,"R",31,"R",2149369,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",136141,"R",5,"R",604849,"R",3,"R",248191,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",96728,"Z",0,"Z",0,"R",16,"R",967744,"R",2,"R",95716,"Z",0,"Z",0
102030,"R",105,"R",6253516,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",446006,"R",11,"R",1216938,"R",9,"R",677450,"R",3,"R",274558,"R",5,"R",390787,"Z",0,"Z",0,"R",12,"R",488531,"Z",0,"Z",0,"R",55,"R",2712392,"R",1,"R",46854,"Z",0,"Z",0
102049,"R",502,"R",33123935,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",1824531,"R",69,"R",9541377,"R",67,"R",4550502,"R",47,"R",3117709,"R",103,"R",6181329,"R",1,"R",58663,"R",22,"R",914936,"Z",0,"Z",0,"R",144,"R",6136211,"R",19,"R",798677,"Z",0,"Z",0
102058,"R",7,"R",198240,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",129300,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",43440,"Z",0,"Z",0,"R",1,"R",25500,"Z",0,"Z",0,"Z",0,"Z",0
102067,"R",162,"R",10215146,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",111861,"R",56,"R",4897280,"R",1,"R",51896,"R",6,"R",426905,"R",6,"R",419571,"Z",0,"Z",0,"R",6,"R",194255,"Z",0,"Z",0,"R",64,"R",3290051,"R",21,"R",823327,"Z",0,"Z",0
102076,"R",64,"R",3854394,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",140007,"R",16,"R",1575913,"R",5,"R",258437,"R",4,"R",203756,"R",3,"R",123831,"Z",0,"Z",0,"R",10,"R",447313,"Z",0,"Z",0,"R",23,"R",1050216,"R",1,"R",54921,"Z",0,"Z",0
102094,"R",1128,"R",66651673,"R",7,"R",393770,"Z",0,"Z",0,"R",205,"R",9598073,"R",145,"R",19882905,"R",114,"R",6958021,"R",75,"R",4276778,"R",88,"R",7535783,"R",32,"R",2270542,"R",140,"R",4404558,"R",3,"R",140035,"R",211,"R",6942430,"R",101,"R",3991711,"R",7,"R",257067
102234,"R",103,"R",5178368,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",353217,"R",21,"R",1869380,"R",4,"R",232400,"R",7,"R",359565,"R",28,"R",1169573,"Z",0,"Z",0,"R",16,"R",509621,"Z",0,"Z",0,"R",19,"R",645612,"R",1,"R",39000,"Z",0,"Z",0
102270,"R",77,"R",3888548,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",158568,"R",20,"R",1646000,"R",6,"R",307250,"R",5,"R",243400,"R",15,"R",761956,"Z",0,"Z",0,"R",19,"R",469574,"R",1,"R",46000,"R",7,"R",255800,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",117,"R",5383406,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",173200,"R",38,"R",2414919,"R",2,"R",141842,"R",2,"R",86350,"R",24,"R",991301,"Z",0,"Z",0,"R",24,"R",719126,"R",1,"R",33620,"R",15,"R",558333,"R",8,"R",264715,"Z",0,"Z",0
102313,"R",78,"R",4917528,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",428860,"R",13,"R",1538571,"R",5,"R",281789,"R",3,"R",166983,"R",1,"R",50000,"Z",0,"Z",0,"R",7,"R",258290,"Z",0,"Z",0,"R",35,"R",1963849,"R",5,"R",229186,"Z",0,"Z",0
102368,"R",809,"R",44524964,"Z",0,"Z",0,"Z",0,"Z",0,"R",82,"R",4452980,"R",144,"R",11767089,"R",54,"R",2591637,"R",61,"R",3439336,"R",176,"R",11137530,"R",6,"R",384325,"R",36,"R",1647737,"R",23,"R",1038940,"R",221,"R",7857880,"R",3,"R",116572,"R",3,"R",90938
102377,"R",456,"R",22665107,"R",10,"R",546366,"R",17,"R",1087746,"R",37,"R",1914343,"R",124,"R",8956645,"R",25,"R",1470797,"R",25,"R",1432833,"R",48,"R",1720206,"R",27,"R",975251,"R",54,"R",1249824,"R",1,"R",25460,"R",74,"R",2437331,"R",12,"R",778569,"R",2,"R",69736
102395,"R",29,"R",1816891,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",453453,"R",6,"R",715366,"R",1,"R",49343,"R",4,"R",231930,"R",3,"R",158572,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",118227,"R",1,"R",45000,"R",1,"R",45000
102429,"R",136,"R",7399866,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",932581,"R",36,"R",3060057,"R",8,"R",379213,"R",6,"R",308332,"R",1,"R",41802,"Z",0,"Z",0,"R",21,"R",742608,"Z",0,"Z",0,"R",41,"R",1935273,"Z",0,"Z",0,"Z",0,"Z",0
102553,"R",932,"R",60819982,"R",49,"R",3183453,"R",129,"R",6770803,"R",33,"R",2030645,"R",92,"R",11649551,"R",112,"R",7991772,"R",81,"R",5413452,"R",114,"R",6589870,"R",8,"R",578925,"R",38,"R",2131882,"R",4,"R",183497,"R",212,"R",10823789,"R",52,"R",3031518,"R",8,"R",440825
102580,"R",7,"R",342000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",56000,"R",1,"R",75000,"R",2,"R",94000,"Z",0,"Z",0,"R",1,"R",36000,"Z",0,"Z",0,"R",1,"R",30000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",51000,"Z",0,"Z",0
102614,"R",1365,"R",96840965,"R",357,"R",27602989,"R",92,"R",6225369,"R",61,"R",3874240,"R",89,"R",11477607,"R",137,"R",10230752,"R",161,"R",10502746,"R",86,"R",5419269,"R",3,"R",246393,"R",48,"R",2458214,"R",1,"R",49587,"R",200,"R",10876864,"R",99,"R",6033098,"R",31,"R",1843837
102632,"R",155,"R",9980056,"R",3,"R",156769,"R",1,"R",83566,"R",7,"R",418226,"R",19,"R",2213942,"R",22,"R",1420388,"R",18,"R",1243255,"R",16,"R",885315,"Z",0,"Z",0,"R",21,"R",914421,"Z",0,"Z",0,"R",37,"R",1949995,"R",11,"R",694179,"Z",0,"Z",0
102669,"R",63,"R",3792117,"R",3,"R",215000,"R",1,"R",43014,"R",19,"R",809181,"R",14,"R",1382642,"R",4,"R",187080,"R",5,"R",304015,"R",9,"R",486629,"Z",0,"Z",0,"R",1,"R",26000,"Z",0,"Z",0,"R",7,"R",338556,"Z",0,"Z",0,"Z",0,"Z",0
102845,"R",108,"R",5578562,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",128376,"R",16,"R",1308159,"R",17,"R",834819,"R",2,"R",81102,"R",13,"R",604955,"Z",0,"Z",0,"R",1,"R",34320,"R",25,"R",1327144,"R",32,"R",1259687,"Z",0,"Z",0,"Z",0,"Z",0
103501,"R",22,"R",1181617,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",378964,"R",3,"R",156153,"R",2,"R",92000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",554500,"Z",0,"Z",0,"Z",0,"Z",0
103529,"R",194,"R",17370439,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",53,"R",6960059,"R",53,"R",3961529,"R",36,"R",2877451,"R",8,"R",607963,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",90979,"R",43,"R",2872458,"Z",0,"Z",0,"Z",0,"Z",0
103893,"R",37,"R",2416271,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",1098995,"R",17,"R",1076553,"R",1,"R",68000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",172723,"Z",0,"Z",0,"Z",0,"Z",0
103909,"R",29,"R",1844841,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",931819,"R",11,"R",715692,"R",1,"R",65000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",132330,"Z",0,"Z",0,"Z",0,"Z",0
103927,"R",23,"R",1395032,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",753186,"R",10,"R",602326,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",39520,"Z",0,"Z",0,"Z",0,"Z",0
104090,"R",50,"R",3296951,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1577041,"R",16,"R",1371414,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",348496,"Z",0,"Z",0,"Z",0,"Z",0
104151,"R",7746,"R",561413810,"R",132,"R",15033297,"R",7,"R",683257,"R",401,"R",25436590,"R",1939,"R",220902490,"R",1353,"R",76530015,"R",1455,"R",95770156,"R",885,"R",50614482,"R",57,"R",4205174,"R",278,"R",13766594,"R",24,"R",1154483,"R",932,"R",44070725,"R",223,"R",10711931,"R",60,"R",2534616
104160,"R",291,"R",15058545,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",556402,"R",66,"R",5150702,"R",12,"R",596397,"R",11,"R",532183,"R",48,"R",2506717,"R",3,"R",148873,"R",46,"R",1720592,"Z",0,"Z",0,"R",80,"R",3184282,"R",11,"R",496306,"R",3,"R",166091
104179,"R",7436,"R",471062496,"R",469,"R",32205805,"R",49,"R",5143660,"R",601,"R",34879174,"R",805,"R",96120894,"R",897,"R",54833484,"R",1528,"R",96063657,"R",1148,"R",71588678,"R",124,"R",8140787,"R",670,"R",23086932,"R",27,"R",1094089,"R",707,"R",30718712,"R",269,"R",11543878,"R",142,"R",5642746
104346,"R",275,"R",15140959,"Z",0,"Z",0,"Z",0,"Z",0,"R",74,"R",3731421,"R",48,"R",4204169,"R",8,"R",484686,"R",24,"R",1438639,"R",17,"R",823288,"R",2,"R",103432,"R",61,"R",2526418,"Z",0,"Z",0,"R",41,"R",1828906,"Z",0,"Z",0,"Z",0,"Z",0
104425,"R",227,"R",12539511,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",966406,"R",38,"R",3703761,"R",13,"R",681858,"R",21,"R",1035161,"R",38,"R",2142404,"R",2,"R",95161,"R",27,"R",948145,"Z",0,"Z",0,"R",54,"R",2221703,"R",15,"R",744912,"Z",0,"Z",0
104577,"R",157,"R",9973129,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",271240,"R",26,"R",2721041,"R",16,"R",1068829,"R",11,"R",893044,"R",31,"R",1924517,"R",2,"R",135857,"R",38,"R",1810402,"Z",0,"Z",0,"R",28,"R",1148199,"Z",0,"Z",0,"Z",0,"Z",0
104586,"R",307,"R",17670345,"Z",0,"Z",0,"Z",0,"Z",0,"R",174,"R",9348661,"R",32,"R",3570838,"R",8,"R",422672,"R",7,"R",338080,"R",12,"R",715337,"R",2,"R",113925,"R",8,"R",326679,"Z",0,"Z",0,"R",39,"R",1598105,"R",24,"R",1174813,"R",1,"R",61235
104665,"R",9,"R",440000,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",8750,"R",3,"R",296250,"R",1,"R",135000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104708,"R",341,"R",20021636,"R",1,"R",76621,"Z",0,"Z",0,"R",42,"R",2621755,"R",57,"R",5536053,"R",101,"R",4893127,"R",34,"R",2011454,"R",7,"R",317260,"R",4,"R",187575,"R",40,"R",1769585,"Z",0,"Z",0,"R",45,"R",2058311,"R",7,"R",411670,"R",3,"R",138225
104717,"R",1203,"R",66012548,"R",3,"R",222768,"Z",0,"Z",0,"R",102,"R",5857699,"R",194,"R",18314573,"R",49,"R",2543647,"R",41,"R",2205721,"R",133,"R",10047014,"R",45,"R",2547868,"R",352,"R",13077038,"R",7,"R",322041,"R",104,"R",4433324,"R",164,"R",6130062,"R",9,"R",310793
105136,"R",525,"R",42668903,"R",7,"R",525987,"R",10,"R",596468,"R",14,"R",868720,"R",161,"R",18677295,"R",182,"R",10588470,"R",86,"R",7430559,"R",11,"R",1143501,"Z",0,"Z",0,"R",16,"R",876831,"Z",0,"Z",0,"R",30,"R",1579844,"R",5,"R",253243,"R",3,"R",127985
105145,"R",221,"R",14847356,"R",2,"R",124403,"Z",0,"Z",0,"R",44,"R",2719905,"R",57,"R",5685088,"R",64,"R",3452426,"R",11,"R",612010,"R",2,"R",104950,"R",1,"R",61752,"R",12,"R",733598,"Z",0,"Z",0,"R",25,"R",1190290,"R",3,"R",162934,"Z",0,"Z",0
105154,"R",395,"R",24459447,"R",2,"R",158084,"Z",0,"Z",0,"R",61,"R",3524060,"R",68,"R",6666834,"R",124,"R",6506181,"R",32,"R",2098751,"R",10,"R",585933,"R",3,"R",140435,"R",26,"R",1391221,"Z",0,"Z",0,"R",55,"R",2573169,"R",12,"R",720147,"R",2,"R",94632
105206,"R",197,"R",10936851,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",297432,"R",46,"R",4501424,"R",8,"R",377607,"R",19,"R",949052,"R",17,"R",732987,"Z",0,"Z",0,"R",23,"R",920767,"Z",0,"Z",0,"R",78,"R",3157582,"Z",0,"Z",0,"Z",0,"Z",0
